quote_id,auction_brand,auction_model,auction_organizor,action_sales_code,auction_restauration_code,action_price,action_location
8567,VOLKSWAGEN,Typ 2 camping car Westfalia,Historics at Brooklands,V,REST,23 134 €,Brooklands
8567,VOLKSWAGEN,Kombi 23 fenêtres option sièges séparés,RM Auctions,V,REST+,61 050 €,Phoenix (Arizona)
8567,VOLKSWAGEN,Type 23 Kombi RHD ex-Indonésie,Bonhams,V,REC,6 346 €,Londres
8567,VOLKSWAGEN,"Combi “split” Brasil LHD, ex-Jenson Button",H & H Classic Auctions,V,REST+/EX,19 150 €,Sparkford
8567,VOLKSWAGEN,"Type 23 Camping 2 litres, toit relevable",Jean-Pierre Osenat,V,OR+,4 800 €,Fontainebleau
8567,VOLKSWAGEN,Type 23 Kombi LHD,Bonhams,V,REST,14 700 €,Beaulieu
11041,,,,,,,
11041,VOLKSWAGEN,Typ 22 Bus (15 fenêtres) ,H and H,V,REST,17 770 €,Buxton
11041,VOLKSWAGEN,Typ 2 minibus 8 places,Oldtimer Galerie Toffen,V,REST+,96 495 €,Toffen
12117,,,,,,,
12117,VOLKSWAGEN,Typ 2 fourgon (aménagé camping),Historics at Brooklands,V,REST,28 710 €,Brooklands
12117,VOLKSWAGEN,Typ 2 fourgon,Bonhams,V,OR+,14 380 €,Chantilly
12117,VOLKSWAGEN,Typ 2 pick-up,RM Sotheby,V,REST,52 400 €,Amelia Island
8569,,,,,,,
8569,VOLKSWAGEN,Typ 24 Bus de Luxe (21 fenêtres),Bonhams,V,REST,103 500 €,Chantilly
8569,VOLKSWAGEN,Typ 24 Bus de Luxe 21 fenêtres,Bonhams,V,REST+,50 600 €,Paris
8569,VOLKSWAGEN,Typ 24 Bus de Luxe (21 fenêtres),Artcurial,V,OR+,143 040 €,Paris
8569,VOLKSWAGEN,Typ 24 Bus de Luxe,RM Sotheby's,V,REST,154 060 €,Monterey
8569,VOLKSWAGEN,Typ 24 Bus de Luxe,Bonhams,V,REST,86 660 €,Quail Lodge
8569,VOLKSWAGEN,Typ 24 Bus de Luxe,RM Sotheby,V,REST,102 530 €,Amelia Island
8569,VOLKSWAGEN,Typ 24 Bus de Luxe (21 fenêtres),Silverstone Auctions,V,REST,72 260 €,Silverstone
8569,VOLKSWAGEN,Typ 24 Bus de Luxe,Barrett-Jackson,V,REST,134 460 €,Scottsdale
8569,VOLKSWAGEN,"Typ 24 Bus de Luxe 21 fenêtres, toit souple",Artcurial Motorcars,V,REST+,97 740 €,Paris
8569,VOLKSWAGEN,"Type 24 Bus de Luxe LHD ex-USA, toit souple",Bonhams,V,REST+,95 100 €,Goodwood
8569,VOLKSWAGEN,"Type 24 Bus de Luxe ""21 fenêtres"" toit ouvrant",Oldtimer Galerie Toffen,V,OR+,29 900 €,Toffen
8568,,,,,,,
8568,VOLKSWAGEN,Typ 24 Bus De Luxe (23 fenêtres),Bonhams,V,REST,47 130 €,Greenwich
8568,VOLKSWAGEN,Typ 24 Bus De Luxe (23 fenêtres),Bonhams,V,REST+,166 980 €,Scottsdale
8568,VOLKSWAGEN,Typ 24 Bus De Luxe,RM Sotheby's,V,REST,86 660 €,Monterey
8568,VOLKSWAGEN,Typ 24 Bus De Luxe,RM Sotheby's,V,REST,138 770 €,Fort Lauderdale
8568,VOLKSWAGEN,Typ 24 Bus De Luxe,Gooding & Co,V,REST,179 960 €,Scottsdale
8568,VOLKSWAGEN,Typ 24 Bus De Luxe (23 fenêtres),RM Sotheby,V,REST,175 500 €,New York
8568,VOLKSWAGEN,Typ 24 bus 23 fenêtres + Eriba Puck,RM Sotheby's,V,REST,143 550 €,Amelia Island
8568,VOLKSWAGEN,Type 24 Bus Beutler,Oldtimer Galerie Toffen,V,EP,3 630 €,Kaufdorf
8568,VOLKSWAGEN,"Type 24 Bus De Luxe ""23 fenêtres"" RHD, moteur 2.4",Coys Auctions,V,REST/TR,62 250 €,Brands Hatch
11045,,,,,,,
11045,VOLKSWAGEN,Typ 23 Camping-car ,Bonhams,V,REST,44 830 €,goodwood
11045,VOLKSWAGEN,T 2 Camping-car Westfalia Bay-windiw,Historics at Brooklands,V,REST,11 840 €,Ascott
11045,VOLKSWAGEN,Typ 21 Camping,Bonhams,V,REST,44 850 €,Paris
11045,VOLKSWAGEN,Typ 23 EZ Campers double ouverture G et D,Silverstone Auctions,V,REST,75 580 €,Silverstone
11045,VOLKSWAGEN,Typ 23 camping-car Riviera,H & H Classic Auctions,V,REST,29 020 €,Duxford
11045,VOLKSWAGEN,Typ 2 Camper Westfalia,Bonhams,V,REST,54 320 €,Scottsdale
11045,VOLKSWAGEN,"Typ 2 camping-car Westfalia, moteur 1.8",Bonhams,V,REST+/TR,92 000 €,Paris
11045,VOLKSWAGEN,Typ 2 camping car Westfalia,Historics at Brooklands,V,REST/TR,12 852 €,Brooklands
11045,VOLKSWAGEN,Type 2 Camping Devon Caravanette RHD,Silverstone Auctions,V,REST,19 824 €,Coventry
11042,,,,,,,
11042,VOLKSWAGEN,Typ 26 Pick-up custom,RM Sotheby's,V,REST/TR,15 740 €,Auburn
11042,VOLKSWAGEN,Typ 2 Pick-up double cabine,Gooding & Co,V,REST,83 240 €,Pebble Beach
11042,VOLKSWAGEN,Typ 2 Pick-up double cabine,Bonhams,V,REST+,58 650 €,Paris
11042,VOLKSWAGEN,Type 26 Pick-up double-cabine,Gooding & Company,V,REST+,46 080 €,AmeliA IslAnd
11042,VOLKSWAGEN,Type 26 plateau large Westfalia,Five Auction Tours,V,OR,2 000 €,Montbazon
8570,,,,,,,
8570,VOLKSWAGEN,Type 2 fourgon double porte latérale LHD,Coys Auctions,V,REST,9 620 €,Woodstock
11835,,,,,,,
11835,VOLKSWAGEN,Transporter (T 3) Komet Autohomes 1.9 RHD,H & H Classic Auctions,V,REST,12 040 €,Duxford
11835,VOLKSWAGEN,Transporter (T 3) 2 litres pick-up,Artcurial Motorcars,V,OR,1 192 €,Monaco
8573,,,,,,,
8573,VOLKSWAGEN,Typ 25 Camping,Historics at Brooklands,V,OR,5 410 €,Brooklands
8573,VOLKSWAGEN,Typ 2 Camping,H and H,V,REST,11 100 €,Buxton
8573,VOLKSWAGEN,Typ 2 Camping Bay-window 1600 RHD,Historics at Brooklands,V,REST,42 290 €,Ascott
8573,VOLKSWAGEN,Typ 2 Camper,RM Sotheby's,V,REST,28 470 €,Hershey
8573,VOLKSWAGEN,Typ 2 Camping Westfalia,RM Sotheby's,V,REST,15 490 €,Auburn
8573,VOLKSWAGEN,Transporter Bus,Oldtimer Galerie Toffen,V,OR,4 840 €,Toffen
8573,VOLKSWAGEN,Typ 25 Camping Westfalia ex-USA,Alcopa Auction Rennes,V,OR+,21 060 €,La Mézière
8573,VOLKSWAGEN,Typ 2 Camping RHD,H & H Classic Auctions,V,REST,32 641 €,Duxford
8573,VOLKSWAGEN,Typ 2 camping Canterbury Pitt RHD,Bonhams,V,REST,36 490 €,Goodwood
8573,VOLKSWAGEN,Typ 24 Camping Devon RHD,Bonhams,V,REST+,118 350 €,Londres
8573,VOLKSWAGEN,Typ 2 camping-car Westfalia,RM Auctions,V,REST,94 050 €,Phoenix
8573,VOLKSWAGEN,Typ 2 Camping Westfalia RHD,Historics at Brooklands,V,OR+,9 212 €,Brooklands
8573,VOLKSWAGEN,"Type 2 Camping (Brazil) RHD, ex-Pete Townshend",Coys Auctions,V,EX,33 000 €,Ascot
8572,,,,,,,
8572,VOLKSWAGEN,Typ 2 Microbus,Bonhams,V,REST+,19 550 €,Spa Francorchamps
8572,VOLKSWAGEN,Type 2 Bus L (Clipper),Coys,V,REST+,17 600 €,Londres
8571,,,,,,,
8571,VOLKSWAGEN,Typ 2 Combi,Aguttes,V,OR,41 300 €,Linas
8571,VOLKSWAGEN,Typ 2 pick-up 1600 RHD ex-Afrique du Sud,Silverstone Auctions,V,REST,23 970 €,Southam
8571,VOLKSWAGEN,Type 2 Combi ,RM Sotheby's,V,REST,7 820 €,Auburn
8571,VOLKSWAGEN,Typ 2 Combi custom,Artcurial,V,TR,23 840 €,Paris
8571,VOLKSWAGEN,Type 2 Camping Westfalia S 042,Silverstone Auctions,V,REST+,28 037 €,Coventry
8571,VOLKSWAGEN,Type 22 Combi 8 places,Me Arnaud-Lacroze / M. Saint-Gal,V,OR+,2 400 €,Uzerche
11044,,,,,,,
11044,VOLKSWAGEN,Typ 2 Devon Samba 23 vitres RHD,Bonhams,V,REST,128 580 €,Goodwood
8549,,,,,,,
8549,VOLKSWAGEN,Golf GTi 1600 (4 vitesses) RHD,Silverstone Auctions,V,OR+,31 340 €,Birmingham
8549,VOLKSWAGEN,Golf GTi 1600 3 portes,Historics at Brooklands,V,OR+,10 365 €,Brooklands
8549,VOLKSWAGEN,Golf GTi 1600,Claude Aguttes,V,REST+,28 800 €,Lyon
8549,VOLKSWAGEN,Golf GTI 1600 RHD,Bonhams,V,REST,22 040 €,Beaulieu
8549,VOLKSWAGEN,Golf I 1300,Oldtimer Galerie Toffen,V,OR+,7 790 €,Toffen
8549,VOLKSWAGEN,Golf GTi 1600,Silverstone Auctions,V,OR+,9 078 €,Birmingham
12283,,,,,,,
12283,VOLKSWAGEN,Golf I GLS 5 portes RHD,H and H,V,OR+,14 360 €,Buxton
12283,VOLKSWAGEN,Golf LD 5 portes (sans moteur ni CG),SVV Henri Adam / M. Bonoron,V,EP/INC,360 €,Tarbes
12283,VOLKSWAGEN,"Golf LD 5 portes, jantes alu (sans CG)",SVV Henri Adam / M. Bonoron,V,SEP,390 €,Tarbes
12283,VOLKSWAGEN,Golf GLD 5 portes (sans CG),SVV Henri Adam / M. Bonoron,V,SEP,610 €,Tarbes
12283,VOLKSWAGEN,"Golf LD 5 portes, sans mécanique",SVV Henri Adam / M. Bonoron,V,SEP/INC,540 €,Tarbes
9542,,,,,,,
9542,VOLKSWAGEN,"Iltis 4 x 4 torpédo, non immatriculée",Leclère,V,OR,10 080 €,Aulnay-sous-Bois
9542,VOLKSWAGEN,Iltis 4 x 4 torpédo,Enchères Vendôme-Cheverny,V,OR,3 900 €,RomoRantin
6969,,,,,,,
6969,VOLKSWAGEN,181 torpédo,RM Sotheby,V,REST,22 520 €,Fort Lauderdale
6969,VOLKSWAGEN,181 torpédo,Gooding & Co,V,REST,47 910 €,Amelia Island
6969,VOLKSWAGEN,181 torpédo,Bonhams,V,REST,10 430 €,Amelia Island
6969,VOLKSWAGEN,181 torpédo,RM Sotheby's,V,OR/TR,21 610 €,Phoenix
6969,VOLKSWAGEN,181 torpédo,Oldtimer Galerie,V,OR,4 790 €,Toffen
6969,VOLKSWAGEN,182 (Trekker) RHD,Historics at Brooklands,V,REST,19 220 €,Brooklands
6969,VOLKSWAGEN,181 torpédo,Worldwide Auctioneers,V,REST,30 420 €,Pacific Grove
6969,VOLKSWAGEN,181 (Thing) torpédo,Bonhams,V,REST,10 290 €,Greenwich
6969,VOLKSWAGEN,181 torpédo,RM Sotheby's,V,REST,22 490 €,Phoenix
6969,VOLKSWAGEN,181 torpédo,Jean-Pierre Osenat,V,REST,12 000 €,Fontainebleau
6969,VOLKSWAGEN,181 torpédo LHD,Bonhams,V,OR+,6 050 €,Beaulieu
11487,,,,,,,
11487,VOLKSWAGEN,SP-2 coupé (VW do Brasil),Bonhams,V,OR,29 950 €,Tupelo
6962,,,,,,,
6962,VOLKSWAGEN,411 2 portes,Stanislas Machoïr,V,OR+,2 600 €,Montastruc
8550,,,,,,,
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger,Osenat,V,OR+,32 400 €,Lyon
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger 136 ch,Aguttes,V,REST,33 870 €,Lyon
8550,VOLKSWAGEN,"Golf GTi 16 S Oettinger, moteur 2.0 + origine",Aguttes,V,REST+,40 120 €,Linas
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger,Aguttes,V,REST,40 160 €,Lyon
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger,Artcurial Motorcars,V,REST,26 224 €,Paris
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger,Claude Aguttes,V,REST+,46 800 €,Lyon
8550,VOLKSWAGEN,Golf GTi 16 S Oettinger,Artcurial Motorcars,V,REST+,33 376 €,Paris
8574,,,,,,,
8574,VOLKSWAGEN,Golf GTi 1600,Oldtimer Galerie Toffen,V,OR+,25 160 €,Toffen
8574,VOLKSWAGEN,Golf GTi 1600 3 portes 5 vitesses,Artcurial Motorcars,V,REST,17 880 €,Paris
8574,VOLKSWAGEN,Golf GTi 1600 (4 vitesses),Leclère,V,OR,16 800 €,Paris
8574,VOLKSWAGEN,Golf GTi 1600 5 vit. 3 portes,Claude Aguttes,V,REST+,15 720 €,Lyon
8574,VOLKSWAGEN,Golf GTi 1600 (5 vitesses),Jean-Pierre Osenat,V,REST+,15 200 €,Fontainebleau
8574,VOLKSWAGEN,Golf GTi 1600 3 portes,Alcopa Auction,V,OR+,11 320 €,La Mézière
8574,VOLKSWAGEN,Golf GTi 1600 (5 vitesses),SVV Machoïr,V,OR+,4 800 €,Montastruc-la-Conseillère
11490,,,,,,,
11490,VOLKSWAGEN,Golf GL Cabriolet RHD autom.,Historics at Brooklands,V,OR+,9 220 €,Brooklands
11490,VOLKSWAGEN,Golf II GLi Cabriolet,Vassy & Jalenques,V,REST,5 490 €,Romagnat
11490,VOLKSWAGEN,Golf GLi Cabriolet,Osenat,V,OR+,19 200 €,Lyon
11490,VOLKSWAGEN,Rabbit 1.8 i Cabriolet USA,Claude Aguttes,V,OR+,6 720 €,Lyon
11490,VOLKSWAGEN,Golf 1.8 Cabriolet série Etienne Aigner,Claude Aguttes,V,OR+,7 200 €,Lyon
11490,VOLKSWAGEN,Golf GLi Cabriolet,Leclère MDV,V,REST,13 200 €,Avignon
11490,VOLKSWAGEN,Golf 1.8 i Cabriolet Young Line,Claude Aguttes,V,OR+,10 200 €,Lyon
11490,VOLKSWAGEN,Golf 1 cabriolet,Oldtimer Galerie Toffen,V,OR+,7 698 €,Toffen
11490,VOLKSWAGEN,Golf GLi cabriolet,Arnauné & Prim,V,OR,5 590 €,Beauzelle
11490,VOLKSWAGEN,Golf GLi Cabriolet,Jean-Pierre Osenat,V,REST,7 200 €,Fontainebleau
11490,VOLKSWAGEN,Golf GL 1.3 Cabriolet,Brivenchères (Me Gillardeau),V,OR+,3 416 €,Uzerche
11490,VOLKSWAGEN,Golf 1.6 Cabriolet,Me Bernard,V,OR,2 173 €,Bellac
11490,VOLKSWAGEN,Golf GLi Cabriolet,Toutain-Vente / M. Vaudouër,V,OR+,3 750 €,Saint-James
11490,VOLKSWAGEN,Golf GLi Cabriolet RHD,H & H Classic Auctions,V,REST,3 270 €,Buxton
11490,VOLKSWAGEN,Golf 1.6 Cabriolet,Jean-Pierre Osenat,V,REST,4 800 €,Fontainebleau
11490,VOLKSWAGEN,Golf Cabriolet USA,Brioult Enchères / M. Pagneux,V,OR,2 200 €,Caen
12284,,,,,,,
12284,VOLKSWAGEN,Golf GLS Cabriolet ,Oldtimer Galerie,V,OR+,5 010 €,Toffen
12284,VOLKSWAGEN,Golf GLS 1.6 Cabriolet,Stanislas Machoïr,V,OR,7 200 €,Toulouse
12284,VOLKSWAGEN,"Golf Cabriolet autom., jantes alu",SVV Daguerre,V,OR,2 750 €,Sainte-Solange
8575,,,,,,,
8575,VOLKSWAGEN,Golf GTi 1800 3 portes série Pirelli,Aguttes,V,REST+,20 300 €,Lyon
8575,VOLKSWAGEN,Golf GTi 1800 3 portes,Stanislas Machoïr,V,OR,15 000 €,Montastruc
8575,VOLKSWAGEN,Golf GTi 1800 3 portes,Leclère MDV,V,OR+,15 600 €,Avignon
8575,VOLKSWAGEN,Golf GTi 1800 3 portes RHD,Anglia Car Auctions,V,REST+,5 170 €,Kings Lynn
8575,VOLKSWAGEN,Golf GTi 1800 3 portes RHD,Bonhams,V,OR+,4 180 €,Londres
8575,VOLKSWAGEN,Golf Rabbit GTi 3 portes,SdV Chinon (M. Herbelin) / M. So,V,OR-,900 €,Chinon
9545,,,,,,,
9545,VOLKSWAGEN,Golf II GL 5 portes,Oldtimer Galerie Toffen,V,OR+,4 610 €,Toffen
9545,VOLKSWAGEN,Golf II GL 1.8 autom. 5 portes,Côte Enchères Atlantique / M. Pagneux,V,OR+,1 003 €,Caen
9545,VOLKSWAGEN,Golf II GTi 3 portes,SCP MCS / M. Saint-Gal,V,OR-,496 €,Aytré
9545,VOLKSWAGEN,Golf II GTi 3 portes,"SCP Miller-Franiatte, Coudert, Sicard / M. Saint-G",V,OR-,690 €,Aytré
9545,VOLKSWAGEN,Golf II GTi 3 portes modifiée Turbo,Toutain-Vente / M. Vaudouër,V,OR-/TR,2 070 €,Saint-James
9545,VOLKSWAGEN,Golf II GTi 3 portes,Me Arnaud-Lacroze,V,REST,2 875 €,Uzerche
9545,VOLKSWAGEN,Golf II GL 1.6 5 portes RHD,Bonhams,V,OR+,2 360 €,Harrogate
9546,,,,,,,
9546,VOLKSWAGEN,Golf II Rallye G 60 4 x 4 3 portes,Claude Aguttes,V,OR+,23 310 €,Paris
9546,VOLKSWAGEN,Golf II Rallye 4 x 4,Leclère,V,REST,28 800 €,Avignon
9546,VOLKSWAGEN,Golf II 1.8 Syncro 5 portes,SVV Guizzetti & Collet / M. Meun,V,OR,700 €,Reims
11738,,,,,,,
11738,VOLKSWAGEN,Golf II Rallye berline,Jean-Pierre Besch,V,OR+,12 720 €,Cannes
9547,,,,,,,
9547,VOLKSWAGEN,Golf II GTi G 60 3 ou 5 portes (160 ch),Oldtimer Galerie Toffen,V,OR+,9 710 €,Toffen
9547,VOLKSWAGEN,Golf II GTI G 60 3 portes,Arnauné & Prim,V,OR+,10 070 €,Beauzelle
12541,,,,,,,
12541,VOLKSWAGEN,Golf III Cabriolet Avant Garde RHD,H and H,V,OR,4 720 €,ONLINE
11986,,,,,,,
11986,VOLKSWAGEN,Golf III Cabriolet 1.8 Joker,Alcopa Auction Rennes,V,OR,1 460 €,La Mézière
11985,,,,,,,
11985,VOLKSWAGEN,"Golf III VR 6 2.8 3 portes, jantes BBS",Alcopa Auction Tours,V,OR,6 330 €,Esvres sur Indre
12286,,,,,,,
12286,VOLKSWAGEN,Golf IV V5 170 ch 5 portes RHD,Historics at Brooklands,V,OR+,2 300 €,Brooklands
9549,,,,,,,
9549,VOLKSWAGEN,Scirocco II GT 1.8,Alcopa,V,OR+,3 960 €,La Mézière
9549,VOLKSWAGEN,Scirocco II GLi,Aguttes,V,OR,6 640 €,Lyon
9549,VOLKSWAGEN,Scirocco II GT 1.8,Alcopa Auction Rennes,V,OR+,3 640 €,La Mézière
9549,VOLKSWAGEN,Scirocco II GT,SVV Ecklé,V,OR,650 €,Nogent-le-Rotrou
9549,VOLKSWAGEN,Scirocco II 1.8 Scala RHD,Barons,V,OR+,2 030 €,Sandown Park
9549,VOLKSWAGEN,Scirocco II GT 1.8 coupé RHD autom.,BCA Classic & Historic,V,OR+,1 580 €,Blackbushe
9549,VOLKSWAGEN,Scirocco II GT 1.8 coupé RHD,Barons Auctions,V,OR+,4 340 €,Sandown Park
9541,,,,,,,
9541,VOLKSWAGEN,Scirocco GT 1600 coupé,Alcopa Auction,V,OR,5 310 €,La Mézière
2&idCote,,,,,,,
2&idCote,VOLKSWAGEN,Scirocco GT 1600 coupé,Alcopa Auction,V,OR,5 310 €,La Mézière
11438,,,,,,,
11438,VOLKSWAGEN,Corrado VR 6 Storm coupé RHD,Coys Auctions,V,OR+,10 050 €,Ascot
11488,,,,,,,
11488,VOLKSWAGEN,Corrado 2.0 16 V,Alcopa Auction Nancy,V,OR+,4 630 €,Fléville devant Nancy
12282,,,,,,,
12282,VOLKSWAGEN,Polo III Coupé G 40 toit ouvrant,Alcopa Auction Tours,V,OR,4 040 €,Esvres sur Indre
12417,,,,,,,
12417,VOLKSWAGEN,Polo coupé-cabriolet Treser,Osenat,V,OR+,9 600 €,Fontainebleau
12287,,,,,,,
12287,VOLKSWAGEN,Transporter Wesfalia camping,Alcopa Auction,V,OR,9 160 €,La Mézière
12287,VOLKSWAGEN,New Beetle Cabriolet,RM Sotheby's,V,OR+,16 800 €,Milan
12472,,,,,,,
12472,VOLKSWAGEN,"Lupo GTi 3 portes, boîte 6",Aguttes,V,OR+,9 000 €,Lyon
