auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
MG,Goodwood,"YB 1 1/4 Litre limousine RHD “UHK 111""",Bonhams,9 000 €,RAR,V,Maestro 2.0 Turbo 5 portes,7813,1989
MG,Leominster,YB 1 1/4 Litre limousine RHD,Brightwells,19 050 €,REST+,V,Maestro 2.0 Turbo 5 portes,7813,1989
,,,,,,,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Sparkford,YA 1 1/4 Litre limousine RHD,H & H Classic Auctions,11 260 €,REST+,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Toffen,YA 1 1/4 Litre limousine,Oldtimer Galerie,10 520 €,OR,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Cheltenham,YA 1 1/4 Litre limousine RHD,H & H Classic Auctions,9 110 €,REST,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Beaulieu,YA 1 1/4 Litre limousine RHD,Bonhams,6 750 €,REST,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Buxton,YA 1 1/4 Litre limousine RHD toit ouvrant,H & H Classic Auctions,3 000 €,OR,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Buxton,YA 1 1/4 Litre limousine RHD toit ouvrant,H & H Classic Auctions,9 300 €,REST+,V,Maestro 2.0 Turbo 5 portes,4380,1989
MG,Brooklands,YA 1 1/4 Litre limousine RHD,BCA Classic & Historic,6 600 €,REST,V,Maestro 2.0 Turbo 5 portes,4380,1989
,,,,,,,Midget PB roadster,4382,1935
MG,Goodwood,"Magnette ZA, prép. circuit",Bonhams,22 320 €,REST/TR,V,Midget PB roadster,4382,1935
MG,OxfOrd,Magnette ZA berline RHD,Bonhams,6 380 €,REST,V,Midget PB roadster,4382,1935
MG,Toffen,Magnette ZA berline LHD,Oldtimer Galerie Toffen,7 800 €,OR+,V,Midget PB roadster,4382,1935
,,,,,,,Midget PB roadster,4381,1935
MG,Greenwich,YT 1 1/4 Litre tourer,Bonhams,20 560 €,REST,V,Midget PB roadster,4381,1935
MG,Toffen,"YT 1 1/4 Litre tourer LHD, roues fil",Oldtimer Galerie Toffen,55 900 €,REST+,V,Midget PB roadster,4381,1935
,,,,,,,Midget PB roadster,7814,1935
MG,Beaulieu,Magnette ZB berline,Bonhams,12 830 €,REST,V,Midget PB roadster,7814,1935
MG,Brooklands,Magnette ZB berline Varitone RHD,Historics at Brooklands,17 350 €,REST,V,Midget PB roadster,7814,1935
MG,Londres,Magnette ZB Varitone berline RHD,Bonhams,10 450 €,REST,V,Midget PB roadster,7814,1935
MG,OxfOrd,Magnette ZB berline RHD,Bonhams,10 450 €,REST+,V,Midget PB roadster,7814,1935
MG,Londres,Magnette ZB berline LHD ex-Belgique,Bonhams,4 800 €,OR,V,Midget PB roadster,7814,1935
,,,,,,,Midget PB roadster,4383,1935
MG,Milan,Magnette Mark III berline LHD,RM Sotheby's,8 960 €,OR+,V,Midget PB roadster,4383,1935
