Year,quote_id,quote_model,quote_max_price,auction_price,auction_organizor,auction_location,auction_restauration_code
1961,4167,220 SE cabriolet,65 000 â‚¬,1192000,Artcurial,LE MANS,OR+
1961,4167,220 SE cabriolet,65 000 â‚¬,904800,Artcurial,PARIS,OR+
1961,4167,220 SE cabriolet,65 000 â‚¬,3358200,Bonhams,GOODWOOD,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,1298000,Bonhams,LONDRES,OR+
1961,4167,220 SE cabriolet,65 000 â‚¬,1592000,Bonhams,LONDRES,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,548200,Bonhams,PHILADELPHIE,SEP
1961,4167,220 SE cabriolet,65 000 â‚¬,1150000,Bonhams,SPA,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,1237800,Brooklands Auctions,BROOKLANDS,OR+
1961,4167,220 SE cabriolet,65 000 â‚¬,552000,FEE MachoÃ¯r,MULHOUSE,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,1580200,Oldtimer Galerie Toffen,TOFFEN,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,814600,RM Sotheby's,AUBURN,OR+
1961,4167,220 SE cabriolet,65 000 â‚¬,2464000,RM Sotheby's,MONACO,REST
1961,4167,220 SE cabriolet,65 000 â‚¬,1877400,Silverstone Auctions,SILVERSTONE,REST
1966,4168,250 SE cabriolet,70 000 â‚¬,1633200,Aguttes,LYON,REST+
1966,4168,250 SE cabriolet,70 000 â‚¬,800000,Bonhams,PARIS,OR
1966,4168,250 SE cabriolet,70 000 â‚¬,1679000,Bonhams,STUTTGART,OR+
1968,4169,280 SE cabriolet,110 000 â‚¬,500000,Artcurial,PARIS,OR+
1968,4169,280 SE cabriolet,110 000 â‚¬,960000,Artcurial,PARIS,REST
1968,4169,280 SE cabriolet,110 000 â‚¬,2145600,Artcurial,RUEIL-MALMAISON,OR+
1968,4169,280 SE cabriolet,110 000 â‚¬,2236000,Bonhams,AMELIA ISLAND,REST
1968,4169,280 SE cabriolet,110 000 â‚¬,4600000,Bonhams,KNOKKE-LE-ZOUTE,REST
1968,4169,280 SE cabriolet,110 000 â‚¬,2200000,Bonhams,MONACO,OR+
1968,4169,280 SE cabriolet,110 000 â‚¬,3145400,Bonhams,SCOTTSDALE,OR+
1968,4169,280 SE cabriolet,110 000 â‚¬,1280000,Dorotheum,SALZBOURG,REST
1968,4169,280 SE cabriolet,110 000 â‚¬,3530800,Gooding & Co,SCOTTSDALE,REST
1968,4169,280 SE cabriolet,110 000 â‚¬,700000,J.P. Osenat,FONTAINEBLEAU,OR
1968,4169,280 SE cabriolet,110 000 â‚¬,1741200,Oldtimer Galerie Toffen,TOFFEN,REST
1970,4170,280 SE cabriolet (calandre basse),125 000 â‚¬,1429640,Artcurial,LE MANS,REST+
1970,4170,280 SE cabriolet (calandre basse),125 000 â‚¬,825000,Bonhams,WESTPORT,OR
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,3337600,Artcurial,LE MANS,OR+
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,6913600,Artcurial,PARIS,OR+
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,4768000,Artcurial,RUEIL-MALMAISON,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,5160000,Bonhams,CARMEL,OR+
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,13234200,Bonhams,SCOTTSDALE,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,6358200,Bonhams,SCOTTSDALE,REST+
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,5750000,Bonhams,SPA,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,11265600,Gooding & Co,AMELIA ISLAND,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,5250000,Gooding & Co,PEBBLE BEACH,OR+
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,6173200,Gooding & Co,PEBBLE BEACH,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,11173200,Gooding & Co,SCOTTSDALE,REST
1970,4171,280 SE 3.5 cabriolet V8,240 000 â‚¬,4814400,RM Sotheby's,MONTEREY,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,2565200,Artcurial,MONACO,REST+
1962,4172,300 SE cabriolet,120 000 â‚¬,1440000,Artcurial,PARIS,OR+
1962,4172,300 SE cabriolet,120 000 â‚¬,2384000,Artcurial,PARIS,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,1000000,Artcurial,PARIS (ARTCURIAL),OR+
1962,4172,300 SE cabriolet,120 000 â‚¬,480000,Bonhams,LONDRES,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,352000,Bonhams,OXFORD,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,1457600,Bonhams,TUPELO,OR
1962,4172,300 SE cabriolet,120 000 â‚¬,2695600,Bonhams,TUPELO,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,492000,Bonhams,WEYBRIDGE,OR
1962,4172,300 SE cabriolet,120 000 â‚¬,1376600,Brooklands Auctions,BROOKLANDS,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,556400,Coys Auction,WOODSTOCK,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,5173400,Gooding & Co,SCOTTSDALE,REST
1962,4172,300 SE cabriolet,120 000 â‚¬,6029200,Gooding & Co,SCOTTSDALE,REST+
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1043200,Aguttes,LYON,OR
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,834400,Artcurial,PARIS,OR
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1430400,Artcurial,PARIS,REST
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,596200,Bonhams,AMELIA ISLAND,OR+
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1129600,Bonhams,SCOTTSDALE,REST
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,3036000,Brooklands Auctions,BROOKLANDS,REST
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1392000,CarrÃ¨re & Laborie,PAU,RAR
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1675800,H & H Classic Auctions,DUXFORD,REST
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,914200,Oldtimer Galerie Toffen,TOFFEN,OR
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,346000,RM Sotheby's,ESSEN,EP
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,959400,RM Sotheby's,FORT LAUDERDALE,OR+
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,861600,RM Sotheby's,FORT LAUDERDALE,REST
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1648000,Silverstone Auctions,BIRMINGHAM,OR+
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,785000,Silverstone Auctions,SOUTHAM,OR+
1963,4173,230 SL cabriolet hard-top,80 000 â‚¬,1173200,Silverstone Auctions,SOUTHAM,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,2415760,Artcurial,PARIS,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1007800,Bonhams,BEAULIEU,OR-
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1775200,Bonhams,BEAULIEU,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1309000,Bonhams,GOODWOOD,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1135200,Bonhams,LONDRES,RAR
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,4382080,Brooklands Auctions,BROOKLANDS,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1008000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1870800,H & H Classic Auctions,DUXFORD,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,833960,J.P. Osenat,LYON,OR+
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,1272800,RM Sotheby's,FORT LAUDERDALE,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,2166400,RM Sotheby's,MONTEREY,REST
1967,4174,250 SL cabriolet hard-top,85 000 â‚¬,2553800,RM Sotheby's,PHOENIX,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,2109400,Bonhams,GOODWOOD,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,4302200,Bonhams,SCOTTSDALE,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,4867400,Brooklands Auctions,BROOKLANDS,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,2994000,RM Sotheby's,AMELIA ISLAND,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,1667200,RM Sotheby's,AUBURN,OR+
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,1672600,RM Sotheby's,AUBURN,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,2154000,RM Sotheby's,FORT LAUDERDALE,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,1093800,RM Sotheby's,LOS ANGELES,REST
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,1733200,RM Sotheby's,MONTEREY,OR+
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,3437800,RM Sotheby's,PHOENIX,REST/TR
1968,4175,280 SL cabriolet hard-top,110 000 â‚¬,2321200,Silverstone Auctions,SOUTHAM,OR+
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,226400,Alcopa auction,ESVRES-SUR-INDRE,OR+
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,1541000,Bonhams,STUTTGART,OR+
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,488000,Brooklands Auctions,ASCOTT,REST
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,190800,Brooklands Auctions,BROOKLANDS,OR
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,972300,Brooklands Auctions,BROOKLANDS,OR+
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,425400,H & H Classic Auctions,DUXFORD,REST
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,362200,HdV,LES ESSARTS,REST
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,250320,J.P. Osenat,FONTAINEBLEAU,OR+
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,336000,LeclÃ¨re,AVIGNON,OR
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,637200,Marie Line Balsan,LE MANS,OR
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,803200,Oldtimer Galerie Toffen,ZURICH,OR
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,312000,Osenat,FONTAINEBLEAU,OR
1971,4176,350 SL (R 107) cabriolet hard-top,40 000 â‚¬,264000,Osenat,LA TESTE DE BUCH,RAR
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,348400,Alcopa auction,ESVRES SUR INDRE,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,789800,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,654800,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,525600,Alcopa auction,LA MÃ‰ZIÃˆRE,REST-
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,619800,Artcurial,PARIS,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,639600,Bonhams,PARIS,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,289600,Bonhams,TUPELO,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,520400,Brooklands Auctions,ASCOTT,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,1552000,Gooding & Co,SCOTTSDALE,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,292200,RM Sotheby's,AUBURN,OR
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,137800,RM Sotheby's,AUBURN,OR+
1973,4177,450 SL (R 107) cabriolet hard-top,45 000 â‚¬,294200,RM Sotheby's,HERSHEY,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,224200,Alcopa auction,ESVRES-SUR-INDRE,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,321800,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,858200,Artcurial,LE MANS,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,453000,Artcurial,PARIS,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,346400,Bonhams,PHILADELPHIE,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,211000,Brooklands Auctions,BROOKLANDS,OR
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,998200,Brooklands Auctions,BROOKLANDS,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,243600,H & H Classic Auctions,BUXTON,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,220800,J.P. Osenat,FONTAINEBLEAU,OR
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,432000,J.P. Osenat,FONTAINEBLEAU,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,581600,Oldtimer Galerie Toffen,TOFFEN,OR
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,446800,Oldtimer Galerie Toffen,TOFFEN,OR+
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,312000,Osenat,FONTAINEBLEAU,OR
1974,4178,280 SL (R 107) cabriolet hard-top,38 000 â‚¬,456000,Osenat,FONTAINEBLEAU,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,59800,Armor EnchÃ¨res,SAINT-BRIEUC,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,322000,Bonhams,PARIS,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,86400,Boscher EnchÃ¨res,CATZ,OR-
1972,4179,350 SLC coupÃ©,18 000 â‚¬,23840,Brooklands Auctions,BROOKLANDS,OR
1972,4179,350 SLC coupÃ©,18 000 â‚¬,57180,Caen EnchÃ¨res,CAEN,OR
1972,4179,350 SLC coupÃ©,18 000 â‚¬,91480,Caen EnchÃ¨res,CAEN,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,108000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR
1972,4179,350 SLC coupÃ©,18 000 â‚¬,72000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR-
1972,4179,350 SLC coupÃ©,18 000 â‚¬,80000,J.P. Osenat,FONTAINEBLEAU,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,230400,J.P. Osenat,OBENHEIM,OR+
1972,4179,350 SLC coupÃ©,18 000 â‚¬,197000,Oldtimer Galerie Toffen,TOFFEN,OR
1972,4179,350 SLC coupÃ©,18 000 â‚¬,71600,Oldtimer Galerie Toffen,TOFFEN,OR/OR
1972,4179,350 SLC coupÃ©,18 000 â‚¬,156000,Oldtimer Galerie Toffen,TOFFEN,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,639800,Bonhams,GREENWICH,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,264400,Bonhams,PHILADELPHIE,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,437000,Bonhams,STUTTGART,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,232400,Brooklands Auctions,ASCOTT,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,480800,Brooklands Auctions,BROOKLANDS,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,64260,Brooklands Auctions,BROOKLANDS,REST
1973,4180,450 SLC coupÃ©,22 000 â‚¬,610800,Gooding & Co,SCOTTSDALE,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,125400,H & H Classic Auctions,BUXTON,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,118000,J.P. Osenat,BORDEAUX,OR
1973,4180,450 SLC coupÃ©,22 000 â‚¬,786080,Oldtimer Galerie Toffen,TOFFEN,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,409600,Oldtimer Galerie Toffen,ZURICH,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,132000,Orne EnchÃ¨res,TRUN,OR-
1973,4180,450 SLC coupÃ©,22 000 â‚¬,333600,RM Sotheby's,ESSEN,OR+
1973,4180,450 SLC coupÃ©,22 000 â‚¬,879800,Worldwide Auctioneers,PACIFIC GROVE,OR+
1978,4181,450 SLC 5.0 coupÃ©,25 000 â‚¬,300000,Artcurial,PARIS,OR+
1978,4181,450 SLC 5.0 coupÃ©,25 000 â‚¬,448600,Bonhams,PARIS,OR+
1978,4181,450 SLC 5.0 coupÃ©,25 000 â‚¬,64400,Oldtimer Galerie Toffen,TOFFEN,OR+
1978,4181,450 SLC 5.0 coupÃ©,25 000 â‚¬,977600,RM Sotheby's,PARIS,OR+
1974,4182,280 SLC coupÃ©,16 000 â‚¬,250180,Artcurial,PARIS,OR+
1974,4182,280 SLC coupÃ©,16 000 â‚¬,33800,AuctionArt (RÃ©my Le Fur) / M. Bonoron,ECHARCON,EP
1974,4182,280 SLC coupÃ©,16 000 â‚¬,28000,BCA,BLACKBUSHE,OR-
1974,4182,280 SLC coupÃ©,16 000 â‚¬,279520,Besch,FRÃ‰JUS,OR+
1974,4182,280 SLC coupÃ©,16 000 â‚¬,460000,Bonhams,PARIS,OR+
1974,4182,280 SLC coupÃ©,16 000 â‚¬,192000,Briscadieu,BORDEAUX,REST
1974,4182,280 SLC coupÃ©,16 000 â‚¬,104700,Brooklands Auctions,BROOKLANDS,OR+
1974,4182,280 SLC coupÃ©,16 000 â‚¬,168000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR-
1974,4182,280 SLC coupÃ©,16 000 â‚¬,52420,J.P. Osenat,FONTAINEBLEAU,OR-
1974,4182,280 SLC coupÃ©,16 000 â‚¬,90000,Me Arnaud-Lacroz,UZERCHE,REST
1974,4182,280 SLC coupÃ©,16 000 â‚¬,126200,Oldtimer Galerie Toffen,TOFFEN,OR
1974,4182,280 SLC coupÃ©,16 000 â‚¬,124000,SVV,NOGENT-LE-ROTROU,REST
1969,4183,250 C (W 114) coupÃ©,16 000 â‚¬,9000,Me Arnaud-Lacroz,UZERCHE,SEP
1969,4183,250 C (W 114) coupÃ©,16 000 â‚¬,400900,Oldtimer Galerie Toffen,TOFFEN,OR
1969,4183,250 C (W 114) coupÃ©,16 000 â‚¬,336000,RM Sotheby's,MILAN,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,102000,Barons Auctions,SANDOWN PARK,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,115640,Brooklands Auctions,BROOKLANDS,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,213340,Brooklands Auctions,BROOKLANDS,REST
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,600000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,394400,LeclÃ¨re,PARIS,REST+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,445800,Oldtimer Galerie Toffen,TOFFEN,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,76800,Osenat,FONTAINEBLEAU,OR-
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,313600,RM Sotheby's,MILAN,OR+
1969,4184,250 CE (W 114) coupÃ©,18 000 â‚¬,40000,Toutain-Vente,SAINT-JAMES,REST-
1972,4185,250 C 2.8 (W 114) coupÃ©,17 000 â‚¬,2000,SCP,LA COURNEUVE,EP
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,104000,Bertrand Miallon,MARSAC SUR L'ISLE,OR+
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,66000,Bonhams,HARROGATE,OR
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,362000,Brooklands Auctions,BROOKLANDS,OR+
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,156000,J.P. Osenat,FONTAINEBLEAU,OR+
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,156000,Osenat,FONTAINEBLEAU,OR
1972,4186,280 CE (W 114) coupÃ©,19 000 â‚¬,256000,SCP,AYTRÃ‰,OR+
1966,4187,250 S (W 108) berline,9 000 â‚¬,584400,Bonhams,GOODWOOD,REST
1966,4187,250 S (W 108) berline,9 000 â‚¬,96000,Bonhams,LONDRES,OR+
1966,4187,250 S (W 108) berline,9 000 â‚¬,119600,Bonhams,MONACO,OR+/EX
1966,4187,250 S (W 108) berline,9 000 â‚¬,132800,Brooklands Auctions,ASCOTT,OR+
1966,4187,250 S (W 108) berline,9 000 â‚¬,395800,Brooklands Auctions,BROOKLANDS,REST
1966,4187,250 S (W 108) berline,9 000 â‚¬,9840,HdV,BRAZEY EN PLAINE,EP
1966,4187,250 S (W 108) berline,9 000 â‚¬,55000,Pandolfi Casa d'Aste,FLORENCE,OR
1968,4188,280 S (W 108) berline,9 500 â‚¬,114000,Brightwells,LEOMINSTER,OR+
1968,4188,280 S (W 108) berline,9 500 â‚¬,122400,Briscadieu,BORDEAUX,REST
1968,4188,280 S (W 108) berline,9 500 â‚¬,26000,Me Miserey / M. Saint-Gal,PUYMIROL,OR
1968,4188,280 S (W 108) berline,9 500 â‚¬,48000,Orne EnchÃ¨res,TRUN,OR-
1968,4188,280 S (W 108) berline,9 500 â‚¬,264400,RM Sotheby's,FORT LAUDERDALE,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,46200,Artcurial,CHÃ‚TEAU SUR EPTE,OR-
1968,4189,280 SE (W 108) berline,12 000 â‚¬,333800,Artcurial,PARIS,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,114000,Bertrand Miallon,MARSAC SUR L'ISLE,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,79800,Bonhams,TUPELO,OR
1968,4189,280 SE (W 108) berline,12 000 â‚¬,28800,Boscher EnchÃ¨res,CATZ,SEP
1968,4189,280 SE (W 108) berline,12 000 â‚¬,239600,Brightwells,LEOMINSTER,REST
1968,4189,280 SE (W 108) berline,12 000 â‚¬,413500,Brooklands Auctions,BROOKLANDS,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,453020,Brooklands Auctions,BROOKLANDS,REST
1968,4189,280 SE (W 108) berline,12 000 â‚¬,30000,EnchÃ¨res VO / M. Saint-Gal,BEAUZELLE,OR/TR
1968,4189,280 SE (W 108) berline,12 000 â‚¬,408000,FEE MachoÃ¯r,SALVIAC,OR+/TR
1968,4189,280 SE (W 108) berline,12 000 â‚¬,47200,"HervÃ© Tailliez, Poitiers EnchÃ¨res",POITIERS,OR-
1968,4189,280 SE (W 108) berline,12 000 â‚¬,45600,Oldtimer Galerie Toffen,TOFFEN,OR
1968,4189,280 SE (W 108) berline,12 000 â‚¬,159200,Oldtimer Galerie Toffen,TOFFEN,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,30000,Ouest EnchÃ¨res Publiques,NANTES,OR
1968,4189,280 SE (W 108) berline,12 000 â‚¬,177220,RM Sotheby's,HERSHEY,OR+
1968,4189,280 SE (W 108) berline,12 000 â‚¬,17000,SCP,LE PLESSIS-BOUCHARD,OR-
1965,4191,300 SE (W 108) berline,19 000 â‚¬,8800,Bonhams,LONDRES,OR-
1965,4191,300 SE (W 108) berline,19 000 â‚¬,36000,SCP,NONSARD,OR
1966,4192,300 SE L (W 109) berline 3 l,22 000 â‚¬,69800,Bonhams,TUPELO,OR
1968,4193,"300 SE L (W 109) berline 2,8 l",17 000 â‚¬,92000,Besch,CHASSIEU,OR+
1971,4194,280 SE 3.5 berline,19 500 â‚¬,105600,Anglia Car Auctions,KINGS LYNN,OR+
1971,4194,280 SE 3.5 berline,19 500 â‚¬,113400,Barons Auctions,SANDOWN PARK,OR+
1971,4194,280 SE 3.5 berline,19 500 â‚¬,736000,Bonhams,PARIS,OR+
1971,4194,280 SE 3.5 berline,19 500 â‚¬,77600,H & H Classic Auctions,BUXTON,OR+
1971,4195,280 SE L 3.5 berline,22 500 â‚¬,201600,Oldtimer Galerie Toffen,TOFFEN,OR+
1971,4195,280 SE L 3.5 berline,22 500 â‚¬,605000,Oldtimer Galerie Toffen,TOFFEN,REST
1970,4196,300 SE L 3.5 berline,26 500 â‚¬,400940,Oldtimer Galerie Toffen,TOFFEN,OR+
1970,4196,300 SE L 3.5 berline,26 500 â‚¬,506000,RM Sotheby's,LONDRES,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,834400,Artcurial,PARIS,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1716400,Artcurial,RUEIL-MALMAISON,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1052400,Bonhams,PHILADELPHIE,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,931200,Bonhams,SCOTTSDALE,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,685700,Brooklands Auctions,BROOKLANDS,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,482400,Claude Aguttes,LYON,OR-
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,588000,FEE MachoÃ¯r,TOULOUSE,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1297400,Gooding & Co,AMELIA ISLAND,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,2262800,Gooding & Co,AMELIA ISLAND,REST
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1496600,Gooding & Co,PEBBLE BEACH,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1822600,Gooding & Co,SCOTTSDALE,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1259800,Gooding & Co,SCOTTSDALE,REST
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1303880,Oldtimer Galerie Toffen,TOFFEN,REST
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,816600,RM Sotheby's,ESSEN,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,896000,RM Sotheby's,MILAN,OR+
1968,4197,300 SE L 6.3 berline,48 000 â‚¬,1380000,RM Sotheby's,PARIS,OR+
1973,4198,280 S (W 116) berline,6 000 â‚¬,414000,Bonhams,STUTTGART,OR+
1973,4198,280 S (W 116) berline,6 000 â‚¬,12000,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR-
1973,4198,280 S (W 116) berline,6 000 â‚¬,6000,SVV,SAINTE-GENEVIÃˆVE,OR-
1973,4199,280 SE (W 116) berline,6 500 â‚¬,25160,Auxerre EnchÃ¨res,EGLENY,OR-
1973,4199,280 SE (W 116) berline,6 500 â‚¬,15600,Boscher EnchÃ¨res,CATZ,OR-
1973,4199,280 SE (W 116) berline,6 500 â‚¬,154000,Dorotheum,SALZBOURG,OR+
1973,4199,280 SE (W 116) berline,6 500 â‚¬,31600,H & H Classic Auctions,BUXTON,OR
