Year,quote_id,quote_model,quote_max_price,auction_price,auction_organizor,auction_location,auction_restauration_code
1981,9282,380 SEC (W 126) coupÃ©,8 000 â‚¬,24400,BCA,BLACKBUSHE,OR+
1981,9282,380 SEC (W 126) coupÃ©,8 000 â‚¬,11000,Bonhams,LONDRES,OR
1981,9282,380 SEC (W 126) coupÃ©,8 000 â‚¬,54000,Coys Auction,LONDRES,OR
1981,9282,380 SEC (W 126) coupÃ©,8 000 â‚¬,144400,FEE MachoÃ¯r,MEXICO,OR+
1981,9282,380 SEC (W 126) coupÃ©,8 000 â‚¬,203960,H & H Classic Auctions,BUXTON,OR+
1986,9283,420 SEC (W 126) coupÃ©,9 000 â‚¬,168000,Barons Auctions,SANDOWN PARK,OR+
1986,9283,420 SEC (W 126) coupÃ©,9 000 â‚¬,81000,BCA,BLACKBUSHE,OR+
1986,9283,420 SEC (W 126) coupÃ©,9 000 â‚¬,122800,Bonhams,HARROGATE,OR+
1986,9283,420 SEC (W 126) coupÃ©,9 000 â‚¬,96000,H & H Classic Auctions,BUXTON,OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,26400,Anglia Car Auctions,KINGS LYNN,OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,2352180,Artcurial,MONACO,EX
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,45000,Barons Auctions,SANDOWN PARK,OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,60000,Barons Auctions,SANDOWN PARK,TR/OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,104000,BCA,BLACKBUSHE,OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,120000,Bonhams,LONDRES,OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,360000,Claude Aguttes,LYON,TR/OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,87000,Coys Auction,WOODSTOCK,OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,220000,Dorotheum,SALZBOURG,TR/OR+
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,54000,Me Sicard,SAINT JEAN D'ANGÃ‰LY,OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,29200,Oldtimer Galerie Toffen,TOFFEN,OR-
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,165200,SCP,AYTRÃ‰,OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,124200,SCP,BEAUZELLE,OR
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,23540,SVV,L'AIGLE,OR-
1981,9284,500 SEC (W 126) coupÃ©,12 000 â‚¬,354640,SVV,PARIS,OR+/EX
1986,9285,500 SEC (W 126) coupÃ© (restylÃ©),15 000 â‚¬,166400,Barons Auctions,SANDOWN PARK,OR+
1986,9285,500 SEC (W 126) coupÃ© (restylÃ©),15 000 â‚¬,259600,Claude Aguttes,PARIS,OR+
1986,9285,500 SEC (W 126) coupÃ© (restylÃ©),15 000 â‚¬,228000,H & H Classic Auctions,BUXTON,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,323400,Aguttes,LYON,OR
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,322800,Aguttes,LYON,OR/TR
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,812000,Artcurial,PARIS,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,1072800,Artcurial,RUEIL-MALMAISON,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,125200,Bonhams,BEAULIEU,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,460000,Bonhams,PARIS,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,345000,Bonhams,SPA,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,171000,Brooklands Auctions,ASCOTT,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,156000,FEE MachoÃ¯r,TOULOUSE,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,1397200,Gooding & Co,AMELIA ISLAND,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,3193800,RM Sotheby's,AMELIA ISLAND,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,690000,RM Sotheby's,ESSEN,OR
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,3956000,RM Sotheby's,ESSEN,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,582400,RM Sotheby's,MILAN,OR+
1985,9286,560 SEC (W 126) coupÃ©,28 000 â‚¬,2844400,RM Sotheby's,PHOENIX,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,810600,Artcurial,RUEIL-MALMAISON,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,3800,AuctionArt (RÃ©my Le Fur) / M. Bonoron,ECHARCON,SEP
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,554400,Bonhams,GOODWOOD,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,45200,Bonhams,HARROGATE,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,470000,Bonhams,KNOKKE-LE-ZOUTE,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,22800,Bonhams,LONDON,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,668000,Bonhams,SCOTTSDALE,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,407800,Brooklands Auctions,BROOKLANDS,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,10000,EnchÃ¨res VO / M. Saint-Gal,BEAUZELLE,OR-
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,180000,FEE MachoÃ¯r,TOULOUSE,OR
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,24000,H & H Classic Auctions,BUXTON,OR
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,22600,HdV,LES ESSARTS,OR
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,98400,Orne EnchÃ¨res,CAEN,OR+
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,22000,SCP,SAINT-LOUBÃˆS,OR-
1985,9287,190 E 2.3-16 berline,16 000 â‚¬,16000,Toutain-Vente,SAINT JAMES,OR-
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,476800,Artcurial,LE MANS,OR+
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,42724000,Bonhams,GOODWOOD,OR+/EX
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,194000,Bonhams,KIDLINGTON,OR+
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,284200,Bonhams,PARIS,OR+
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,188600,Oldtimer Galerie Toffen,TOFFEN,OR+
1989,9288,190 E 2.5-16 berline,22 000 â‚¬,456000,Osenat,STRASBOURG,OR+
1989,9289,190 E 2.5-16 Evolution (195 ch),42 000 â‚¬,1239600,Artcurial,RUEIL-MALMAISON,REST
1989,9289,190 E 2.5-16 Evolution (195 ch),42 000 â‚¬,2875000,Bonhams,STUTTGART,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,2758200,Artcurial,MONACO,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,6436800,Artcurial,PARIS,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,2990000,Bonhams,PARIS,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,2959200,Bonhams,SCOTTSDALE,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,460000,Coys Auction,MAASTRICHT,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,4088400,RM Sotheby's,PHOENIX,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,4828400,Silverstone Auctions,OXFORD,OR+
1990,9290,190 E 2.5-16 Evolution II (235 ch),170 000 â‚¬,3577400,Silverstone Auctions,SILVERSTONE,OR+
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,8296400,Bonhams,GOODWOOD,REST
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,3360000,Coys Auction,LONDRES,OR+
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,7295600,Gooding & Co,PEBBLE BEACH,REST
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,8650000,RM Sotheby's,ESSEN,REST+
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,8987600,RM Sotheby's,PARIS,REST
1955,10872,300 Sc CoupÃ© (injection),500 000 â‚¬,4129400,RM Sotheby's,PHOENIX,REST
1955,10873,300 Sc Cabriolet A (injection),650 000 â‚¬,3800000,Bonhams,MONACO (BONHAMS),REST+
1955,10873,300 Sc Cabriolet A (injection),650 000 â‚¬,15870000,Bonhams,STUTTGART,REST+
1955,10873,300 Sc Cabriolet A (injection),650 000 â‚¬,4800000,Christie's,MONTEREY,REST
1955,10873,300 Sc Cabriolet A (injection),650 000 â‚¬,14865840,RM Sotheby's,PHOENIX,REST+
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1668800,Artcurial,PARIS,OR+
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1273400,Bonhams,GREENWICH,REST
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1334000,Bonhams,PARIS,OR+
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1600000,Bonhams,PARIS,REST
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,966800,Bonhams,STUTTGART,RAR
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,698800,Bonhams,TUPELO,OR
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1802400,Claude Aguttes,LYON,OR+
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1344000,J.P. Osenat,FONTAINEBLEAU,REST
1968,10891,280 SL roadster hard-top (California),95 000 â‚¬,1073200,RM Sotheby's,PHOENIX,REST
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,24000,J.P. Osenat,FONTAINEBLEAU,OR
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,5800,J.P. Osenat,MÃ‚LE,SEP
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,36000,Me Miserey / M. Saint-Gal,PUYMIROL,OR+
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,26000,Oldtimer Galerie Toffen,TOFFEN,OR
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,73020,Oldtimer Galerie Toffen,TOFFEN,OR+
1976,11177,230 / 230 E (W 123) berline 4 cylindres,3 000 â‚¬,49560,SCP,AYTRÃ‰,OR
1976,11179,280 (W 123) berline,4 200 â‚¬,37080,Brooklands Auctions,BROOKLANDS,REST/TR
1976,11179,280 (W 123) berline,4 200 â‚¬,184760,Oldtimer Galerie Toffen,TOFFEN,OR+
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,140000,Aguttes,LYON,OR
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,1016420,Artcurial,PARIS,OR+
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,715200,Artcurial,RUEIL-MALMAISON,REST
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,16600,Bonhams,LONDRES,OR
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,404000,Bonhams,SCOTTSDALE,OR+
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,35200,Brightwells,LEOMINSTER,OR+
1985,11180,560 SEL (W 126) berline longue,8 400 â‚¬,2185000,RM Sotheby's,ESSEN,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,700000,Aguttes,LYON,OR
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,330540,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,1954880,Artcurial,PARIS,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,667000,Bonhams,MONACO,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,1664800,Bonhams,PARIS,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,1733200,Bonhams,QUAIL LODGE,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,1493000,Bonhams,SCOTTSDALE,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,450800,Brooklands Auctions,ASCOTT,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,3896800,Claude Aguttes,LYON,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,1497000,Gooding & Co,AMELIA ISLAND,OR+
1990,11181,500 E / E 500 (W 124) berline,45 000 â‚¬,2875000,RM Sotheby's,PARIS,OR+
1976,11329,200 (W 123) berline,2 400 â‚¬,61600,Barons Auctions,SANDOWN PARK,OR+
1976,11329,200 (W 123) berline,2 400 â‚¬,230000,Bonhams,PARIS,OR+
1976,11329,200 (W 123) berline,2 400 â‚¬,39000,Coys Auction,ASCOTT,OR
1976,11329,200 (W 123) berline,2 400 â‚¬,26400,H & H Classic Auctions,BUXTON,OR
1976,11329,200 (W 123) berline,2 400 â‚¬,23800,HdV,MOULINEAUX,OR+
1976,11329,200 (W 123) berline,2 400 â‚¬,71600,Oldtimer Galerie Toffen,TOFFEN,OR+
1976,11329,200 (W 123) berline,2 400 â‚¬,26400,SVV,ROYAN,OR-
1976,11329,200 (W 123) berline,2 400 â‚¬,50000,Toutain-Vente,SAINT-JAMES,OR
1979,11631,280 TE (W 123) break,8 000 â‚¬,296600,Bonhams,LONDRES,OR+
1979,11631,280 TE (W 123) break,8 000 â‚¬,232400,Brooklands Auctions,ASCOTT,OR+
1979,11631,280 TE (W 123) break,8 000 â‚¬,700600,Brooklands Auctions,BROOKLANDS,OR+
1979,11631,280 TE (W 123) break,8 000 â‚¬,2875000,RM Sotheby's,ESSEN,OR+
1979,11631,280 TE (W 123) break,8 000 â‚¬,257200,RM Sotheby's,MONACO,OR
1977,11637,250 (W 123) limousine longue,5 000 â‚¬,40400,BCA,BLACKBUSHE,OR
1977,11637,250 (W 123) limousine longue,5 000 â‚¬,140000,Coys Auction,PADOUE,OR+
1977,11637,250 (W 123) limousine longue,5 000 â‚¬,40600,H & H Classic Auctions,BUXTON,OR
1977,11637,250 (W 123) limousine longue,5 000 â‚¬,33000,Lambert & Foster,BELTRING,OR
1971,11700,280 SE 4.5 berline USA,17 500 â‚¬,251200,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR
1971,11700,280 SE 4.5 berline USA,17 500 â‚¬,117600,Bonhams,GREENWICH,OR+
1971,11700,280 SE 4.5 berline USA,17 500 â‚¬,231340,Brooklands Auctions,BROOKLANDS,REST
1981,11701,280 SE (W 126) berline,3 500 â‚¬,40400,BCA,BLACKBUSHE,OR+
1981,11701,280 SE (W 126) berline,3 500 â‚¬,158000,Besch,CHASSIEU,OR+
1981,11701,280 SE (W 126) berline,3 500 â‚¬,150000,Coys Auction,MONACO,OR
1981,11701,280 SE (W 126) berline,3 500 â‚¬,60000,Dorotheum,SALZBOURG,OR+
1981,11701,280 SE (W 126) berline,3 500 â‚¬,30000,HdV,NIORT,OR
1981,11701,280 SE (W 126) berline,3 500 â‚¬,4600,J.P. Osenat,SAINS-LÃˆS-FRESSINS,SEP
1981,11701,280 SE (W 126) berline,3 500 â‚¬,39000,Oldtimer Galerie Toffen,TOFFEN,OR
1981,11701,280 SE (W 126) berline,3 500 â‚¬,22000,Toutain-Vente,SAINT JAMES,OR
1981,11702,500 SE (W 126) berline,4 800 â‚¬,169600,Barons Auctions,SANDOWN PARK,OR+
1981,11702,500 SE (W 126) berline,4 800 â‚¬,55000,Bonhams,BEAULIEU,OR
1981,11702,500 SE (W 126) berline,4 800 â‚¬,300000,Espace EnchÃ¨res Agen,PUYMIROL,EX
1981,11702,500 SE (W 126) berline,4 800 â‚¬,264000,H & H Classic Auctions,BUXTON,EX
1981,11702,500 SE (W 126) berline,4 800 â‚¬,81000,H & H Classic Auctions,HARROGATE,OR+
1981,11702,500 SE (W 126) berline,4 800 â‚¬,60000,HÃ´tel des Ventes,VIVONNE,OR/TR
1981,11702,500 SE (W 126) berline,4 800 â‚¬,172000,Oldtimer Galerie Toffen,TOFFEN,OR+
1985,11820,300 SE (W 126) berline,4 000 â‚¬,51200,Bonhams,OXFORD,OR
1985,11820,300 SE (W 126) berline,4 000 â‚¬,100800,SVV,ROYAN,OR
1985,11820,300 SE (W 126) berline,4 000 â‚¬,46000,Toutain-Vente,SAINT-JAMES,OR+
1985,11821,300 SEL (W 126) berline longue,4 500 â‚¬,300000,Artcurial,LE MANS,OR+
1985,11821,300 SEL (W 126) berline longue,4 500 â‚¬,52800,FEE MachoÃ¯r,MONTASTRUC-LA-CONSEILLÃˆRE,OR
1985,11821,300 SEL (W 126) berline longue,4 500 â‚¬,169580,Historics,BROOKLANDS,OR+
1986,11823,420 SE (W 126) berline,4 200 â‚¬,120400,Armengau,AVIGNON,OR
1986,11823,420 SE (W 126) berline,4 200 â‚¬,123800,FEE MachoÃ¯r,MEXICO,OR+
1986,11823,420 SE (W 126) berline,4 200 â‚¬,519000,Gooding & Co,AMELIA ISLAND,OR+
1986,11823,420 SE (W 126) berline,4 200 â‚¬,28800,H & H Classic Auctions,BUXTON,OR
1986,11823,420 SE (W 126) berline,4 200 â‚¬,91800,H & H Classic Auctions,ONLINE,OR
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,238280,Artcurial,LE MANS,OR
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,340000,Artcurial,PARIS,EX
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,385060,Artcurial,PARIS,OR+
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,231760,Bonhams,HARROGATE,OR+
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,436660,Brooklands Auctions,BROOKLANDS,OR+
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,307920,Oldtimer Galerie Toffen,TOFFEN,OR
1981,11824,500 SEL (W 126) berline longue,6 000 â‚¬,207400,RM Sotheby's,AUBURN,OR+
1933,11842,290 (W 18) Cabriolet A 2 places,270 000 â‚¬,276800,Artcurial,MONACO,OR+
1933,11842,290 (W 18) Cabriolet A 2 places,270 000 â‚¬,6220000,RM Sotheby's,PARIS,REST
1957,11864,190 Kombi Binz,20 000 â‚¬,857780,Artcurial,LE MANS,OR/EX
1957,11864,190 Kombi Binz,20 000 â‚¬,111320,Brooklands Auctions,BROOKLANDS,OR
1936,11918,540 K (W 29) Cabriolet C 4 places,1 400 000 â‚¬,18940000,Gooding & Co,PEBBLE BEACH,REST
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,393140,Artcurial,LE MANS,OR
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,164000,Bertrand Miallon,MARSAC SUR L'ISLE,8200
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,568060,Brooklands Auctions,BROOKLANDS,OR+
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,95360,H & H Classic Auctions,BUXTON,OR+
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,158260,Historics,BROOKLANDS,OR+
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,88600,RM Sotheby's,AUBURN,OR+
1990,11919,300 SL (R 129) cabriolet hard-top,14 000 â‚¬,380800,RM Sotheby's,MILAN,OR+
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,205800,Alcopa auction,LA MÃ‰ZIÃˆRE,OR+
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,57220,Bonhams,HARROGATE,OR
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,134800,Brooklands Auctions,ASCOTT,OR+
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,674840,Brooklands Auctions,BROOKLANDS,OR+
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,425980,Oldtimer Galerie Toffen,ZURICH,OR+
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,312000,Osenat,LA TESTE DE BUCH,OR
1990,11920,300 SL-24 (R 129) cabriolet hard-top,18 000 â‚¬,259000,Silverstone Auctions,BIRMINGHAM,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,480400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,95200,Bonhams,BEAULIEU,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,262600,Bonhams,GOODWOOD,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,134000,Bonhams,LONDRES,OR
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,782000,Bonhams,MONACO,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,552000,Bonhams,STUTTGART,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,433000,Brooklands Auctions,ASCOTT,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,184600,Brooklands Auctions,BROOKLANDS,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,264000,J.P. Osenat,FONTAINEBLEAU,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,369500,Oldtimer Galerie Toffen,TOFFEN,OR
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,571340,Oldtimer Galerie Toffen,TOFFEN,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,90600,RM Sotheby's,AUBURN,OR+
1990,11921,500 SL / SL 500 (R 129) cabriolet hard-top,22 000 â‚¬,291200,RM Sotheby's,MILAN,OR
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,166880,Artcurial,MONACO,OR
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,11906200,Bonhams,GOODWOOD,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,3949000,Bonhams,SCOTTSDALE,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,6762000,Bonhams,STUTTGART,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,7883920,Brooklands Auctions,BROOKLANDS,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,805000,RM Sotheby's,ESSEN,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,1170200,RM Sotheby's,FORT LAUDERDALE,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,9405000,RM Sotheby's,PHOENIX,OR+
1993,11922,600 SL / SL 600 V12 (R 129) cabriolet hard-top,24 000 â‚¬,110400,Toutain-Vente,SAINT-JAMES,OR+
1937,12055,540 K Spezial Roadster,'-------,56353400,Bonhams,QUAIL LODGE,REST
1937,12055,540 K Spezial Roadster,'-------,122654400,RM Sotheby's,PHOENIX,REST/EX
1987,12056,300 CE (W 124) coupÃ©,4 500 â‚¬,85200,Oldtimer Galerie Toffen,TOFFEN,OR+
1987,12056,300 CE (W 124) coupÃ©,4 500 â‚¬,26600,SVV,TARBES,SEP
1990,12057,300 CE-24 (W 124) coupÃ©,6 000 â‚¬,1680000,RM Sotheby's,MILAN,OR
1991,12058,300 CE-24 (W 124) cabriolet,12 000 â‚¬,1514080,Brooklands Auctions,BROOKLANDS,OR+
1991,12058,300 CE-24 (W 124) cabriolet,12 000 â‚¬,238200,Olivier Baron/Old Star Garage,SOLTERRE,OR
1991,12058,300 CE-24 (W 124) cabriolet,12 000 â‚¬,250000,SVV,SAINTE-SOLANGE,OR+
1995,12200,C 36 AMG berline,8 000 â‚¬,205800,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR
1995,12200,C 36 AMG berline,8 000 â‚¬,226400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR+
1995,12200,C 36 AMG berline,8 000 â‚¬,368000,Aste Bolaffi,TURIN,OR+
1995,12200,C 36 AMG berline,8 000 â‚¬,1081000,Bonhams,PARIS,OR+
1997,12201,C 43 AMG berline,12 000 â‚¬,622400,Alcopa auction,SAINT-PRIEST,OR+
1997,12201,C 43 AMG berline,12 000 â‚¬,255140,Brooklands Auctions,BROOKLANDS,OR+
1997,12201,C 43 AMG berline,12 000 â‚¬,2892000,RM Sotheby's,LONDRES,OR+
1997,12202,CLK 200 (W 208) coupÃ©,6 000 â‚¬,101600,Alcopa auction,LA MÃ‰ZIÃˆRE,OR+
1997,12202,CLK 200 (W 208) coupÃ©,6 000 â‚¬,40800,Brooklands Auctions,BROOKLANDS,OR
1997,12202,CLK 200 (W 208) coupÃ©,6 000 â‚¬,450600,Brooklands Auctions,BROOKLANDS,TR
1997,12202,CLK 200 (W 208) coupÃ©,6 000 â‚¬,159000,Crait-Muller,JOUY-SUR-MORIN,OR
1997,12202,CLK 200 (W 208) coupÃ©,6 000 â‚¬,261200,Oldtimer Galerie Toffen,TOFFEN,OR+
1999,12203,CLK 55 AMG (W 208) coupÃ©,14 000 â‚¬,142400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR+
1999,12203,CLK 55 AMG (W 208) coupÃ©,14 000 â‚¬,423000,Brooklands Auctions,ASCOTT,OR+
1999,12203,CLK 55 AMG (W 208) coupÃ©,14 000 â‚¬,191360,Brooklands Auctions,BROOKLANDS,OR+
1999,12203,CLK 55 AMG (W 208) coupÃ©,14 000 â‚¬,8159000,RM Sotheby's,MONTEREY,OR+
1994,12205,E 320 (W 124) cabriolet,12 000 â‚¬,274600,Aguttes,NEUILLY,OR+
1994,12205,E 320 (W 124) cabriolet,12 000 â‚¬,159000,Bonhams,LONDRES,OR+
1994,12205,E 320 (W 124) cabriolet,12 000 â‚¬,349400,Brooklands Auctions,BROOKLANDS,OR+
1994,12205,E 320 (W 124) cabriolet,12 000 â‚¬,194400,Claude Aguttes,LYON,OR
1994,12205,E 320 (W 124) cabriolet,12 000 â‚¬,280000,RM Sotheby's,MILAN,OR+
1997,12206,E 55 AMG (W 210) berline,10 000 â‚¬,620100,Brooklands Auctions,BROOKLANDS,OR+
1991,12207,300 SE / S 320 (W 140) berline,4 500 â‚¬,190400,RM Sotheby's,MILAN,OR
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,188000,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,78800,Bonhams,GOODWOOD,OR
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,598000,Bonhams,PARIS,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,575000,Bonhams,STUTTGART,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,270800,Brooklands Auctions,BROOKLANDS,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,99000,H & H Classic Auctions,BUXTON,OR+
