auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
MERCEDES,Nysted,Typ S roadster réplique SSK,RM Auctions,195 104 €,TR/RAR,V,320 (W 04) limousine,4071,1928
MERCEDES,Pebble Beach,Typ S Boat-Tail Speedster,Gooding & Company,2 550 000 €,EX,V,320 (W 04) limousine,4071,1928
MERCEDES,Monterey,26/120/180 Typ S Torpédo Roadster Saoutchik,Christie's USA,2 640 000 €,EX,V,320 (W 04) limousine,4071,1928
,,,,,,,320 (W 04) limousine,4070,1928
MERCEDES,Stuttgart,630 K torpédo sport La Baule Saoutchik,Bonhams,862 500 €,REST+,V,320 (W 04) limousine,4070,1928
MERCEDES,Scottsdale,630 K torpédo sport Saoutchik,Bonhams,891 480 €,REST+,V,320 (W 04) limousine,4070,1928
MERCEDES,Goodwood,630 K torpédo sport Erdmann & Rossi,Bonhams,929 370 €,OR,V,320 (W 04) limousine,4070,1928
MERCEDES,Paris,630 K coupé de ville Castagna,Bonhams,355 000 €,REST+/EX,V,320 (W 04) limousine,4070,1928
MERCEDES,Goodwood,630 K torpédo transformable Saoutchik,Bonhams,600 000 €,REST,V,320 (W 04) limousine,4070,1928
,,,,,,,320 (W 04) limousine,4069,1928
MERCEDES,Pebble Beach,630 (24/100/140) torpédo à compresseur,Gooding & Co,617 320 €,REST,V,320 (W 04) limousine,4069,1928
MERCEDES,Cernobbio,"680 S roadster Saooutchik à compresseur, best of show Pebble Beach 2012",RM Sotheby's,0 €,REST+,V,320 (W 04) limousine,4069,1928
,,,,,,,320 (W 04) limousine,2&idCote,1928
MERCEDES,Pebble Beach,630 (24/100/140) torpédo à compresseur,Gooding & Co,617 320 €,REST,V,320 (W 04) limousine,2&idCote,1928
MERCEDES,Cernobbio,"680 S roadster Saooutchik à compresseur, best of show Pebble Beach 2012",RM Sotheby's,0 €,REST+,V,320 (W 04) limousine,2&idCote,1928
,,,,,,,320 (W 04) limousine,2&idCote,1928
MERCEDES,Pebble Beach,630 (24/100/140) torpédo à compresseur,Gooding & Co,617 320 €,REST,V,320 (W 04) limousine,2&idCote,1928
MERCEDES,Cernobbio,"680 S roadster Saooutchik à compresseur, best of show Pebble Beach 2012",RM Sotheby's,0 €,REST+,V,320 (W 04) limousine,2&idCote,1928
,,,,,,,,,
,,,,,,,350 (W 05 / W 09) limousine,,1928
,,,,,,,350 Mannheim (W 10) limousine,,1929
,,,,,,,370 Mannheim (W 10) limousine,,1929
,,,,,,,460 Nürburg (W 08) torpédo 8 cylindres,,1928
,,,,,,,770 k (W 150) Pullman-limousine,,1938
,,,,,,,380 S (W 22) roadster à compresseur,,1933
,,,,,,,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Paris,356 B 2000 GS Carrera 2 coupé,RM Sotheby's,500 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Paris,356 B 2000 GS Carrera 2 coupé T 6,Artcurial Motorcars,548 320 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Scottsdale,356 B 2000 GS Carrera 2 coupé,Bonhams,574 170 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Londres,356 B 2000 GS Carrera 2 coupé Reutter,RM Sotheby's,528 209 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Amelia Island,356 B 2000 GS Carrera 2 coupé,Gooding & Co.,262 195 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Montastruc la conseillère,356 B 2000 GS Carrera 2 coupé,FEE Machoir / D. Pouteau,160 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Gröbming,356 B 2000 GS Carrera 2 coupé,Dorotheum Salzburg,140 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Padoue,356 B 2000 GS Carrera 2 cabriolet,Coys (Europe),260 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Paris,356 B 2000 GS Carrera 2 coupé,"Artcurial Briest, Le Fur, Poulai",136 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,5703,1936
PORSCHE,Londres,356 B 2000 GS Carrera 2 coupé RHD (123233,Coys,105 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,5703,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,5702,1936
PORSCHE,Padoue,356 B 1600 GS Carrera GT coupé toit ouvrant,Coys (Europe),260 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5702,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,11827,1936
PORSCHE,Pebble Beach,356 B Roadster double grille,Gooding & Co,430 250 €,REST,V,540 K (W 29) Cabriolet B 4 places,11827,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Amelia Island,356 B S 90 Roadster T 5,RM Sotheby,416 140 €,REST,V,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Scottsdale,356 B S 90 Roadster T 5 Drauz,Bonhams,139 300 €,REST,V,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Lyon (Epoqu'auto),"356 B Roadster T 5, moteur S 90",Jean-Pierre Osenat,188 400 €,REST,V,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Knokke-le-Zoute,356 B 1600 roadster Drauz,Bonhams,126 500 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Paris,356 B Super 90 Roadster T 5 Drauz (88302),Artcurial Motorcars,90 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,5695,1936
PORSCHE,Paris,356 B S 90 Roadster T 5 Drauz,Artcurial,80 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,5695,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Fort Lauderdale,356 B S 90 cabriolet T 6 + hard-top,RM Sotheby,137 060 €,REST,V,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Goodwood,356 B Super 90 cabriolet T 6 RHD,Bonhams,82 410 €,REST,V,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Dubai,356 B S 90 cabriolet T 6,Bonhams,52 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Monaco,356 B S 90 cabriolet T 6,Bonhams,50 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Whitney,356 B cabriolet T 6 RHD + hard-top,Coys Auctions,34 500 €,REST-,V,540 K (W 29) Cabriolet B 4 places,8021,1936
PORSCHE,Whitney,356 B cabriolet T 6 RHD,Coys Auctions,60 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,8021,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Fort Lauderdale,356 B S 90 cabriolet T 6 + hard-top,RM Sotheby,137 060 €,REST,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Goodwood,356 B Super 90 cabriolet T 6 RHD,Bonhams,82 410 €,REST,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Dubai,356 B S 90 cabriolet T 6,Bonhams,52 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Monaco,356 B S 90 cabriolet T 6,Bonhams,50 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Whitney,356 B cabriolet T 6 RHD + hard-top,Coys Auctions,34 500 €,REST-,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
PORSCHE,Whitney,356 B cabriolet T 6 RHD,Coys Auctions,60 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,2&idCote,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Scottsdale,356 B S 90 cabriolet T 5,Gooding Co.,177 330 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Atlanta,356 B S 90 cabriolet T 5,RM Sotheby's,144 730 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Scottsdale,356 B S 90 cabriolet T 5 D'Ieteren,Bonhams,134 810 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Blenheim Palace,356 B S 90 cabriolet T 5,Silverstone Auctions,227 910 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Pebble Beach,356 B S 90 cabriolet T 5,Gooding & Co,149 650 €,OR-,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Monaco,356 B Super 90 cabriolet T 5,Artcurial Motorcars,167 890 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Scottsdale,"356 B cabriolet T 5, évolution S 90",Bonhams,144 850 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Scottsdale,356 B Super 90 cabriolet ,Barrett-Jackson,116 380 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Goodwood,356 B Super 90 cabriolet RHD,Bonhams,170 680 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Londres,356 B Super 90 cabriolet T 6 LHD,Silverstone Auctions,143 309 €,REST,V,540 K (W 29) Cabriolet B 4 places,5694,1936
PORSCHE,Nysted,356 C coupé,RM Auctions,45 024 €,OR+,V,540 K (W 29) Cabriolet B 4 places,5694,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Chantilly,356 B S 90 coupé T 6,Bonhams,62 100 €,REST,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Paris,"356 B coupé T 6 “Outlaws”, moteur SC",Claude Aguttes,86 440 €,REST,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Londres,356 B S 90 coupé T 6 RHD,Bonhams,77 400 €,OR,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Blenheim Palace,356 B S 90 S coupé T 6 RHD,Silverstone Auctions,140 770 €,REST,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Milan,356 B S 90 coupé T 6 Reutter,RM Sotheby's,100 800 €,OR+,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Oxford,356 B S 90 coupé T 6 RHD,Silverstone Auctions,174 359 €,REST,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Le Mans,356 B coupé préparé 120 ch,Artcurial Motorcars,73 900 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Lyon (Epoqu'auto),"356 B Super coupé T 6 Karmann, moteur S 90",Jean-Pierre Osenat,66 600 €,REST,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,Paris,356 B Super 90 coupé T 6,Artcurial Motorcars,33 358 €,OR,V,540 K (W 29) Cabriolet B 4 places,8020,1936
PORSCHE,OxfOrd,356 B S 90 coupé T 6 RHD,Bonhams,11 000 €,RAR,V,540 K (W 29) Cabriolet B 4 places,8020,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Atlanta,356 B S 90 coupé T 5,RM Sotheby's,164 030 €,REST,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Paris,"356 B Super 90 coupé T 5, moteur C",Artcurial Motorcars,59 600 €,RAR,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Goodwood,356 B Super 90 coupé,Bonhams,43 680 €,SEP,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Berlin,356 B Super 90 coupé T 6,Auctionata,74 280 €,REST,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Paris,"356 B coupé T 5, moteur 912",Bonhams,41 400 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Coventry,356 B Super 90 coupé T 5 préparé VHC,Silverstone Auctions,29 854 €,TR,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Sainte-Geneviève,356 B S 90 coupé T 5 ex-USA,Australe,24 200 €,REST-,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Reims-Gueux,356 B Super 90 coupé T 5,Bonhams,45 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Londres,356 B Super 90 coupé T 5 LHD,RM Auctions / Sotheby's,30 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Stoneleigh Park,356 B S 90 coupé T 5 RHD préparé (112973),Bonhams,26 250 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,5693,1936
PORSCHE,Birmingham,356 B coupé T 5 LHD préparé racing,Coys Auctions,30 000 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,5693,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,422,1936
ASTON MARTIN,Goodwood,V8 Series V Saloon RHD,Bonhams,152 290 €,OR+,V,540 K (W 29) Cabriolet B 4 places,422,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Reading,DBS V8 Saloon injection autom.,Bonhams,90 670 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 injection Saloon RHD mécan.,Bonhams,96 720 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 injection Saloon RHD autom.,Bonhams,60 930 €,REST-,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 Saloon inj. autom.,Bonhams,148 860 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Paris,DBS V8 Saloon LHD mécan.,Artcurial Motorcars,181 184 €,OR+/EX,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 6 litres compétition,Bonhams,87 060 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 Saloon RHD autom.,Bonhams / Aston Martin,81 241 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport Pagnell,DBS V8 Saloon RHD,Bonhams,39 846 €,OR,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,London,DBS V8 Saloon injection (4 phares),RM Auction,62 700 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport PagNell,DBS V8 Saloon RHD autom.,Bonhams,36 480 €,OR+,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Newport PagNell,DBS V8 Saloon RHD mécan.,Bonhams,28 500 €,OR+,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,AmeliA IslAnd,DB/AR 1 Roadster,Gooding & Company,115 200 €,OR+,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,OxfOrd,DBS V8 Saloon RHD mécan.,Bonhams,25 350 €,OR+,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,London,DBS V8 Saloon injection (4 phares),RM Auctions,51 520 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,London,DBS V8 Saloon injection (4 phares),RM Auctions,92 400 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
ASTON MARTIN,Monaco,DBS V8 Saloon injection (4 phares),RM Auctions,100 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,421,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Brooklands,"AM Vantage Saloon (6 cyl., 2 phares, la dernière) RHD",Historics at Brooklands,80 800 €,REST,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Newport Pagnell,"AM Vantage Saloon RHD autom., immat. France",Bonhams,37 000 €,OR,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Newport PagNell,AM Vantage Saloon RHD mécan. (AM/6033/RA),Bonhams,25 300 €,OR+,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Newport Pagnell,AM Vantage Saloon (AM/6022/RA),Bonhams,24 300 €,OR,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Stoneleigh,AM Vantage Saloon RHD autom. (AM/6023/RA),Bonhams,25 650 €,REST,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Buxton,AM Vantage Saloon RHD autom. (AM/6025/RA),H & H Classic Auctions,24 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,420,1936
ASTON MARTIN,Newport Pagnell,"AM Vantage Saloon RHD mécan., toit Webasto",Bonhams,24 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,420,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon LHD mécan.,Bonhams,149 500 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Quail Lodge,DBS Vantage Saloon 5 vit.,Bonhams,132 390 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Newport Pagnell,DBS Vantage Saloon mécan.,Bonhams,126 830 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon LHD mécan.,Artcurial Motorcars,200 256 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Goodwood,DBS Vantage Saloon RHD mécan.,Bonhams,58 876 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Newport Pagnell,DBS Vantage Saloon RHD mécan.,Bonhams / Aston Martin,66 637 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon LHD mécan.,Artcurial Motorcars,100 074 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Newport Pagnell,DBS Vantage saloon RHD mécan.,Bonhams,103 030 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Newport PagNell,DBS Vantage Saloon RHD “007 Replica”,Bonhams,108 300 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DB 6 Vantage Saloon LHD (DB6/2530/LN),Artcurial Motorcars,244 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon RHD (DBS/5450/R),Artcurial Motorcars,45 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon RHD (DBS/5498/R),Artcurial Motorcars,51 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Paris,DBS Vantage Saloon LHD (DBS/5222/L),Artcurial Motorcars,85 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Reims-Gueux,DBS Vantage Saloon LHD mécan. (DBS/5361/L),Bonhams,90 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Le Mans,"DBS Vantage Saloon (6 cyl., 3 Weber)",Artcurial Motocars,124 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,419,1936
ASTON MARTIN,Kidlington,DBS Vantage Saloon RHD,Bonhams,18 700 €,OR,V,540 K (W 29) Cabriolet B 4 places,419,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Wormsley, DBS Saloon (6 cylindres) RHD,Bonhams,106 860 €,REST,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Reading,"DBS Saloon RHD, Jaguar 6 cyl. autom.",Bonhams,42 930 €,OR-/TR,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Coventry,DBS Saloon,Silverstone Auction,112 490 €,REST,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS Saloon RHD,Bonhams,119 140 €,REST,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Coventry,DBS Vantage Saloon,Silverstone Auctions,145 270 €,OR+,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Brooklands,DBS Saloon,Historics at Brooklands,145 114 €,OR+,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS 6-cyl. Saloon ,Bonhams,118 680 €,REST,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS 6-cyl. Saloon ex-The Persuaders,Bonhams,654 760 €,REST/EX,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Lyon (Brotteaux),DBS Saloon LHD,SVV Aguttes,85 800 €,OR+,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS Saloon RHD autom.,Bonhams / Aston Martin,25 159 €,OR-,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS Estate Car Panelcraft RHD autom. (unique),Bonhams,417 639 €,EX,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Londres,DBS Saloon RHD mécan.,Bonhams,33 845 €,REST,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Buxton,DBS Saloon RHD,H & H Classic Auctions,20 400 €,OR,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport PagNell,DBS Lagonda Saloon RHD (L/12003/RCAC),Bonhams,366 000 €,EX,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport PagNell,DBS Saloon RHD,Bonhams,21 600 €,OR+,V,540 K (W 29) Cabriolet B 4 places,418,1936
ASTON MARTIN,Newport Pagnell,DBS 6 FI Saloon RHD,Bonhams,27 680 €,OR+,V,540 K (W 29) Cabriolet B 4 places,418,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,417,1936
ASTON MARTIN,Goodwood,Volante Mk 2 Vantage RHD (DB6MK2VC/3771R),Bonhams,501 828 €,OR+,V,540 K (W 29) Cabriolet B 4 places,417,1936
ASTON MARTIN,Brands Hatch,Volante Mk 2 cabriolet RHD méc. (DBVC/3708/R),Coys Auctions,216 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,417,1936
ASTON MARTIN,Newport Pagnell,Volante Mark 2 cabriolet RHD (DB6MK2VC/3768/R),Bonhams,585 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,417,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Brooklands,Volante Mark 1 cabriolet RHD,Historics at Brooklands,704 880 €,REST,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Goodwood,Volante Vantage Mark 1 cabriolet RHD,Bonhams,508 500 €,OR,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Reading,Volante Mark 1 cabriolet,Bonhams,560 930 €,REST,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport Pagnell,DB 6 Volante (Mark 1) cabriolet autom.,Bonhams,809 890 €,REST+,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport Pagnell,DB 6 Volante cabriolet LHD mécan. (DBVC/3676/L),Bonhams / Aston Martin,544 801 €,REST,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Goodwood,"Volante cabriolet RHD, évol. Vantage",Bonhams,324 800 €,REST+/TR,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport PagNell,Volante Mark 1 cabriolet RHD (DBVC/3685/R),Bonhams,239 400 €,REST,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport PagNell,Volante Mk 1 cabriolet RHD autom. (DBVC3693R),Bonhams,239 400 €,OR,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Weybridge,Volante Mark 1 cabriolet RHD (DBVC/3661/R),Bonhams,264 000 €,OR+,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport Pagnell,Volante Mark 1 cabriolet RHD (DBVC/3705/R),Bonhams,283 500 €,OR+,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport Pagnell,Volante Mark 1 cabriolet RHD (DBVC/3682/R),Bonhams,438 750 €,REST+,V,540 K (W 29) Cabriolet B 4 places,416,1936
ASTON MARTIN,Newport Pagnell,"Volante Mark 1 cabriolet RHD, boîte 5 (DBVC/3617/R",Bonhams,157 500 €,REST/TR,V,540 K (W 29) Cabriolet B 4 places,416,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Carmel,540 K (W 29) Cabriolet B 4 places,Bonhams,791 740 €,REST,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Amelia Island,540 K (W 29) Cabriolet B,RM Sotheby's,654 840 €,RAR,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Phoenix,540 K Spezial Roadster ,RM Sotheby's,9 142 650 €,EX,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Stuttgart,500 K Spezial Roadster (moteur 540 K monté en 1936),Bonhams,3 105 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Goodwood,540 K Spezial Aktion Panzer-Limousinen blindée,Bonhams,568 990 €,SEP/EX,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Monterey,540 K (W 29) Special cabriolet Sindelfingen,RM Auctions,1 155 000 €,REST,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Monterey,540 K Spezial Roadster,RM Auctions,5 610 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Paris,"540 K cabriolet Vanden Plas, ex-W.R. Hearst",Bonhams,672 750 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Paris,540 K (W 29) Cabriolet B 4 places,Artcurial Motorcars,494 630 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Pebble Beach,540 K Spezial Roadster,Gooding & Company,1 462 500 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Reims-Gueux,540 K (W 29) Cabriolet C 4 places,Bonhams,315 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Londres,"540 K Spezial Roadster, conversion LHD",RM Auctions / Sotheby's,5 325 000 €,EX,V,540 K (W 29) Cabriolet B 4 places,4097,1936
MERCEDES,Paris,540 K Cabriolet B,Christie's France,350 000 €,REST+,V,540 K (W 29) Cabriolet B 4 places,4097,1936
,,,,,,,540 K (W 29) Cabriolet B 4 places,4096,1936
MERCEDES,Chantilly,"500 K Roadster, Salon Berlin 1935",Bonhams,5 290 000 €,EX,V,540 K (W 29) Cabriolet B 4 places,4096,1936
MERCEDES,Monterey,500 K Cabriolet A,RM Sotheby's,1 651 200 €,REST,V,540 K (W 29) Cabriolet B 4 places,4096,1936
MERCEDES,Amelia Island,"500 K cabriolet A biplace, moteur 540 K en 1938",RM Sotheby's,2 881 313 €,REST,V,540 K (W 29) Cabriolet B 4 places,4096,1936
MERCEDES,Stuttgart,500 K (W 29) cabriolet A 2 places,Bonhams,690 000 €,,V,540 K (W 29) Cabriolet B 4 places,4096,1936
MERCEDES,Monterey,500 K (W 29) tourer LMayfair,RM Auctions,618 750 €,REST,V,540 K (W 29) Cabriolet B 4 places,4096,1936
