auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,quote_id,auction_url,quote_max_price,quote_model,quote_year
ALFA ROMEO,20180118,PHOENIX,G 1 biplace course,RM Sotheby's,363570.0,REST,V,60,cote.encheres.php?idCote=60,-------,12/15/20 HP torpédo,1910
ALFA ROMEO,20060626,LONDRES,6 C 1750 Turismo cabriolet James Young (0412349),Christie's,51000.0,RAR,V,73,cote.encheres.php?idCote=73,90 000 €,6 C 1750 Turismo limousine,1929
ALFA ROMEO,20161125,MILAN,6 C 2500 Freccia d'Oro coach,RM Sotheby's,156800.0,RAR,V,90,cote.encheres.php?idCote=90,180 000 €,6 C 2500 Freccia d'Oro coach,1947
ALFA ROMEO,20140206,PARIS,6 C 2500 Freccia d'Oro coach tout alu,Bonhams,86250.0,REC,V,90,cote.encheres.php?idCote=90,180 000 €,6 C 2500 Freccia d'Oro coach,1947
ALFA ROMEO,20070219,PARIS,6 C 2500 Sport Freccia d'Oro coach (916218),Artcurial,53000.0,OR,V,90,cote.encheres.php?idCote=90,180 000 €,6 C 2500 Freccia d'Oro coach,1947
ALFA ROMEO,20190206,PARIS,1900 Super Sprint coupé Touring 2e série,RM Sotheby's,230000.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20170120,SCOTTSDALE,1900 Super Sprint coupé Touring,Gooding & Co,336270.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20161007,KNOKKE-LE-ZOUTE,1900 C Super Sprint coupé Touring,Bonhams,235750.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20160312,AMELIA ISLAND,"1900 C Super Sprint coupé Touring, boîte 5",RM Sotheby's,272250.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20160129,SCOTTSDALE,1900 C SS coupé Boano,Gooding & Co,914270.0,OR,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20140117,SCOTTSDALE (ARIZONA),1900 C Super Sport coupé Ghia,Gooding & Co,480260.0,REST+,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20120512,MONACO,1900 SS Corto Gara Stradale coupé Touring,RM Sotheby's,240800.0,EX,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20111026,LONDON,1900 Super Sprint coupé Touring,RM Sotheby's,91200.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20110205,PARIS,1900 Sprint coupé Touring,Bonhams,118000.0,REST+,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20100430,MONACO,1900 Super Sprint coupé Touring,Bonhams,74000.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20090926,REIMS-GUEUX,1900 Super Sprint coupé Touring,Bonhams,55000.0,REST+,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20080628,SAINT CLOUD,1900 Super Sprint coupé Touring (10160) (EUR),Artcurial,80000.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20060909,BEAULIEU,1900 Super Sprint coupé Touring LHD (01163),Bonhams,22500.0,OR-,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20060707,GOODWOOD,1900 Super Sprint coupé Touring LHD (02042),Bonhams,48000.0,REST,V,106,cote.encheres.php?idCote=106,290 000 €,1900 Sprint coupé Touring 2e série,1954
ALFA ROMEO,20180207,PARIS,Giulietta Ti berline ex-Jean Sage,RM Sotheby's,41400.0,REST,V,118,cote.encheres.php?idCote=118,28 000 €,Giulietta Ti berline,1962
ALFA ROMEO,20140208,PARIS,"Giulietta Ti berline, vit. plancher",Artcurial,15496.0,REST,V,118,cote.encheres.php?idCote=118,28 000 €,Giulietta Ti berline,1962
ALFA ROMEO,20190630,CHANTILLY,Giulietta Sprint Speciale Bertone,Bonhams,87400.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20180908,GOODWOOD,Giulietta Sprint Speciale,Bonhams,70840.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20180905,LONDRES,"Giulietta Sprint Speciale prép., pass FIA",RM Sotheby's,58700.0,REST/TR,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20180824,MONTEREY,Giulietta Sprint Speciale,RM Sotheby's,122770.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20180512,MONACO,Giulietta Sprint Speciale,RM Sotheby's,387500.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20170818,MONTEREY,Giulietta Sprint Speciale Bertone,RM Sotheby's,116920.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20170818,PEBBLE BEACH,Giulietta Sprint Speciale Bertone,Gooding & Co,84180.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20170310,AMELIA ISLAND,Giulietta Sprint Speciale,Gooding & Co,113140.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20170309,AMELIA ISLAND,Giulietta Sprint Speciale,Bonhams,79860.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20170120,SCOTTSDALE,Giulietta Sprint Speciale,Gooding & Co,144850.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20161125,MILAN,Giulietta Sprint Speciale Bertone,RM Sotheby's,134400.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20160619,FONTAINEBLEAU,Giulietta Sprint Speciale Bertone,J.P. Osenat,108000.0,REST+,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20150912,GOODWOOD,Giulia Sprint Spéciale Bertone,Bonhams,136870.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20150815,PEBBLE BEACH,Giulia Sprint SS Bertone coupé,Gooding & Co,113863.0,OR+,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20150614,FONTAINEBLEAU,Giulietta Sprint Speciale,J.P. Osenat,114000.0,OR+,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20150321,LYON,Giulietta Sprint Speciale,Claude Aguttes,138000.0,REST,V,132,cote.encheres.php?idCote=132,150 000 €,Giulietta Sprint Speciale Bertone,1958
ALFA ROMEO,20181117,TURIN,GT 1300 Junior coupé,Aste Bolaffi,18400.0,OR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20180922,BROOKLANDS,"GT 1300 Junior coupé toit ouv. RHD, moteur 2.0",Brooklands Auctions,19930.0,REST/TR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20180905,LONDRES,GT 1300 Junior coupé,RM Sotheby's,15310.0,REST,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20171022,PARIS,GT 1300 Junior coupé Bertone,Leclère,35000.0,REST,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20170513,SILVERSTONE,"GT 1300 Junior coupé LHD, prép. course",Silverstone Auctions,22000.0,REST/TR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20160819,CARMEL,"GT 1300 Junior coupé, moteur 1600 préparé",Bonhams,60200.0,REST/TR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20160619,FONTAINEBLEAU,GT 1300 Junior coupé Bertone,J.P. Osenat,33600.0,REST,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20160423,BRAZEY EN PLAINE,GT 1300 Junior coupé Bertone ,HdV,135.0,EP,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20151128,BROOKLANDS,"GT 1300 Junior coupé RHD, moteur 2000",Brooklands Auctions,25049.0,REST/TR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20150622,PARIS,"GT 1300 Junior coupé, préparé compétition",Artcurial,53640.0,REST/TR,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20150425,TOFFEN,GT 1300 Junior coupé Bertone,Oldtimer Galerie Toffen ,19850.0,REST,V,147,cote.encheres.php?idCote=147,27 000 €,GT 1300 Junior coupé Bertone,1966
ALFA ROMEO,20190407,LE MANS,Spider 2.0 pare-chocs caoutchouc,Marie Line Balsan,6730.0,OR-,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20181020,FONTAINEBLEAU,Spider 2.0 FL,Osenat,12960.0,OR,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20180930,LINAS,Spider 2.0 FL,Aguttes,13570.0,REST,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20180511,AUBURN,Spider 2.0 FL,RM Sotheby's,9670.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20170312,MONTASTRUC-LA-CONSEILLÈRE,Spider 2.0 FL,FEE Machoïr,7200.0,OR-,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20161030,MONTASTRUC-LA-CONSEILLÈRE,Spider 2.0 FL,FEE Machoïr,8760.0,OR,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20150614,FONTAINEBLEAU,Spider 1.6 FL RHD,J.P. Osenat,4800.0,OR,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20091128,TOFFEN,Spider 2.0 FL,Oldtimer Galerie Toffen ,3900.0,OR,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20080303,LONDRES,Spider 2.0 FL RHD,Coys Auction ,4860.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20071216,FONTAINEBLEAU,Spider 1.6 FL ex-Italie,J.P. Osenat,5200.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20071021,SALZBOURG,Spider 1.6 FL,Dorotheum,4500.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20070915,TOFFEN,"Spider 2.0 FL, jantes alu",Oldtimer Galerie Toffen ,7800.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20070620,BUXTON,Spider 2.0 FL RHD,H & H Classic Auctions,3600.0,OR,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20070620,BUXTON,Spider 2.0 FL RHD,H & H Classic Auctions,6600.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20070527,BRANDS HATCH,Spider 2.0 FL LHD ex-USA,Coys Auction ,3900.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20061125,TOFFEN,Spider 2.0 FL,Oldtimer Galerie Toffen ,4030.0,OR+,V,7130,cote.encheres.php?idCote=7130,12 000 €,Spider 2.0 FL,1983
ALFA ROMEO,20140208,PARIS,2000 GTV Turbodelta,Artcurial,36952.0,OR+,V,8500,cote.encheres.php?idCote=8500,32 000 €,GTV 2.0 Turbodelta,1979
ALFA ROMEO,20181117,TURIN,156 GTA (3.2 V6) Sportwagon Selespeed,Aste Bolaffi,10930.0,OR+,V,12120,cote.encheres.php?idCote=12120,13 000 €,156 GTA (V6 24 V) berline,2003
ALFA ROMEO,20180707,BROOKLANDS,166 V6 3.0 berline RHD,Brooklands Auctions,5820.0,OR+,V,12120,cote.encheres.php?idCote=12120,13 000 €,156 GTA (V6 24 V) berline,2003
ALFA ROMEO,20170607,FLÉVILLE DEVANT NANCY,156 SW GTA 3.2 Selespeed toit ouvrant,Alcopa auction,5680.0,OR,V,12120,cote.encheres.php?idCote=12120,13 000 €,156 GTA (V6 24 V) berline,2003
ALFA ROMEO,20160611,ZURICH,156 GTA 3.2 Selespeed berline,Oldtimer Galerie Toffen ,22708.0,OR+,V,12120,cote.encheres.php?idCote=12120,13 000 €,156 GTA (V6 24 V) berline,2003
ALFA ROMEO,20090420,LONDRES,Alfasud Ti 1350 3 portes RHD,Bonhams,1100.0,OR+,V,9013,cote.encheres.php?idCote=9013,13 000 €,Alfasud Ti 1.2/1.3/1350 3 portes,1974
ALFA ROMEO,20070811,NÜRBURGRING,Alfasud Ti 1.2 3 portes Trofeo Groupe 2,Coys Auction ,21000.0,TR,V,9013,cote.encheres.php?idCote=9013,13 000 €,Alfasud Ti 1.2/1.3/1350 3 portes,1974
ALFA ROMEO,20180902,AUBURN,4C Launch Edition,RM Sotheby's,39790.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20180414,LYON,Brera Spider 3.2,Aguttes,22000.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20180209,PARIS,8 C Competizione,Artcurial,238400.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20180207,PARIS,8 C Competizione,RM Sotheby's,230000.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20170702,MONACO,4 C Launch Edition (n° 471 / 500),Artcurial,56360.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20160605,ALBI,Brera JTD,FEE Machoïr,10800.0,OR+,V,12119,cote.encheres.php?idCote=12119,12 000 €,147 GTA (V6 24 V) 3 portes,2002
ALFA ROMEO,20190308,AMELIA ISLAND,8C Competizione Coupé ,Gooding & Co,318120.0,OR+,V,12524,cote.encheres.php?idCote=12524,240 000 €,8C Competizione Coupé ,2007
ALFA ROMEO,20190308,AMELIA ISLAND,8C Competizione Coupé ,RM Sotheby's,288720.0,OR+,V,12524,cote.encheres.php?idCote=12524,240 000 €,8C Competizione Coupé ,2007
ALFA ROMEO,20190118,SCOTTSDALE,8C Competizione Coupé ,Gooding & Co,294670.0,OR+,V,12524,cote.encheres.php?idCote=12524,240 000 €,8C Competizione Coupé ,2007
ALFA ROMEO,20140510,MONACO,"33/2 Daytona berlinette ex-Vaccarella, Schultze et Weber",RM Sotheby's,1260000.0,REST,V,11946,cote.encheres.php?idCote=11946,3 000 €,145 1.7 (moteur Boxer),1994
ALFA ROMEO,20170429,TOFFEN,33 1.4 IE 16 V Imola,Oldtimer Galerie Toffen ,1530.0,OR,V,11546,cote.encheres.php?idCote=11546,4 000 €,33 1.7 IE 16 V Quadrifoglio Verde (137 ch),1990
ALFA ROMEO,20140208,PARIS,33 1.3 S berline,Artcurial,2980.0,OR+,V,11546,cote.encheres.php?idCote=11546,4 000 €,33 1.7 IE 16 V Quadrifoglio Verde (137 ch),1990
ALFA ROMEO,20130208,PARIS,Monoplace formule Boxer,Artcurial,15488.0,OR,V,11546,cote.encheres.php?idCote=11546,4 000 €,33 1.7 IE 16 V Quadrifoglio Verde (137 ch),1990
ALFA ROMEO,20121201,TOFFEN,33 1.5 SL berline,Oldtimer Galerie Toffen ,2787.0,OR+,V,11546,cote.encheres.php?idCote=11546,4 000 €,33 1.7 IE 16 V Quadrifoglio Verde (137 ch),1990
ALFA ROMEO,20090919,KAUFDORF,33 1.5 berline,Oldtimer Galerie Toffen ,2310.0,OR+,V,11546,cote.encheres.php?idCote=11546,4 000 €,33 1.7 IE 16 V Quadrifoglio Verde (137 ch),1990
ALFA ROMEO,20140208,PARIS,Arna 1.2 5 portes,Artcurial,4768.0,OR+,V,11360,cote.encheres.php?idCote=11360,4 500 €,Arna 1.3 ti 3 portes,1983
ALFA ROMEO,20091213,FONTAINEBLEAU,Alfasud Sprint QV Grand Prix,J.P. Osenat,3800.0,REST,V,8537,cote.encheres.php?idCote=8537,8 000 €,Alfasud Sprint 1.7 Quadrifoglio Verde,1988
ALFA ROMEO,20171124,ESVRES-SUR-INDRE,Alfasud Sprint 1.5 Grand Prix,Alcopa auction,3850.0,OR,V,8536,cote.encheres.php?idCote=8536,7 000 €,Alfasud Sprint 1.5 Quadrifoglio Verde,1983
ALFA ROMEO,20170508,LA MÉZIÈRE,Alfasud Sprint 1.5 Quadrifoglio Verde,Alcopa auction,6670.0,OR+,V,8536,cote.encheres.php?idCote=8536,7 000 €,Alfasud Sprint 1.5 Quadrifoglio Verde,1983
ALFA ROMEO,20190713,BROOKLANDS,Alfasud Sprint Veloce 1.5 RHD,Brooklands Auctions,10230.0,OR+,V,8535,cote.encheres.php?idCote=8535,6 500 €,Alfasud Sprint Veloce 1.5,1979
ALFA ROMEO,20171124,ESVRES-SUR-INDRE,Alfasud Sprint Veloce 1.5,Alcopa auction,5320.0,OR,V,8535,cote.encheres.php?idCote=8535,6 500 €,Alfasud Sprint Veloce 1.5,1979
ALFA ROMEO,20150227,BERLIN,"Alfasud Sprint Veloce 1.5 Trofeo, 240 km origine",Auctionata,27240.0,OR+/EX,V,8535,cote.encheres.php?idCote=8535,6 500 €,Alfasud Sprint Veloce 1.5,1979
ALFA ROMEO,20090719,UZERCHE,Alfasud Sprint Veloce 1.5 coupé,Me Arnaud-Lacroz,30.0,SEP,V,8535,cote.encheres.php?idCote=8535,6 500 €,Alfasud Sprint Veloce 1.5,1979
ALFA ROMEO,20170911,LA MÉZIÈRE,Alfasud Sprint 1.3 coupé,Alcopa auction,4180.0,OR,V,8534,cote.encheres.php?idCote=8534,6 000 €,Alfasud Sprint 1.3 coupé,1977
ALFA ROMEO,20170308,FLÉVILLE DEVANT NANCY,Sprint 1.3 coupé,Alcopa auction,5990.0,OR+,V,8534,cote.encheres.php?idCote=8534,6 000 €,Alfasud Sprint 1.3 coupé,1977
ALFA ROMEO,20150628,AYTRÉ,Alfasud Sprint 1.3,SCP,2478.0,OR,V,8534,cote.encheres.php?idCote=8534,6 000 €,Alfasud Sprint 1.3 coupé,1977
ALFA ROMEO,20100926,MONTASTRUC-LA-CONSEILLÈRE,Alfasud Sprint 1.3 coupé,FEE Machoïr,1200.0,OR,V,8534,cote.encheres.php?idCote=8534,6 000 €,Alfasud Sprint 1.3 coupé,1977
ALFA ROMEO,20140208,PARIS,Alfasud 1.2 Super 4 portes,Artcurial,3576.0,OR+,V,9011,cote.encheres.php?idCote=9011,4 000 €,Alfasud N/L/Super 5 portes,1973
ALFA ROMEO,20120512,MONACO,33/3-23 barquette Autodelta RHD,RM Sotheby's,1232000.0,EX,V,167,cote.encheres.php?idCote=167,-------,TT 33 Stradale V8 berlinette,1967
ALFA ROMEO,20120512,MONACO,T 33/2 Daytona gagnante 500 km Imola 1968,RM Sotheby's,1008000.0,EX,V,167,cote.encheres.php?idCote=167,-------,TT 33 Stradale V8 berlinette,1967
ALFA ROMEO,20181117,TURIN,Montreal,Aste Bolaffi,73600.0,REST+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20181104,PARIS,Montreal,Artcurial,59600.0,REST,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20180512,MONACO,8 C Competizione,RM Sotheby's,218500.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20180325,AVIGNON,Montreal,Leclère,43200.0,REST,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20180318,GOODWOOD,Montreal RHD,Bonhams,30200.0,REC,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20171125,BROOKLANDS,Montreal V8 coupé,Brooklands Auctions,64630.0,REST,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20171105,PARIS,Montreal V8 coupé,Artcurial,54830.0,OR,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20171014,TOFFEN,Montreal V8 coupé,Oldtimer Galerie Toffen ,50510.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20171006,KNOKKE-LE-ZOUTE,Montreal V8 coupé,Bonhams,74750.0,OR,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170702,MONACO,Montreal,Artcurial,69550.0,REST,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170604,GREENWICH,Montreal,Bonhams,62690.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170326,AVIGNON,"Montreal, mod. carburateurs",Leclère,52800.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170311,AMELIA ISLAND,Montreal,RM Sotheby's,68060.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170225,COVENTRY,Montreal (LHD),Silverstone Auctions,52700.0,OR+,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20170208,PARIS,Montreal,RM Sotheby's,80080.0,REST,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20161125,MILAN,Montreal,RM Sotheby's,67200.0,OR,V,166,cote.encheres.php?idCote=166,70 000 €,Montreal V8 coupé,1971
ALFA ROMEO,20130712,GOODWOOD,8 C Competizione,Bonhams,103530.0,OR+,V,11940,cote.encheres.php?idCote=11940,12 000 €,Spider (916) 3.0 V6,1995
ALFA ROMEO,20190515,LEOMINSTER,Spider (916) 2.0 Twin Spark RHD,Brightwells,4540.0,OR+,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20181128,BUXTON,Spider (916) 2.0 Lusso RHD,H & H Classic Auctions,3550.0,OR+,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20180707,BROOKLANDS,Spider 2.0 Twin Spark RHD,Brooklands Auctions,6330.0,OR+,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20171124,ESVRES-SUR-INDRE,Spider (916) 2.0 Twin Spark,Alcopa auction,3400.0,OR,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20171022,PARIS,Spider (916) 2.0 Twin Spark,Leclère,8200.0,OR,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20151128,TOFFEN,Spider 2.0 cabriolet,Oldtimer Galerie Toffen ,11290.0,OR+,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20150606,BROOKLANDS,Spider 916 2.0 Twin Spark RHD,Brooklands Auctions,4003.0,OR+,V,11939,cote.encheres.php?idCote=11939,10 000 €,Spider (916) 2.0 Twin Spark,1995
ALFA ROMEO,20180930,LINAS,GTV Coupé 2.0 JTS,Aguttes,12000.0,OR+,V,11937,cote.encheres.php?idCote=11937,5 000 €,GTV (916) Coupé 2.0 Twin Spark,1995
ALFA ROMEO,20161030,MONTASTRUC-LA-CONSEILLÈRE,RZ roadster Zagato,FEE Machoïr,42000.0,OR+,V,8499,cote.encheres.php?idCote=8499,70 000 €,RZ roadster Zagato,1992
ALFA ROMEO,20160514,MONACO,RZ roadster Zagato,RM Sotheby's,53760.0,OR+,V,8499,cote.encheres.php?idCote=8499,70 000 €,RZ roadster Zagato,1992
ALFA ROMEO,20150907,LONDRES,RZ roadster Zagato,RM Sotheby's,65069.0,OR+,V,8499,cote.encheres.php?idCote=8499,70 000 €,RZ roadster Zagato,1992
ALFA ROMEO,20130712,GOODWOOD,SZ coupé Zagato,Bonhams,44980.0,OR+,V,8499,cote.encheres.php?idCote=8499,70 000 €,RZ roadster Zagato,1992
ALFA ROMEO,20070521,MONACO (COYS),RZ roadster Zagato,Coys Auction ,32000.0,OR+,V,8499,cote.encheres.php?idCote=8499,70 000 €,RZ roadster Zagato,1992
ALFA ROMEO,20190521,FLORENCE,SZ berlinette Zagato (ES 30),Pandolfi Casa d'Aste,69000.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20190208,PARIS,SZ berlinette Zagato (ES 30),Artcurial,65560.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20180905,LONDRES,SZ berlinette Zagato,RM Sotheby's,31900.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20160624,GOODWOOD,SZ berlinette Zagato,Bonhams,72280.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20151210,LONDRES,SZ berlinette Zagato (LHD),Bonhams,39800.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20150907,LONDRES,SZ berlinette Zagato,RM Sotheby's,91862.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20131020,PARIS,SZ berlinette Zagato,Artcurial,45726.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
