auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,quote_id,auction_url,quote_max_price,quote_model,quote_year
PORSCHE,20130818,PEBBLE BEACH,904 Carrera GTS,Gooding & Co,1196250.0,REST+,V,5706,cote.encheres.php?idCote=5706,1 800 000 €,904 Carrera GTS coupé,1964
PORSCHE,20130816,CARMEL,906-007 Carrera 6 berlinette,Bonhams,631658.0,EX,V,5706,cote.encheres.php?idCote=5706,1 800 000 €,904 Carrera GTS coupé,1964
PORSCHE,20130207,PARIS,906-126 Carrera 6 berlinette reconstruite,Bonhams,540500.0,REST/TR,V,5706,cote.encheres.php?idCote=5706,1 800 000 €,904 Carrera GTS coupé,1964
PORSCHE,20120707,LE MANS,908-005 berlinette comp. (queue courte),Artcurial,1300000.0,REST,V,5706,cote.encheres.php?idCote=5706,1 800 000 €,904 Carrera GTS coupé,1964
PORSCHE,20070219,PARIS,"904 coupé, moteur 6 cyl. monté + 4 cyl. HS (904061",Artcurial,460000.0,REST+/TR,V,5706,cote.encheres.php?idCote=5706,1 800 000 €,904 Carrera GTS coupé,1964
PORSCHE,20180824,PEBBLE BEACH,718 RSK ex-24 H du Mans,Gooding & Co,3215280.0,REST,V,12391,cote.encheres.php?idCote=12391,-------,718 RSK Spyder (RS 60 / RS 61),1957
PORSCHE,20190602,GREENWICH,550 RS Spyder replica Beck,Bonhams,22560.0,OR+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20190525,CERNOBBIO,550 A Spyder Wendler,RM Sotheby's,3380000.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20190206,PARIS,"550 RS Spyder Wendler, ex-2curie Nationale Belge",RM Sotheby's,3042500.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20180824,PEBBLE BEACH,550 RS Spyder,Gooding & Co,3829960.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20180824,MONTEREY,550 A Spyder,RM Sotheby's,4212530.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20180701,LYON,Réplique 550 RS Spyder Martin Walker,Aguttes,91100.0,OR+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20180118,SCOTTSDALE,550 A Spyder (5e Le Mans 1958),Bonhams,4223890.0,EX,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20160910,GOODWOOD,550 Spyder Wendler (550.0090),Bonhams,5466300.0,OR+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20160311,AMELIA ISLAND,"718 RSK Spyder ex-Penske, palmarès",Gooding & Co,2574000.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20160311,AMELIA ISLAND,550 Spyder,Gooding & Co,4801500.0,OR+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20160203,PARIS,"550 Spyder Wendler, Salon Francfort 1955 (068)",RM Sotheby's,2744000.0,REST+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20130815,MONTEREY,550 RS 1500 Spyder,Mecum Auctions,2812500.0,REST+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20121207,BARCELONE,"Réplique 718 RSK base VW, moteur 1640, RHD",FEE Machoïr,28800.0,TR,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20120818,MONTEREY,550 RS 60 Spyder,Gooding & Co,2806650.0,REST,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20100620,FONTAINEBLEAU,"Réplique 550 Spyde, moteur VW 2 litres",J.P. Osenat,40000.0,TR,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20100430,MONACO,Réplique 550 RS Spyder par Mohr,Bonhams,23000.0,OR+,V,5705,cote.encheres.php?idCote=5705,4 500 000 €,550 RS Spyder,1954
PORSCHE,20160910,GOODWOOD,Typ 597 Jägdwagen,Bonhams,208500.0,EX,V,11236,cote.encheres.php?idCote=11236,-------,356 Carrera GT/L Abarth berlinette,1961
PORSCHE,20120419,DUXFORD,Boxster S roadster RHD,H & H Classic Auctions,13689.0,OR+,V,11236,cote.encheres.php?idCote=11236,-------,356 Carrera GT/L Abarth berlinette,1961
PORSCHE,20061130,LONDRES,"Réplique 356 Speedster Chesil RHD, moteur VW 1300",Coys Auction ,8630.0,TR,V,11236,cote.encheres.php?idCote=11236,-------,356 Carrera GT/L Abarth berlinette,1961
PORSCHE,20190118,SCOTTSDALE,356 SC cabriolet 1600 + hard-top,Gooding & Co,172400.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20180824,PEBBLE BEACH,356 SC cabriolet,Gooding & Co,141850.0,OR+,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20180707,LE MANS,356 SC cabriolet,Artcurial,149000.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20180208,PARIS,356 SC cabriolet,Bonhams,132250.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20171022,PARIS,356 1600 SC cabriolet,Leclère,135000.0,OR,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20170120,SCOTTSDALE,356 SC cabriolet,Gooding & Co,181070.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20160624,GOODWOOD,356 SC cabriolet ex-USA,Bonhams,105870.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20160128,SCOTTSDALE,356 SC cabriolet,Bonhams,201460.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20160123,SCOTTSDALE,356 SC cabriolet,J.P. Osenat,96140.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20151210,NEW YORK,"356 Cabriolet décoré, ex-Janis Joplin",RM Sotheby's,1608600.0,EX,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20091128,TOFFEN,356 SC cabriolet LHD,Oldtimer Galerie Toffen ,60450.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20070816,MONTEREY,356 SC cabriolet LHD (161471),Christie's,120000.0,OR+,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20070630,SALZBOURG,356 SC cabriolet + hard-top,Dorotheum,65000.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20070603,GREENWICH,356 SC cabriolet + hard-top LHD (159408),Christie's,38250.0,OR-,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20070219,PARIS,356 SC cabriolet LHD (161070),Artcurial,73000.0,OR+,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20070113,MAASTRICHT,356 SC cabriolet LHD (161098),Coys Auction ,66000.0,REST,V,5699,cote.encheres.php?idCote=5699,150 000 €,356 SC cabriolet,1963
PORSCHE,20190518,BROOKLANDS,356 SC coupé (Reutter / Karmann),Brooklands Auctions,65000.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20190118,SCOTTSDALE,356 SC coupé (Karmann),Gooding & Co,167480.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20190117,PHOENIX,356 SC GT Outlaw coupé ,RM Sotheby's,181710.0,REST/TR,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20171022,PARIS,356 1600 SC coupé (Reutter / Karmann),Leclère,84000.0,OR,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20170818,CARMEL,356 SC coupé Reutter ,Bonhams,67460.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20160312,AMELIA ISLAND,356 SC coupé toit ouvrant Reutter,RM Sotheby's,108900.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20150622,PARIS,356 SC coupé Karmann,Artcurial,89400.0,OR+,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20150206,PARIS,356 SC coupé Karmann,Artcurial,89400.0,SEP,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20150205,PARIS,"356 SC coupé Reutter, préparé rallye",Bonhams,56640.0,REST/TR,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20120203,PARIS,356 SC coupé Karmann,Artcurial,47654.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20110204,PARIS,356 SC coupé ex-USA (128003),Artcurial,47000.0,OR+,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20100312,AMELIA ISLAND,356 SC coupé,Gooding & Co,39750.0,REST,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20080726,SILVERSTONE,356 SC coupé LHD ex-USA,Bonhams,29250.0,OR+,V,5698,cote.encheres.php?idCote=5698,90 000 €,356 SC coupé (Reutter / Karmann),1963
PORSCHE,20190207,PARIS,356 C cabriolet,Bonhams,126500.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20180207,PARIS,356 C cabriolet,RM Sotheby's,146050.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20170818,CARMEL,356 C cabriolet,Bonhams,123680.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20170119,PHOENIX,356 C cabriolet,RM Sotheby's,135430.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20151128,BROOKLANDS,356 C coupé préparé Outlaw,Brooklands Auctions,69978.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20080510,MONACO (COYS),356 C cabriolet LHD,Coys Auction ,65000.0,REST,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20070817,QUAIL LODGE,356 C cabriolet LHD (161923),Bonhams,56250.0,OR+,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20070521,MONACO (BONHAMS),356 C cabriolet + hard-top (161391),Bonhams,85000.0,OR+,V,5697,cote.encheres.php?idCote=5697,120 000 €,356 C cabriolet,1963
PORSCHE,20190705,GOODWOOD,356 C coupé Reutter préparé rallye (2.0),Bonhams,109100.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20190411,ESSEN,356 C coupé (1600),RM Sotheby's,57500.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20190307,AMELIA ISLAND,356 C coupé (Reutter / Karmann),Bonhams,67570.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20190223,BIRMINGHAM,356 C coupé 1600 préparée rallye,Silverstone Auctions,80280.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20180928,SOUTHAM,356 C coupé 1600 LHD,Silverstone Auctions,63080.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20180308,AMELIA ISLAND,"356 C coupé Karmann, moteur 2.8 236 ch",Bonhams,98270.0,REST/TR,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20170624,SANTA MONICA,356 C 1600 coupé Reutter ,RM Sotheby's,114980.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20170702,MONACO,356 C coupé Karmann,Artcurial,39570.0,OR-,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20170309,AMELIA ISLAND,356 C coupé Karmann,Bonhams,87120.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20170309,AMELIA ISLAND,"356 C coupé Karmann, moteur 912",Bonhams,41490.0,REST/TR,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20161125,MILAN,356 C coupé préparé,RM Sotheby's,69440.0,TR,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20161125,MILAN,356 C coupé Reutter,RM Sotheby's,69440.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20161125,MILAN,356 C coupé Karmann,RM Sotheby's,84000.0,OR,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20160819,CARMEL,356 C coupé,Bonhams,107000.0,REST+,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20160128,SCOTTSDALE,356 C coupé,Bonhams,47340.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20141019,AYTRÉ,356 C coupé Reutter,SCP,52900.0,REST,V,5696,cote.encheres.php?idCote=5696,80 000 €,356 C coupé (Reutter / Karmann),1963
PORSCHE,20190117,SCOTTSDALE,356 B 2000 GS Carrera 2 cabriolet,Bonhams,877440.0,REST,V,11786,cote.encheres.php?idCote=11786,520 000 €,356 B 2000 GS Carrera 2 cabriolet,1962
PORSCHE,20170818,PEBBLE BEACH,356 B 2000 GS Carrera 2 cabriolet,Gooding & Co,1062880.0,REST,V,11786,cote.encheres.php?idCote=11786,520 000 €,356 B 2000 GS Carrera 2 cabriolet,1962
PORSCHE,20190206,PARIS,356 B 2000 GS Carrera 2 coupé,RM Sotheby's,500000.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20170210,PARIS,356 B 2000 GS Carrera 2 coupé T 6,Artcurial,548320.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20160128,SCOTTSDALE,356 B 2000 GS Carrera 2 coupé,Bonhams,574170.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20150907,LONDRES,356 B 2000 GS Carrera 2 coupé Reutter,RM Sotheby's,528209.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20130308,AMELIA ISLAND,356 B 2000 GS Carrera 2 coupé,Gooding & Co,262195.0,REST+,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20111009,MONTASTRUC-LA-CONSEILLÈRE,356 B 2000 GS Carrera 2 coupé,FEE Machoir,160000.0,REST+,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20080726,GRÖBMING,356 B 2000 GS Carrera 2 coupé,Dorotheum,140000.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20071027,PADOUE,356 B 2000 GS Carrera 2 cabriolet,Coys Auction ,260000.0,REST+,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20070219,PARIS,356 B 2000 GS Carrera 2 coupé,Artcurial,136000.0,OR+,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20060228,LONDRES,356 B 2000 GS Carrera 2 coupé RHD (123233,Coys Auction ,105000.0,REST,V,5703,cote.encheres.php?idCote=5703,380 000 €,356 B 2000 GS Carrera 2 coupé,1962
PORSCHE,20071027,PADOUE,356 B 1600 GS Carrera GT coupé toit ouvrant,Coys Auction ,260000.0,REST+,V,5702,cote.encheres.php?idCote=5702,320 000 €,356 B 1600 GS Carrera GT coupé,1960
PORSCHE,20170818,PEBBLE BEACH,356 B Roadster double grille,Gooding & Co,430250.0,REST,V,11827,cote.encheres.php?idCote=11827,260 000 €,356 B S 90 Roadster T 6,1961
PORSCHE,20190308,AMELIA ISLAND,356 B S 90 Roadster T 5,RM Sotheby's,416140.0,REST,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20180118,SCOTTSDALE,356 B S 90 Roadster T 5 Drauz,Bonhams,139300.0,REST,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20151108,LYON,"356 B Roadster T 5, moteur S 90",J.P. Osenat,188400.0,REST,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20131011,KNOKKE-LE-ZOUTE,356 B 1600 roadster Drauz,Bonhams,126500.0,REST+,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20110613,PARIS,356 B Super 90 Roadster T 5 Drauz (88302),Artcurial,90000.0,OR+,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20090208,PARIS,356 B S 90 Roadster T 5 Drauz,Artcurial,80000.0,REST,V,5695,cote.encheres.php?idCote=5695,240 000 €,356 B S 90 Roadster T 5,1960
PORSCHE,20190329,FORT LAUDERDALE,356 B S 90 cabriolet T 6 + hard-top,RM Sotheby's,137060.0,REST,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20120629,GOODWOOD,356 B Super 90 cabriolet T 6 RHD,Bonhams,82410.0,REST,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20101011,DUBAI,356 B S 90 cabriolet T 6,Bonhams,52000.0,REST,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20100430,MONACO,356 B S 90 cabriolet T 6,Bonhams,50000.0,REST+,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20060827,WHITNEY,356 B cabriolet T 6 RHD + hard-top,Coys Auction ,34500.0,REST-,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20060827,WHITNEY,356 B cabriolet T 6 RHD,Coys Auction ,60000.0,REST,V,8021,cote.encheres.php?idCote=8021,148 000 €,356 B S 90 cabriolet T 6,1961
PORSCHE,20190118,SCOTTSDALE,356 B S 90 cabriolet T 5,Gooding & Co,177330.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20181027,ATLANTA,356 B S 90 cabriolet T 5,RM Sotheby's,144730.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20180118,SCOTTSDALE,356 B S 90 cabriolet T 5 D'Ieteren,Bonhams,134810.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20170902,BLENHEIM PALACE,356 B S 90 cabriolet T 5,Silverstone Auctions,227910.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20170818,PEBBLE BEACH,356 B S 90 cabriolet T 5,Gooding & Co,149650.0,OR-,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20170702,MONACO,356 B Super 90 cabriolet T 5,Artcurial,167890.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20170119,SCOTTSDALE,"356 B cabriolet T 5, évolution S 90",Bonhams,144850.0,REST/TR,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20160123,SCOTTSDALE,356 B Super 90 cabriolet ,J.P. Osenat,116380.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20150912,GOODWOOD,356 B Super 90 cabriolet RHD,Bonhams,170680.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20140904,LONDRES,356 B Super 90 cabriolet T 6 LHD,Silverstone Auctions,143309.0,REST,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20120812,NYSTED,356 C coupé,RM Sotheby's,45024.0,OR+,V,5694,cote.encheres.php?idCote=5694,145 000 €,356 B S 90 cabriolet T 5,1960
PORSCHE,20190630,CHANTILLY,356 B S 90 coupé T 6,Bonhams,62100.0,REST,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20190317,PARIS,"356 B coupé T 6 “Outlaws”, moteur SC",Claude Aguttes,86440.0,REST,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20181203,LONDRES,356 B S 90 coupé T 6 RHD,Bonhams,77400.0,OR,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20170902,BLENHEIM PALACE,356 B S 90 S coupé T 6 RHD,Silverstone Auctions,140770.0,REST,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20161125,MILAN,356 B S 90 coupé T 6 Reutter,RM Sotheby's,100800.0,OR+,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20160903,OXFORD,356 B S 90 coupé T 6 RHD,Silverstone Auctions,174359.0,REST,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20160709,LE MANS,356 B coupé préparé 120 ch,Artcurial,73900.0,REST/TR,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20151108,LYON,"356 B Super coupé T 6 Karmann, moteur S 90",J.P. Osenat,66600.0,REST,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20120203,PARIS,356 B Super 90 coupé T 6,Artcurial,33358.0,OR,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20090308,OXFORD,356 B S 90 coupé T 6 RHD,Bonhams,11000.0,RAR,V,8020,cote.encheres.php?idCote=8020,95 000 €,356 B S 90 coupé T 6,1961
PORSCHE,20181027,ATLANTA,356 B S 90 coupé T 5,RM Sotheby's,164030.0,REST,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20151101,PARIS,"356 B Super 90 coupé T 5, moteur C",Artcurial,59600.0,RAR,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20150321,GOODWOOD,356 B Super 90 coupé,Bonhams,43680.0,SEP,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20150227,BERLIN,356 B Super 90 coupé T 6,Auctionata,74280.0,REST,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20140206,PARIS,"356 B coupé T 5, moteur 912",Bonhams,41400.0,REST/TR,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20120225,COVENTRY,356 B Super 90 coupé T 5 préparé VHC,Silverstone Auctions,29854.0,TR,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20110131,SAINTE-GENEVIÈVE,356 B S 90 coupé T 5 ex-USA,Australe,24200.0,REST-,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20100911,REIMS-GUEUX,356 B Super 90 coupé T 5,Bonhams,45000.0,REST+,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20071031,LONDRES,356 B Super 90 coupé T 5 LHD,RM Sotheby's,30000.0,OR+,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20060225,STONELEIGH PARK,356 B S 90 coupé T 5 RHD préparé (112973),Bonhams,26250.0,REST/TR,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20060114,BIRMINGHAM,356 B coupé T 5 LHD préparé racing,Coys Auction ,30000.0,REST/TR,V,5693,cote.encheres.php?idCote=5693,90 000 €,356 B S 90 coupé T 5,1960
PORSCHE,20130317,FONTAINEBLEAU,"356 B ""60"" cabriolet T 6",J.P. Osenat,90543.0,REST,V,8019,cote.encheres.php?idCote=8019,138 000 €,356 B S 75 cabriolet T 6,1961
PORSCHE,20101206,WEYBRIDGE,356 B S 75 cabriolet T 6 LHD,Bonhams,60000.0,REST,V,8019,cote.encheres.php?idCote=8019,138 000 €,356 B S 75 cabriolet T 6,1961
PORSCHE,20100702,GOODWOOD,356 B S 75 cabriolet T 6 LHD,Bonhams,55000.0,REST+,V,8019,cote.encheres.php?idCote=8019,138 000 €,356 B S 75 cabriolet T 6,1961
PORSCHE,20190630,CHANTILLY,356 B S 75 cabriolet T 5 (moteur 100 ch),Bonhams,108330.0,REST,V,5691,cote.encheres.php?idCote=5691,135 000 €,356 B S 75 cabriolet T 5,1959
PORSCHE,20190407,GOODWOOD,356 B S 75 cabriolet T 5 RHD,Bonhams,160580.0,REST,V,5691,cote.encheres.php?idCote=5691,135 000 €,356 B S 75 cabriolet T 5,1959
PORSCHE,20161007,KNOKKE-LE-ZOUTE,356 B S 75 cabriolet T 5,Bonhams,140300.0,REST,V,5691,cote.encheres.php?idCote=5691,135 000 €,356 B S 75 cabriolet T 5,1959
PORSCHE,20160312,AMELIA ISLAND,356 B S 75 cabriolet T 5 Reutter,RM Sotheby's,217800.0,REST,V,5691,cote.encheres.php?idCote=5691,135 000 €,356 B S 75 cabriolet T 5,1959
PORSCHE,20150227,BERLIN,356 B 1600 Super cabriolet T 5,Auctionata,117610.0,REST,V,5691,cote.encheres.php?idCote=5691,135 000 €,356 B S 75 cabriolet T 5,1959
