auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,quote_id
FIAT,20160310,AMELIA ISLAND,1200 Trasformabile cabriolet,Bonhams,34720.0,REST,V,2420
FIAT,20150606,BROOKLANDS,1200 cabriolet + hard-top,Brooklands Auctions,27714.0,OR+,V,2420
FIAT,20150116,SCOTTSDALE,1200 TV Trasformabile cabriolet,Gooding & Co,70820.0,REST,V,2420
FIAT,20170310,AMELIA ISLAND,1100 TV Trasformabile,Gooding & Co,78710.0,REST,V,2419
FIAT,20080608,GREENWICH,1100 TV Trasformabile cabriolet,Bonhams,23800.0,REST+,V,2419
FIAT,20140206,PARIS,1100 T 3 pick-up dépannage,Bonhams,12880.0,OR+,V,9165
FIAT,20060625,NOGENT LE ROTROU,1100 (103 E) berline (CG coll.),SVV,2700.0,OR+,V,9156
FIAT,20181005,KNOKKE-LE-ZOUTE,"1100 TV berline, ex-Mille Miglia",Bonhams,150650.0,REST,V,2417
FIAT,20140426,TOFFEN,1100 S cabriolet Lingotto ex-Salon de Genève,Oldtimer Galerie Toffen ,51250.0,REST+,V,2417
FIAT,20130816,CARMEL,1100 TV Stanguellini berlinette Bertone,Bonhams,124669.0,EX,V,2417
FIAT,20100918,TOFFEN,1100 TV berline,Oldtimer Galerie Toffen ,6818.0,OR+,V,2417
FIAT,20170513,ECHARCON,1100 (103) berline,AuctionArt (Rémy Le Fur) / M. Bonoron,250.0,SEP,V,2416
FIAT,20130207,PARIS,1100 Lusso Spiaggia Farris,Bonhams,40250.0,REST,V,2416
FIAT,20091128,TOFFEN,Nuova 1100 (Tipo 103) berline,Oldtimer Galerie Toffen ,3250.0,OR+,V,2416
FIAT,20150710,CHAVEIGNES,1500 C berline (sans CG),HdV,600.0,SEP,V,8607
FIAT,20070915,TOFFEN,1500 C berline,Oldtimer Galerie Toffen ,2600.0,OR,V,8607
FIAT,20100918,TOFFEN,1300 berline,Oldtimer Galerie Toffen ,6818.0,OR+,V,2413
FIAT,20090919,KAUFDORF,1300 berline,Oldtimer Galerie Toffen ,630.0,SEP,V,2413
FIAT,20120428,TOFFEN,2300 berline,Oldtimer Galerie Toffen ,12587.0,OR+,V,2411
FIAT,20091128,TOFFEN,2300 Lusso berline,Oldtimer Galerie Toffen ,9750.0,OR+,V,2411
FIAT,20150503,MONTASTRUC-LA-CONSEILLÈRE,1800 berline,FEE Machoïr,1200.0,OR,V,2409
FIAT,20100918,TOFFEN,1800/1800 B berline,Oldtimer Galerie Toffen ,4167.0,OR,V,2409
FIAT,20160514,MONACO,Campagnola 1110 A (1900) bâchée,RM Sotheby's,12320.0,OR+,V,2408
FIAT,20060211,PARIS,"1900 berline ""Kon Tiki"", 1ère Alger - Le Cap",Christie's,42000.0,EX,V,2407
FIAT,20150503,MONTASTRUC-LA-CONSEILLÈRE,1400 A berline (moteur démonté),FEE Machoïr,1920.0,OR-,V,2406
FIAT,20190525,CERNOBBIO,8V berlinette Zagato,RM Sotheby's,1771250.0,REST,V,11030
FIAT,20180908,GOODWOOD,642 transporteur Bartoletti ex-Maserati/Scarab/Shelby,Bonhams,450800.0,REST/EX,V,11030
FIAT,20170818,PEBBLE BEACH,8V berlinette Zagato,Gooding & Co,1262700.0,REST,V,11030
FIAT,20170310,AMELIA ISLAND,8V Supersonic Ghia,RM Sotheby's,1289060.0,REST+/EX,V,11030
FIAT,20150814,CARMEL,8V berlinette Supersonic ex-Lou Fageol,Bonhams,1624740.0,REST+,V,7587
FIAT,20150523,CERNOBBIO,8V cabriolet Vignale,RM Sotheby's,1120000.0,REST,V,7587
FIAT,20140117,PHOENIX (ARIZONA),8V coupé Ghia,RM Sotheby's,700040.0,REST+,V,7587
FIAT,20130308,AMELIA ISLAND,8V Supersonic Ghia,Gooding & Co,1353264.0,EX,V,7587
FIAT,20100814,PEBBLE BEACH,8V berlinette,Gooding & Co,465000.0,REST+,V,7587
FIAT,20091028,LONDRES,8V coupé Ghia LHD (00042),RM Sotheby's,341000.0,REST+,V,7587
FIAT,20061007,GENÈVE,8V Supersonic Ghia (00039),The Sportscar Auction Co.,325000.0,EX,V,7587
FIAT,20190518,BROOKLANDS,600 D Multipla limousine,Brooklands Auctions,31860.0,REST,V,2405
FIAT,20180905,LONDRES,600 D Multipla,RM Sotheby's,25520.0,REST,V,2405
FIAT,20180707,LE MANS,600 Multipla limousine,Artcurial,22650.0,REST,V,2405
FIAT,20180511,MONACO,600 D Multipla,Bonhams,27030.0,REST,V,2405
FIAT,20171125,BROOKLANDS,600 Multipla limousine,Brooklands Auctions,5280.0,OR-,V,2405
FIAT,20170909,GOODWOOD,600 D Multipla limousine,Bonhams,30240.0,REST,V,2405
FIAT,20170208,PARIS,600 D Multipla,RM Sotheby's,36610.0,REST+,V,2405
FIAT,20170210,PARIS,600 D Multipla,Artcurial,30990.0,REST+,V,2405
FIAT,20161207,LONDRES,600 D Multipla LHD,Bonhams,40540.0,REST,V,2405
FIAT,20160709,LE MANS,600 Multipla,Artcurial,23840.0,OR,V,2405
FIAT,20160514,MONACO,600 Multipla,RM Sotheby's,42560.0,REST+,V,2405
FIAT,20160129,SCOTTSDALE,600 Mirafiori hard-top plexiglass,Gooding & Co,132060.0,REST,V,2405
FIAT,20150912,GOODWOOD,"600 Multipla, moteur Panda 900",Bonhams,30300.0,OR+/TR,V,2405
FIAT,20150815,MONTEREY,600 Jolly + 600 Multipla,RM Sotheby's,217824.0,REST+,V,2405
FIAT,20150814,CARMEL,600 Multipla (moteur 850),Bonhams,54160.0,OR+/TR,V,2405
FIAT,20150206,PARIS,600 Multipla Taxi,Artcurial,38144.0,OR+,V,2405
FIAT,20161003,PHILADELPHIE,600 D coach ,Bonhams,6360.0,REST,V,9006
FIAT,20110312,AMELIA ISLAND,600 D coach ex-Italie,RM Sotheby's,15120.0,OR+,V,9006
FIAT,20100815,GOODWOOD,600 D coach RHD,Bonhams,4950.0,REST+,V,9006
FIAT,20100724,SILVERSTONE,600 D coach LHD réplique Abarth 850 TC,Bonhams,10120.0,TR/REST,V,9006
FIAT,20101107,PARIS,600 D kit Abarth 850 TC,Artcurial,11500.0,TR/OR+,V,9006
FIAT,20100214,PARIS,"600 D coach, conversion Abarth 850 TC",Artcurial,13500.0,REST/TR,V,9006
FIAT,20091207,LONDRES,"600 D coach LHD préparé, moteur 903",Bonhams,6050.0,TR,V,9006
FIAT,20071210,PARIS,600 D coach,Artcurial,6500.0,OR+,V,9006
FIAT,20071201,TOFFEN,600 D coach,Oldtimer Galerie Toffen ,4650.0,OR,V,9006
FIAT,20070915,TOFFEN,600 D coach,Oldtimer Galerie Toffen ,2600.0,OR,V,9006
FIAT,20070428,TOFFEN,600 D coach,Oldtimer Galerie Toffen ,7150.0,REST+,V,9006
FIAT,20190308,AMELIA ISLAND,600 Jolly torpédo Ghia,Gooding & Co,109780.0,REST,V,11029
FIAT,20170818,PEBBLE BEACH,600 Jolly torpédo Ghia,Gooding & Co,130950.0,OR+,V,11029
FIAT,20170702,MONACO,"600 Jolly Ghia, moteur 750 Abarth",Artcurial,89940.0,OR+,V,11029
FIAT,20160821,PEBBLE BEACH,600 Jolly Ghia,Gooding & Co,107000.0,REST+,V,11029
FIAT,20130817,MONTEREY,600 Jolly Ghia,RM Sotheby's,63938.0,REST+,V,11029
FIAT,20130818,PEBBLE BEACH,600 Jolly Ghia,Gooding & Co,111375.0,REST+,V,11029
FIAT,20130309,AMELIA ISLAND,600 Jolly Ghia,RM Sotheby's,84579.0,REST+,V,11029
FIAT,20100501,MONACO,600 Jolly torpédo Ghia,RM Sotheby's,30000.0,REST,V,11029
FIAT,20070521,MONACO (COYS),600 Jolly torpédo Ghia,Coys Auction ,29000.0,REST,V,11029
FIAT,20070521,MONACO (BONHAMS),600 Jolly torpédo Ghia,Bonhams,25500.0,OR+,V,11029
FIAT,20061028,PADOUE,600 Jolly torpédo Ghia,Coys Auction ,33000.0,REST,V,11029
FIAT,20060520,MONACO (BONHAMS),500 Jolly torpédo Ghia (sans papiers),Bonhams,33000.0,REST+,V,11029
FIAT,20060212,PARIS,600 Jolly torpédo Ghia,Artcurial,22000.0,REST/TR,V,11029
FIAT,20130722,MONACO,600 Spiaggia Viareggina,Artcurial,27680.0,REST,V,9005
FIAT,20180902,AUBURN,600 D coach Viotti,RM Sotheby's,20370.0,OR+,V,2404
FIAT,20170604,GREENWICH,600 coach Viotti,Bonhams,16650.0,OR+,V,2404
FIAT,20160819,CARMEL,"600 coach, réplique Abarth 850 TC",Bonhams,23300.0,TR,V,2404
FIAT,20160514,MONACO,600 coach,RM Sotheby's,12320.0,OR+,V,2404
FIAT,20160423,TOFFEN,"600 réplique Abarth, moteur A 112 70 ch",Oldtimer Galerie Toffen ,11721.0,REST/TR,V,2404
FIAT,20151128,TOFFEN,600 Abarth replica coach,Oldtimer Galerie Toffen ,8211.0,REST/t,V,2404
FIAT,20150815,PEBBLE BEACH,600 Eden Roc de plage Pininfarina,Gooding & Co,594066.0,REST+,V,2404
FIAT,20150814,CARMEL,600 Jolly Ghia,Bonhams,68930.0,OR,V,2404
FIAT,20150622,PARIS,600 coach,Artcurial,10728.0,OR+,V,2404
FIAT,20150614,FONTAINEBLEAU,600 D coach,J.P. Osenat,9120.0,REST,V,2404
FIAT,20150313,AMELIA ISLAND,600 Jolly Ghia,Gooding & Co,60277.0,REST,V,2404
FIAT,20140205,PARIS,600 coach,RM Sotheby's,14000.0,REST,V,2404
FIAT,20130722,MONACO,750 Spider Vignale + hard-top,Artcurial,15040.0,REST,V,2404
FIAT,20121111,PARIS,600 coach,Artcurial,8935.0,OR+,V,2404
FIAT,20120707,LE MANS,600 D coach,Artcurial,7148.0,REST,V,2404
FIAT,20120511,MONACO,600 Jolly Beach Car Ghia,Bonhams,42550.0,REST,V,2404
FIAT,20180701,CAEN,126 Bis,Me Guéry / D. Pagneux,2710.0,OR+,V,11034
FIAT,20170319,FONTAINEBLEAU,126 Bis,J.P. Osenat,3770.0,OR+,V,11034
FIAT,20160619,FONTAINEBLEAU,"126 Bis coach, 9 200 km d'origine",J.P. Osenat,6240.0,OR+,V,11034
FIAT,20150614,FONTAINEBLEAU,"126 Bis (FSM), 9200 km origine",J.P. Osenat,3600.0,OR+,V,11034
FIAT,20110506,ESVRES SUR INDRE,126 Bis coach,Five Auction Tours,1250.0,OR,V,11034
FIAT,20101127,VERNON,"126 Bis coach, 3 700 km d'origine",Brioult Enchères / M. Pagneux,950.0,OR,V,11034
FIAT,20061022,REIMS,126 FSM coach,SVV,450.0,OR-,V,11034
FIAT,20161126,TOFFEN,126 Personal 650 coach,Oldtimer Galerie Toffen ,3912.0,OR,V,11033
FIAT,20160602,RODEZ,126 Personal 4,HdV,313.0,SEP,V,11033
FIAT,20150912,GOODWOOD,126 réplique Abarth,Bonhams,19680.0,REST/TR,V,11033
FIAT,20180120,ROMAGNAT,500 R coach toit ouvrant,J.P. Osenat,8010.0,REST,V,11031
FIAT,20160709,LE MANS,500 R Edizione Finale découvrable,Artcurial,15500.0,REST,V,11031
FIAT,20071027,PADOUE,500 R coach toit ouvrant,Coys Auction ,5000.0,REST,V,11031
FIAT,20090405,FONTAINEBLEAU,500 R coach toit ouvrant,J.P. Osenat,6000.0,OR,V,11031
FIAT,20090314,SAINT-LEU-LA-FORÊT,500 R coach toit ouvrant modifiée Abarth 695,SCP,8000.0,REST/TR,V,11031
FIAT,20190302,ASCOTT,500 Gamine roadster (Vignale) RHD,Brooklands Auctions,29930.0,REST,V,8639
FIAT,20190208,PARIS,500 Gamine roadster (Vignale),Artcurial,17880.0,REST,V,8639
FIAT,20180902,AUBURN,500 Gamine roadster,RM Sotheby's,4260.0,OR-,V,8639
FIAT,20180707,LE MANS,500 Gamine roadster (Vignale),Artcurial,21460.0,REST,V,8639
FIAT,20180120,FONTAINEBLEAU,500 Gamine roadster,Osenat,7440.0,SEP/INC,V,8639
FIAT,20150622,PARIS,500 Gamine Vignale roadster,Artcurial,19072.0,REST,V,8639
FIAT,20130208,PARIS,500 Gamine roadster Vignale,Artcurial,17870.0,REST,V,8639
FIAT,20111009,MONTASTRUC-LA-CONSEILLÈRE,500 Gamine roadster (Vignale),FEE Machoir,6000.0,RET,V,8639
FIAT,20101212,FONTAINEBLEAU,500 Gamine roadster Vignale,J.P. Osenat,13000.0,OR,V,8639
FIAT,20060220,BLACKBUSHE,500 Gamine roadster RHD,BCA,4500.0,REST,V,8639
FIAT,20181027,PADOUE,500 Jolly torpédo (réplique),Bonhams,21850.0,REST/TR,V,11028
FIAT,20180905,LONDRES,500 Jolly Ghia,RM Sotheby's,28070.0,REST,V,11028
FIAT,20180511,MONACO,"500 Mare torpédo Holiday, culasse Abarth",Bonhams,34500.0,REST,V,11028
FIAT,20170817,PACIFIC GROVE,500 Jolly torpédo Ghia,Worldwide Auctioneers,48670.0,REST,V,11028
FIAT,20170604,GREENWICH,500 Jolly torpédo Ghia,Bonhams,48000.0,REST,V,11028
FIAT,20170209,PARIS,CAP Scoiattolo 500,Bonhams,9480.0,OR+,V,11028
FIAT,20170114,SCOTTSDALE,500 Jolly torpédo Ghia,J.P. Osenat,82750.0,REST,V,11028
FIAT,20170118,SCOTTSDALE,500 Jolly torpédo Ghia,Worldwide Auctioneers,76540.0,REST,V,11028
FIAT,20160513,MONACO,500 1.4 Jollycar,Bonhams,40250.0,OR+,V,11028
FIAT,20160513,MONACO,500 Jolly Ghia,Bonhams,35650.0,REST,V,11028
FIAT,20140621,LYON,500 D Jolly torpédo,Claude Aguttes SAS,54000.0,REST+,V,11028
FIAT,20140117,PHOENIX (ARIZONA),500 Jolly torpédo Ghia,RM Sotheby's,81400.0,REST,V,11028
FIAT,20110312,AMELIA ISLAND,500 Jolly Ghia export USA,RM Sotheby's,54000.0,REST+,V,11028
FIAT,20100430,MONACO,500 Jolly torpédo Ghia,Coys Auction ,12000.0,REST-,V,11028
FIAT,20100430,MONACO,500 Jolly torpédo Ghia,Bonhams,14500.0,REST,V,11028
FIAT,20100430,MONACO,500 Jolly torpédo Ghia,Bonhams,13000.0,REST,V,11028
FIAT,20180511,MONACO,500 Giardiniera break,Bonhams,9780.0,REST,V,2403
FIAT,20171125,BROOKLANDS,500 Giardiniera break,Brooklands Auctions,5280.0,OR,V,2403
FIAT,20170624,AUVERS-SUR-OISE,500 Giardiniera toit ouvrant,William Le Calvez,9280.0,REST-,V,2403
FIAT,20170501,OBENHEIM,500 Giardiniera,J.P. Osenat,9840.0,OR,V,2403
FIAT,20161125,MILAN,500 Giardiniera,RM Sotheby's,1680.0,SEP,V,2403
FIAT,20160514,MONACO,500 Giardiniera Mare Carr. Holiday,RM Sotheby's,52640.0,REST/TR,V,2403
FIAT,20151101,PARIS,500 Giardiniera,Artcurial,10132.0,OR,V,2403
FIAT,20150614,CANNES,500 Giardiniera,Besch,15840.0,REST,V,2403
FIAT,20140508,MONACO,500 Giariniera break,Pierre Bergé & Associés,10000.0,OR-,V,2403
FIAT,20140316,FONTAINEBLEAU,500 Giardiniera,J.P. Osenat,11562.0,OR+,V,2403
FIAT,20140209,PARIS,500 Belvedere (Autobianchi),SVV,11160.0,OR+,V,2403
FIAT,20131215,FONTAINEBLEAU,500 Giardiniera,J.P. Osenat,5957.0,REST,V,2403
FIAT,20121111,PARIS,500 Giardiniera prép. Abarth 695,Artcurial,22636.0,REST/TR,V,2403
FIAT,20120218,BROOKLANDS,500 Giardiniera RHD,Brooklands Auctions,7152.0,REST+,V,2403
FIAT,20110528,BEAUZELLE,500 Giardiniera,Enchères VO / M. Saint-Gal,2900.0,OR,V,2403
FIAT,20190515,LEOMINSTER,500 L toit ouvrant RHD,Brightwells,5300.0,REST-,V,2401
FIAT,20190330,TOFFEN,500 L toit ouvrant,Oldtimer Galerie Toffen ,7020.0,OR,V,2401
FIAT,20190302,ASCOTT,500 L toit ouvrant évocation Abarth,Brooklands Auctions,14470.0,TR,V,2401
FIAT,20181117,TURIN,500 L toit ouvrant,Aste Bolaffi,6900.0,REST,V,2401
FIAT,20181111,LYON,500 L toit ouvrant,Osenat,7200.0,REST,V,2401
FIAT,20181027,PADOUE,500 L toit ouvrant,Bonhams,6330.0,REST,V,2401
FIAT,20181020,FONTAINEBLEAU,"500 L toit ouvrant, accessoires d'époque",Osenat,8160.0,OR+,V,2401
FIAT,20180922,BROOKLANDS,500 L toit ouvrant,Brooklands Auctions,7470.0,OR+,V,2401
FIAT,20180905,LONDRES,500 L toit ouvrant,RM Sotheby's,8290.0,REST,V,2401
FIAT,20180905,LONDRES,500 L toit ouvrant RHD,RM Sotheby's,8610.0,OR,V,2401
FIAT,20180120,FONTAINEBLEAU,500 L toit ouvrant,Osenat,6240.0,OR,V,2401
FIAT,20171206,LONDRES,500 L toit ouvrant,Bonhams,5310.0,REST,V,2401
FIAT,20171124,ESVRES-SUR-INDRE,500 L toit ouvrant,Alcopa auction,6340.0,OR,V,2401
FIAT,20171105,PARIS,500 L toit ouvrant,Artcurial,11920.0,REST,V,2401
FIAT,20170702,CAEN,500 L toit ouvrant,Orne Enchères,15960.0,REST+,V,2401
FIAT,20170617,BRUNELLES,500 L toit ouvrant,Orne Enchères,7160.0,OR,V,2401
FIAT,20190521,FLORENCE,500 My Car Francis Lombardi,Pandolfi Casa d'Aste,13750.0,REST,V,12034
FIAT,20170501,OBENHEIM,"500 My Car Francis Lombardi, toit ouvrant",J.P. Osenat,8880.0,REST-,V,12034
FIAT,20161110,FAYENCE,"500 My Car Lombardi, moteur Abarth",J.P. Osenat,5875.0,EP,V,12034
FIAT,20160320,FONTAINEBLEAU,500 My Car Francis Lombardi,J.P. Osenat,13200.0,REST+,V,12034
FIAT,20190302,ASCOTT,500 (F) toit ouvrant RHD,Brooklands Auctions,11060.0,REST,V,7585
FIAT,20190223,VANNES,500 (F) toit ouvrant,J.P. Osenat,9440.0,REST,V,7585
FIAT,20181124,MÂLE,500 (F) toit ouvrant,J.P. Osenat,6520.0,OR,V,7585
FIAT,20181128,BUXTON,500 (F) toit ouvrant LHD,H & H Classic Auctions,3810.0,OR,V,7585
FIAT,20181020,FONTAINEBLEAU,500 (F) toit ouvrant,Osenat,9000.0,REST,V,7585
FIAT,20180707,LE MANS,500 (F) toit ouvrant,Artcurial,10730.0,REST,V,7585
FIAT,20180707,LE MANS,500 (F) toit ouvrant,Artcurial,8940.0,REST,V,7585
FIAT,20180624,ROUEN,500 (F) toit ouvrant,Guillaume Cheroyan,8790.0,REST,V,7585
FIAT,20171105,PARIS,500 (F) toit ouvrant,Artcurial,9540.0,OR,V,7585
FIAT,20171015,MOULINEAUX,500 (F) toit ouvrant,HdV,5960.0,REST-,V,7585
FIAT,20170911,LA MÉZIÈRE,500 (F) toit ouvrant,Alcopa auction,5530.0,OR,V,7585
FIAT,20170501,OBENHEIM,500 (F) toit ouvrant,J.P. Osenat,7680.0,OR,V,7585
FIAT,20170417,SAINTE-GENEVIÈVE,500 (F) toit ouvrant,Martin du Nord-De Bouvet,8550.0,REST,V,7585
FIAT,20170319,FONTAINEBLEAU,500 (F) toit ouvrant,J.P. Osenat,10940.0,REST+,V,7585
FIAT,20170309,AMELIA ISLAND,500 (F) toit ouvrant,Bonhams,7740.0,REST,V,7585
FIAT,20161207,LONDRES,500 F toit ouvrant,Bonhams,14900.0,OR+,V,7585
FIAT,20190323,FONTAINEBLEAU,500 (D) toit ouvrant,J.P. Osenat,16200.0,REST+,V,7584
FIAT,20180414,LYON,500 (D) toit ouvrant,Aguttes,7560.0,REST-,V,7584
FIAT,20180408,PARIS,500 (D) toit ouvrant,Artcurial,15500.0,REST,V,7584
FIAT,20171015,MOULINEAUX,500 (D) toit ouvrant portes suicide,HdV,7150.0,OR-,V,7584
FIAT,20171021,FONTAINEBLEAU,500 (D) toit ouvrant portes suicide,Osenat,10560.0,OR+,V,7584
FIAT,20170429,TOFFEN,500 (D) toit ouvrant,Oldtimer Galerie Toffen ,16820.0,REST+,V,7584
FIAT,20170329,DUXFORD,500 (D) toit ouvrant,H & H Classic Auctions,19340.0,REST,V,7584
FIAT,20161110,FAYENCE,500 toit ouvrant (lot de trois),Osenat,5000.0,EP,V,7584
FIAT,20141011,PARIS,500 (D) toit ouvrant,SVV,16520.0,REST+,V,7584
FIAT,20140705,LE MANS,500 TV Giannini toit ouvrant,Artcurial,26224.0,REST+,V,7584
FIAT,20140510,MONACO,Giannini 650 NP (Fiat 500) coach,RM Sotheby's,33600.0,REST,V,7584
FIAT,20140207,PARIS,500 (D) toit ouvrant,Artcurial,13708.0,REST+,V,7584
FIAT,20130629,CAEN,500 (D) toit ouvrant,SVV,5329.0,OR,V,7584
FIAT,20130401,SAINT-JAMES,500 (D) toit ouvrant,Toutain-Vente,4370.0,OR+,V,7584
FIAT,20130319,PARIS,500 (D) toit ouvrant,Artcurial,23167.0,REST+,V,7584
FIAT,20111219,PARIS,500 toit ouvrant,Artcurial,16000.0,REST+,V,7584
FIAT,20181203,LONDRES,500 D découvrable LHD,Bonhams,11610.0,TR/OR+,V,2400
FIAT,20180512,MONACO,500 (Nuova) décapotable,RM Sotheby's,21280.0,REST,V,2400
FIAT,20170702,MONACO,Nuova 500 Trasformabile,Artcurial,27580.0,REST,V,2400
FIAT,20161105,LYON,500 D Trasformabile,Claude Aguttes,17040.0,REST,V,2400
FIAT,20160423,BRAZEY EN PLAINE,500 (F) toit ouvrant,HdV,197.0,EP,V,2400
FIAT,20160320,GOODWOOD,500 Nuova décapotable,Bonhams,19700.0,REST,V,2400
FIAT,20140814,CARMEL,500 Jolly voiture de plage,Bonhams,65900.0,REST+,V,2400
FIAT,20140510,MONACO,500 Mare de plage par la Carrozzeria Holiday,RM Sotheby's,50400.0,REST/TR,V,2400
FIAT,20140510,MONACO,500 N décapotable vitres fixes,RM Sotheby's,30800.0,REST,V,2400
FIAT,20140205,PARIS,500 D découvrable,RM Sotheby's,19600.0,REST+,V,2400
FIAT,20130722,MONACO,500 D toit ouvrant,Artcurial,13240.0,REST,V,2400
FIAT,20121201,BORDEAUX,500 F coach toit ouvrant,J.P. Osenat,5310.0,OR,V,2400
FIAT,20121111,PARIS,500 D coach toit ouvrant,Artcurial,18466.0,REST,V,2400
FIAT,20120929,CROSMIÈRES,500 (F) toit ouvrant,Cyril Duvals,7800.0,REST,V,2400
FIAT,20120512,MONACO,500 Mare beach car Carr. Holiday,RM Sotheby's,33600.0,REST/TR,V,2400
FIAT,20170429,TOFFEN,500 C Belvedere,Oldtimer Galerie Toffen ,12230.0,REST,V,11988
FIAT,20150205,PARIS,500 C Belvedere métal. (ex-Prince Rainier),Bonhams,20060.0,REST,V,11988
FIAT,20181005,KNOKKE-LE-ZOUTE,500 C Giardinetta (ex-Paul Frère),Bonhams,18400.0,REST,V,2399
FIAT,20170818,PEBBLE BEACH,500 C Belvedere break bois,Gooding & Co,70150.0,REST,V,2399
FIAT,20150425,TOFFEN,500 C Belvedere break bois,Oldtimer Galerie Toffen ,12131.0,OR+,V,2399
FIAT,20141010,KNOKKE-LE-ZOUTE,500 C Topolino Belvedere break,Bonhams,5520.0,REST,V,2399
FIAT,20130608,ZURICH,500 C Belvedere break bois,Oldtimer Galerie Toffen ,22118.0,REST,V,2399
FIAT,20190521,FLORENCE,500 C coupé découvrable,Pandolfi Casa d'Aste,8750.0,REST,V,2398
FIAT,20180707,BROOKLANDS,500 C coupé découvrable,Brooklands Auctions,7930.0,REST,V,2398
FIAT,20180630,WATTRIPONT,500 C coupé découvrable,Collin du Bocage,3600.0,OR-,V,2398
FIAT,20170310,AMELIA ISLAND,500 C coupé découvrable,RM Sotheby's,40970.0,REST+,V,2398
FIAT,20161126,TOFFEN,500 C coupé découvrable,Oldtimer Galerie Toffen ,12517.0,REST,V,2398
FIAT,20161126,TOFFEN,500 C coupé découvrable,Oldtimer Galerie Toffen ,14603.0,REST,V,2398
FIAT,20161125,MILAN,500 C coupé découvrable,RM Sotheby's,16800.0,REST,V,2398
FIAT,20160514,MONACO,500 C coupé découvrable,RM Sotheby's,13440.0,REST,V,2398
FIAT,20150314,AMELIA ISLAND,500 C coupé découvrable,RM Sotheby's,49770.0,REST,V,2398
FIAT,20140116,SCOTTSDALE (ARIZONA),500 B Topolino coupé découvrable,Bonhams,13780.0,REST,V,2398
FIAT,20130608,ZURICH,500 C coupé découvrable,Oldtimer Galerie Toffen ,18022.0,REST,V,2398
FIAT,20121201,TOFFEN,500 A découvrable,Oldtimer Galerie Toffen ,7897.0,OR,V,2398
FIAT,20120915,TOFFEN,500 Topolino coupé découvrable,Oldtimer Galerie Toffen ,11960.0,REST,V,2398
FIAT,20110925,VERSAILLES,500 C coupé découvrable,Chevau-Légers Enchères,6000.0,REST+,V,2398
FIAT,20091028,LONDRES,500 C coupé découvrable LHD,RM Sotheby's,13200.0,OR+,V,2398
FIAT,20090713,DEAUVILLE,500 C coupé découvrable,Artcurial,7500.0,REST+,V,2398
FIAT,20140207,PARIS,500 A Topolino découvrable,Artcurial,14304.0,REST+,V,7581
FIAT,20190308,AMELIA ISLAND,500 B (Topolino) coupé découvrable,Gooding & Co,54890.0,REST,V,7580
FIAT,20190117,SCOTTSDALE,500 B (Topolino) coupé découvrable,Bonhams,24560.0,REST,V,7580
FIAT,20100721,BUXTON,500 B coupé RHD ex-Australie,H & H Classic Auctions,9800.0,REST+,V,7580
FIAT,20120812,NYSTED,500 “Topolino” découvrable,RM Sotheby's,22512.0,RAR,V,2396
FIAT,20060520,MONACO (BONHAMS),"1100 E ""bateau"" Coriasco",Bonhams,42000.0,EX,V,2396
FIAT,20190329,FORT LAUDERDALE,1100 cabriolet Stabilimenti Farina,RM Sotheby's,83220.0,REST,V,2395
FIAT,20190117,SCOTTSDALE,1100 C barquette Frua,Bonhams,506030.0,REST,V,2395
FIAT,20080510,MONACO (COYS),1100 Spider Sport,Coys Auction ,27000.0,REST,V,2395
FIAT,20061125,TOFFEN,1100 B cabriolet hors-série,Oldtimer Galerie Toffen ,14300.0,REST,V,2395
FIAT,20060429,TOFFEN,1100 B berline,Oldtimer Galerie Toffen ,7800.0,REST,V,2395
FIAT,20150907,LONDRES,1100 S MM spéciale barquette,RM Sotheby's,187552.0,REST,V,7579
FIAT,20140622,FONTAINEBLEAU,1100 S Berlinetta Mille Miglia,J.P. Osenat,166880.0,REST,V,7579
FIAT,20120203,PARIS,1100 S berlinette MM Rappi,Artcurial,131050.0,RAR/EX,V,7579
FIAT,20100501,MONACO,1100 S berlinette Mille Miglia,RM Sotheby's,95000.0,RAR,V,7579
FIAT,20100430,MONACO,1100 S barquette,Coys Auction ,25000.0,REST,V,7579
FIAT,20171028,PADOUE,1100 A cabriolet Boneschi,Bonhams,43700.0,REST,V,7577
FIAT,20181027,PADOUE,1500 cabriolet Viotti,Bonhams,72450.0,RAR,V,7574
FIAT,20121203,WEYBRIDGE,1500 6 cylindres cabriolet Ghia RHD,Bonhams,98489.0,REST,V,7574
FIAT,20071027,PADOUE,1500 barquette 6 cylindres RHD,Coys Auction ,45000.0,TR/REST,V,7574
FIAT,20160514,MONACO,1500 A Berlina,RM Sotheby's,40000.0,OR+,V,2392
FIAT,20160204,PARIS,1500 (6 cylindres) recarrossée barquette,Bonhams,92000.0,REST/TR,V,2392
FIAT,20150523,CERNOBBIO,1500 B coach Touring Superleggera,RM Sotheby's,162400.0,REST,V,2392
FIAT,20140426,TOFFEN,1500 6-cylindres barchetta (transformation d'époque),Oldtimer Galerie Toffen ,217300.0,REST/TR,V,2392
FIAT,20080510,MONACO (COYS),1500 berlinette Touring,Coys Auction ,67000.0,REST+,V,2392
FIAT,20190208,PARIS,"2800 limousine 6-cylindres ex-Gordini, ex-Schlumpf",Artcurial,36380.0,OR-,V,2391
