quote,name
"1600 S cabriolet (118 SB, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1600 S cabriolet (118 SB, OSCA)","1500 S cabriolet (118 S, OSCA)"
900 T Pulmino minibus,
900 T Pulmino minibus,
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
124 Spider 2000 (USA),124 Spider 2000 (USA)
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
130 coupé 3200,130 coupé 3200
Bertone Ritmo 100 Supercabrio,
Bertone Ritmo 100 Supercabrio,
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Barchetta 1.8 16 V,Barchetta 1.8 16 V
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
Bertone X 1/9 Lido - X 1/9 IN,
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1500 découvrable,X 1/9 1500 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
X 1/9 1300 découvrable,X 1/9 1300 découvrable
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2400 Spider,Dino 2400 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2000 Spider,Dino 2000 Spider
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2400 coupé,Dino 2400 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Dino 2000 coupé,Dino 2000 coupé
Coupé 1.8 16 V,
Coupé 1.8 16 V,
Punto GT 1.4 turbo 3 portes,
Punto GT 1.4 turbo 3 portes,
Punto GT 1.4 turbo 3 portes,
Punto GT 1.4 turbo 3 portes,
Tipo 2.0 16 V 5 portes,
Tipo 2.0 16 V 5 portes,
Panda 4 x 4 (Steyr-Puch),
Panda 4 x 4 (Steyr-Puch),
Panda 45 / 1000,Panda 45 / 1000 CL
Panda 45 / 1000,Panda 45 / 1000 CL
Panda 45 / 1000,Panda 45 / 1000 CL
Panda 45 / 1000,Panda 45 / 1000 CL
127 Sport 1300 3 portes,
127 Sport 1300 3 portes,
127 Sport 70 HP coach,127 Sport 70 HP coach
127 Sport 70 HP coach,127 Sport 70 HP coach
127 (900) 2 ou 3 portes,
127 (900) 2 ou 3 portes,
Ritmo 130 TC Abarth,Ritmo 130 TC Abarth
Ritmo 130 TC Abarth,Ritmo 130 TC Abarth
Ritmo 130 TC Abarth,Ritmo 130 TC Abarth
Ritmo 130 TC Abarth,Ritmo 130 TC Abarth
132-2000 / 2000 ie berline,
132-2000 / 2000 ie berline,
131 Racing 2000 TC coach,
131 Racing 2000 TC coach,
131 Supermirafiori 1600 TC berline,131 Supermirafiori 2500 D berline
131 Supermirafiori 1600 TC berline,131 Supermirafiori 2500 D berline
131 Supermirafiori 1600 TC berline,131 Supermirafiori 2500 D berline
131 Supermirafiori 1600 TC berline,131 Supermirafiori 2500 D berline
131 S/LS Panorama 1600 break,131 L Panorama 1300 break
131 S/LS Panorama 1600 break,131 L Panorama 1300 break
130 berline 3200,130 berline 3200 autom.
130 berline 3200,130 berline 3200 autom.
130 berline 3200,130 berline 3200 autom.
130 berline 3200,130 berline 3200 autom.
128 SL 1100 coupé,128 SL 1100 coupé
128 SL 1100 coupé,128 SL 1100 coupé
128 SL 1100 coupé,128 SL 1100 coupé
128 SL 1100 coupé,128 SL 1100 coupé
128 Rally 1300 coach,
128 Rally 1300 coach,
128 Rally 1300 coach,
128 Rally 1300 coach,
128 1100/1300 2 ou 4 portes,
128 1100/1300 2 ou 4 portes,
128 1100/1300 2 ou 4 portes,
128 1100/1300 2 ou 4 portes,
128 1100/1300 2 ou 4 portes,
128 1100/1300 2 ou 4 portes,
125 berline,125 S berline
125 berline,125 S berline
Pininfarina Spider Europa,Pininfarina Spider Europa
Pininfarina Spider Europa,Pininfarina Spider Europa
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1800 Spider,124 Sport 1800 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1600 Spider,124 Sport 1600 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1400 Spider,124 Sport 1400 Spider
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1800 coupé,124 Sport 1800 coupé
124 Sport 1600 coupé (124 BC),
124 Sport 1600 coupé (124 BC),
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 Sport 1400 coupé,124 Sport 1400 coupé
124 berline,124 berline
124 berline,124 berline
133 coach 850 (Seat),
133 coach 850 (Seat),
900 E Panorama minibus,
900 E Panorama minibus,
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Shellette / Spiaggetta Michelotti,850 Special Spiaggetta Michelotti
850 Grand Prix berlinette Lombardi,850 Grand Prix Lombardi
850 Grand Prix berlinette Lombardi,850 Grand Prix Lombardi
850 Racer Berlinetta Bertone,850 Racer Berlinetta Bertone
850 Racer Berlinetta Bertone,850 Racer Berlinetta Bertone
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 Sport spider,850 Sport spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 spider,850 spider
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 Sport coupé,850 Sport coupé
850 coupé,850 coupé
850 coupé,850 coupé
850 coupé,850 coupé
850 coupé,850 coupé
850 coupé,850 coupé
850 coupé,850 coupé
850 Special coach,850 Special coach
850 Special coach,850 Special coach
850 coach,850 coach
850 coach,850 coach
850 coach,850 coach
850 coach,850 coach
850 coach,850 coach
850 coach,850 coach
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
"1500 / 1500 S cabriolet (118 S, OSCA)","1500 S cabriolet (118 S, OSCA)"
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1500 cabriolet Pininfarina (118 H / 118 K),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 cabriolet Pininfarina (118 G),1500 cabriolet Pininfarina (118 H /118 K)
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1200 Trasformabile cabriolet,1200 Trasformabile cabriolet
1100 TV Trasformabile cabriolet,1100 TV Trasformabile cabriolet
1100 TV Trasformabile cabriolet,1100 TV Trasformabile cabriolet
1100 TV Trasformabile cabriolet,1100 TV Trasformabile cabriolet
1100 TV Trasformabile cabriolet,1100 TV Trasformabile cabriolet
1100 R (103 P) Familiare break,
1100 R (103 P) Familiare break,
1100 (103 E) berline,1100 (103) berline
1100 (103 E) berline,1100 (103) berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
1100 TV berline,1100 TV berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
Nuova 1100 (Tipo 103) berline,Nuova 1100 (Tipo 103) berline
1500 C berline,1500 C berline
1500 C berline,1500 C berline
1500 C berline,1500 C berline
1500 C berline,1500 C berline
1300 berline,1300 berline
1300 berline,1300 berline
1300 berline,1300 berline
1300 berline,1300 berline
2300 berline,2300 berline
2300 berline,2300 berline
2300 berline,2300 berline
2300 berline,2300 berline
1800/1800 B berline,1800/1800 B berline
1800/1800 B berline,1800/1800 B berline
1800/1800 B berline,1800/1800 B berline
1800/1800 B berline,1800/1800 B berline
1900 B Granluce coupé,
1900 B Granluce coupé,
1900 berline,1900 berline
1900 berline,1900 berline
1400 berline,100 berline
1400 berline,100 berline
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette Zagato,8V berlinette Zagato
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
8V berlinette usine,8V berlinette
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 Multipla / 600 D Multipla limousine,
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 D coach,600 D coach
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 Jolly torpédo Ghia,600 Jolly torpédo Ghia
600 coach découvrable,
600 coach découvrable,
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
600 coach,600 coach
