auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
AUSTIN-HEALEY,15/01/2015,Scottsdale,3000 Mk I (BT7) roadster 2 places,Bonhams,47 920 €,REST,V,,,602,
AUSTIN-HEALEY,23/06/2011,London,3000 (BN7) roadster 2 places préparée course,RM Auctions,35 960 €,REST,V,,,602,
AUSTIN-HEALEY,12/03/2010,AmeliA IslAnd,3000 (BN7) roadster 2 places LHD,Gooding & Co,43 360 €,REST,V,,,602,
AUSTIN-HEALEY,20/03/2010,Sainte-Geneviève,"3000 (BN7) roadster 2 places LHD, roues fil",Australe,30 500 €,RAR,V,,,602,
,,,,,,,,,,11506,
AUSTIN-HEALEY,06/12/2017,New York,100 Six (BN6) roadster ,RM Sotheby,151 780 €,REST,V,,,11506,
AUSTIN-HEALEY,06/12/2017,Londres,100 Six (BN6) roadster 2 places + hard-top préparé 180 ch,Bonhams,47 620 €,REST/TR,V,,,11506,
AUSTIN-HEALEY,22/10/2017,Paris,100 Six (BN6) roadster 2 places,Leclère,49 000 €,REST,V,,,11506,
AUSTIN-HEALEY,27/11/2010,Toffen,"100 Six (BN 6 L) roadster LHD, roues fil",Oldtimer Galerie Toffen,33 880 €,OR+,V,,,11506,
AUSTIN-HEALEY,30/04/2010,Monaco,100 Six (BT4/BT6) roadster 2+2,Coys,37 000 €,REST,V,,,11506,
,,,,,,,,,,601,
AUSTIN-HEALEY,23/06/2019,Paris,100 Six (BN4L) roadster 2+2,Claude Aguttes,71 100 €,REST,V,,,601,
AUSTIN-HEALEY,18/05/2019,Brooklands,100 Six (BN4) roadster 2+2 RHD,Historics at Brooklands,40 790 €,REST,V,,,601,
AUSTIN-HEALEY,22/09/2018,Brooklands,"100 Six (BN4) roadster 2+2 RHD, freins disque",Historics at Brooklands,63 510 €,REST,V,,,601,
AUSTIN-HEALEY,24/06/2018,Montastruc,100 Six (BN4L) roadster 2+2,Stanislas Machoïr,42 000 €,OR,V,,,601,
AUSTIN-HEALEY,18/01/2018,Scottsdale,100 Six roadster 2+2,Bonhams,25 160 €,REST,V,,,601,
AUSTIN-HEALEY,21/10/2017,Fontainebleau,100 Six (BN4) roadster 2+2 overdrive,Osenat,50 400 €,REST,V,,,601,
AUSTIN-HEALEY,19/03/2017,Fontainebleau,"100 Six (BN4L) roadster, roues fil",Jean-Pierre Osenat,42 000 €,REST,V,,,601,
AUSTIN-HEALEY,19/03/2017,Goodwood,100 Six (BN4) roadster préparé,Bonhams,39 720 €,REST,V,,,601,
AUSTIN-HEALEY,20/03/2016,Goodwood,"100 Six (BN6L) roadster, conversion RHD",Bonhams,57 650 €,REST/TR,V,,,601,
AUSTIN-HEALEY,20/03/2016,Goodwood,"100 Six roadster comp. ex-Don Grimshaw, palmarès",Bonhams,200 910 €,REST/TR,V,,,601,
AUSTIN-HEALEY,28/11/2015,Brooklands,100 Six (BN 4) roadster,Historics at Brooklands,41 350 €,REST,V,,,601,
AUSTIN-HEALEY,20/06/2015,Lyon,"100 Six (BN4) roadster LHD, roues fil",Claude Aguttes,48 000 €,REST+,V,,,601,
AUSTIN-HEALEY,14/06/2015,Fontainebleau,"100 Six (BN6L) roadster LHD, roues fil",Jean-Pierre Osenat,60 600 €,REST,V,,,601,
AUSTIN-HEALEY,15/03/2015,Fontainebleau,"100 Six (BN 6L) roadster 2 places LHD, roues fil",Jean-Pierre Osenat,60 000 €,REST+,V,,,601,
AUSTIN-HEALEY,05/02/2014,Paris,100 Six BN4 roadster,RM Auctions/Sotheby's,36 400 €,REST,V,,,601,
AUSTIN-HEALEY,30/11/2013,Toffen,100 Six roadster ,Oldtimer Galerie Toffen,54 650 €,REST,V,,,601,
,,,,,,,,,,600,
AUSTIN-HEALEY,19/01/2017,Scottsdale,100 S (AHS) roadster compétition-client,Bonhams,506 980 €,REST,V,,,600,
AUSTIN-HEALEY,06/12/2015,Londres,100 S coupé RHD ex-Donald Healey,Bonhams,885 800 €,EX,V,,,600,
AUSTIN-HEALEY,14/03/2015,Amelia Island,100 S roadster,RM Sotheby's,963 930 €,REST,V,,,600,
AUSTIN-HEALEY,01/12/2011,Weybridge,100 S Le Mans usine “NOJ 393”,Bonhams,895 050 €,OR-/EX,V,,,600,
AUSTIN-HEALEY,11/03/2011,AmeliA IslAnd,100 S (AHS) roadster LHD,Gooding & Company,414 000 €,EX,V,,,600,
,,,,,,,,,,599,
AUSTIN-HEALEY,17/03/2019,Paris,100 M (BN2L) roadster,Claude Aguttes,68 740 €,REST,V,,,599,
AUSTIN-HEALEY,07/02/2019,Paris,100 M roadster,Bonhams,126 500 €,REST,V,,,599,
AUSTIN-HEALEY,08/12/2018,Los Angeles,"100 roadster LHD, kit Le Mans",RM Sotheby's,68 960 €,REST,V,,,599,
AUSTIN-HEALEY,05/10/2018,Knokke le Zoute,100 M (Le Mans) roadster LHD,Bonhams,184 000 €,REST,V,,,599,
AUSTIN-HEALEY,05/09/2018,Londres,100 M (Le Mans) roadster,RM Sotheby's,108 460 €,REST,V,,,599,
