auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
ASTON MARTIN,18/06/2017,Fontainebleau,DB 9 V12 Volante LHD autom.,Jean-Pierre Osenat,57 600 €,OR+,V,,,12004,
ASTON MARTIN,10/03/2017,Amelia Island,DB 9 V12 Volante LHD mécan.,RM Sotheby's,69 090 €,OR+,V,,,12004,
ASTON MARTIN,06/02/2017,La Mézière,DB 7 Vantage V12 Volante USA,Alcopa Auction Rennes,40 480 €,OR+,V,,,12004,
ASTON MARTIN,25/11/2016,Milan,DB 7 Vantage V12 Volante,RM Sotheby's,58 240 €,OR,V,,,12004,
ASTON MARTIN,26/11/2016,Toffen,DB 7 Vantage V12 Volante LHD autom.,Oldtimer Galerie Toffen,49 547 €,OR+,V,,,12004,
ASTON MARTIN,25/11/2016,Milan,DB 9 Volante V12 6.0 cabriolet,RM Sotheby's,69 440 €,OR+,V,,,12004,
ASTON MARTIN,26/11/2016,Brooklands,DB 7 Vantage V12 Volante,Historics at Brooklands,35 082 €,OR+,V,,,12004,
ASTON MARTIN,20/03/2016,Goodwood,DB 7 Vantage V12 Volante,Bonhams,46 710 €,OR+,V,,,12004,
,,,,,,,,,,12314,
ASTON MARTIN,08/09/2018,Goodwood,DB 7 V12 GTA coupé RHD autom.,Bonhams,27 050 €,OR+,V,,,12314,
ASTON MARTIN,23/02/2018,Coventry,V12 Saloon ,Silverstone Auction,102 270 €,OR+,V,,,12314,
ASTON MARTIN,06/12/2017,Londres,DB7 V12 GT coupé,Bonhams,68 680 €,OR+,V,,,12314,
,,,,,,,,,,12003,
ASTON MARTIN,13/07/2019,Brooklands,DB 7 Vantage V12 Saloon,Historics at Brooklands,24 960 €,OR+,V,,,12003,
ASTON MARTIN,02/03/2019,Ascott,DB 7 Vantage V12 Saloon,Historics at Brooklands,27 330 €,OR+,V,,,12003,
ASTON MARTIN,19/05/2018,Brooklands,DB 7 Vantage V12 Saloon,Historics at Brooklands,33 880 €,OR+,V,,,12003,
ASTON MARTIN,19/05/2018,Brooklands,DB 7 Vantage V12 Saloon,Historics at Brooklands,33 740 €,OR+,V,,,12003,
ASTON MARTIN,23/02/2018,Coventry,DB 7 Vantage V12 Saloon,Silverstone Auction,36 170 €,OR+,V,,,12003,
ASTON MARTIN,13/05/2017,Newport Pagnell,DB 7 Vantage V12 Saloon LHD Touchtronic,Bonhams,65 000 €,OR+,V,,,12003,
ASTON MARTIN,13/05/2017,Newport Pagnell,Vantage Le Mans 550 coupé RHD (n° 29/40),Bonhams,364 430 €,OR+,V,,,12003,
ASTON MARTIN,07/12/2016,Londres,DB 7 Vantage V12 Saloon RHD mécan.,Bonhams,62 165 €,OR+,V,,,12003,
ASTON MARTIN,25/11/2016,Milan,DB 7 GT V12 Saloon,RM Sotheby's,84 000 €,OR+,V,,,12003,
ASTON MARTIN,26/11/2016,Brooklands,DB 7 GTA V12 Saloon,Historics at Brooklands,79 733 €,OR+,V,,,12003,
ASTON MARTIN,21/05/2016,Newport Pagnell,Project Vantage V12 proto usine LHD,Bonhams,115 080 €,EX,V,,,12003,
,,,,,,,,,,11904,
ASTON MARTIN,19/05/2019,Wormsley,DB 7 3.2 Volante cabriolet RHD,Bonhams,26 240 €,OR+,V,,,11904,
ASTON MARTIN,02/03/2019,Ascott,DB 7 i6 3.2 Volante cabriolet,Historics at Brooklands,34 480 €,OR+,V,,,11904,
ASTON MARTIN,06/04/2018,Fort Lauderdale,DB 7 3.2 Volante Dunhill Edition,RM Sotheby's,26 040 €,OR,V,,,11904,
