auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
FIAT,05/02/2015,Paris,Dino 2400 Spider,Bonhams,141 600 €,REST+,V,,,2442,
FIAT,05/07/2014,Le Mans,Dino 2400 Spider hard-top,Artcurial Motorcars,139 464 €,REST,V,,,2442,
FIAT,11/11/2012,Paris,Dino 2400 Spider hard-top,Artcurial Motorcars,45 272 €,OR+,V,,,2442,
FIAT,17/09/2010,Goodwood,Dino 2400 Spider + hard-top,Bonhams,38 850 €,REST,V,,,2442,
FIAT,12/09/2009,Beaulieu,Dino 2400 Spider,Bonhams,24 200 €,REST,V,,,2442,
FIAT,10/05/2008,Monaco (Bonhams),Dino 2400 Spider,Bonhams SAM,70 000 €,REST+,V,,,2442,
,,,,,,,,,,2441,
FIAT,18/03/2018,Goodwood,Dino 2000 Spider + hard-top,Bonhams,114 230 €,REST,V,,,2441,
FIAT,18/06/2017,Fontainebleau,Dino 2000 Spider,Jean-Pierre Osenat,99 600 €,OR+,V,,,2441,
FIAT,21/03/2015,Lyon,Dino 2000 Spider,Claude Aguttes,72 000 €,OR,V,,,2441,
FIAT,05/02/2015,Paris,Dino 2000 Spider,Bonhams,147 500 €,OR+,V,,,2441,
FIAT,15/01/2015,Phoenix,Dino 2000 Spider,RM Auctions,94 050 €,REST,V,,,2441,
FIAT,04/09/2014,Londres,Dino 2000 Spider,Silverstone Auctions,95 052 €,REST,V,,,2441,
FIAT,01/12/2007,Toffen,Dino 2000 Spider,Oldtimer Galerie Toffen,22 100 €,OR,V,,,2441,
FIAT,27/10/2007,Padoue,Dino 2000 Spider,Coys (Europe),24 000 €,OR+,V,,,2441,
FIAT,15/09/2007,Toffen,Dino 2000 Spider,Oldtimer Galerie Toffen,19 500 €,OR,V,,,2441,
,,,,,,,,,,2440,
FIAT,08/04/2018,Montastruc,Dino 2400 coupé,Stanislas Machoïr,58 800 €,REST+,V,,,2440,
FIAT,07/04/2017,Esvres sur Indre,Dino 2400 coupé,Alcopa Auction Tours,34 560 €,OR,V,,,2440,
FIAT,25/11/2016,Milan,Dino 2400 coupé,RM Sotheby's,56 000 €,OR,V,,,2440,
FIAT,20/11/2016,Auvers sur Oise,Dino 2400 coupé,William Le Calvez,54 752 €,REST,V,,,2440,
FIAT,31/10/2016,La Mézière,Dino 2400 coupé,Alcopa Auction,42 450 €,OR+,V,,,2440,
FIAT,12/06/2016,Auvers sur Oise,Dino 2400 coupé,William Le Calvez,51 040 €,OR+,V,,,2440,
FIAT,20/04/2016,Duxford,Dino 2400 coupé,H & H Classic Auctions,60 619 €,REST,V,,,2440,
FIAT,07/11/2010,Paris,Dino 2400 coupé,Artcurial Motorcars,12 800 €,OR+,V,,,2440,
FIAT,09/06/2010,Buxton,Dino 2400 coupé (LHD),H & H Classic Auctions,9 080 €,OR+,V,,,2440,
FIAT,16/12/2007,Fontainebleau,Dino 2400 coupé,Jean-Pierre Osenat,8 500 €,OR+,V,,,2440,
FIAT,24/03/2007,Avignon,Dino 2400 coupé,Besch Cannes Auction / M. Cornu,3 200 €,OR,V,,,2440,
FIAT,10/06/2006,Nonsard,Dino 2400 coupé,SCP Cappelaere-Prunaux,9 000 €,OR,V,,,2440,
,,,,,,,,,,2439,
FIAT,23/06/2019,Paris,Dino 2000 coupé,Claude Aguttes,86 440 €,REST+,V,,,2439,
FIAT,06/02/2019,Paris,Dino 2000 coupé,RM Sotheby's,51 750 €,OR+,V,,,2439,
FIAT,17/11/2018,Turin,Dino 2000 coupé,Aste Bolaffi,52 900 €,REST,V,,,2439,
FIAT,15/03/2015,Fontainebleau,Dino 2000 coupé,Jean-Pierre Osenat,21 000 €,OR,V,,,2439,
FIAT,06/02/2015,Paris,Dino 2000 coupé,Artcurial Motorcars,59 600 €,OR+,V,,,2439,
FIAT,02/02/2012,Paris,Dino coupé 2 litres,Bonhams,16 100 €,REST,V,,,2439,
,,,,,,,,,,12035,
FIAT,29/06/2017,Saint-Priest,Coupé 1.8,Alcopa Auction Lyon,2 490 €,OR+,V,,,12035,
,,,,,,,,,,12026,
FIAT,17/11/2018,Turin,Punto Cabrio ex-Nuccio Bertone,Aste Bolaffi,12 080 €,OR+,V,,,12026,
FIAT,10/09/2016,Goodwood,Stilo Groupe A rallye ex-usine,Bonhams,15 750 €,EX,V,,,12026,
,,,,,,,,,,12025,
FIAT,08/02/2018,Paris,500 Jollycar,Bonhams,46 000 €,OR+,V,,,12025,
,,,,,,,,,,12164,
FIAT,25/11/2016,Milan,Panda 4 x 4,RM Sotheby's,13 440 €,OR+,V,,,12164,
,,,,,,,,,,12163,
FIAT,07/04/2019,Le Mans,Panda 45 / 1000 CL,Marie Line Balsan / Dominique Pagneux,530 €,OR,V,,,12163,
FIAT,17/05/2017,Pau,"Panda 750 CL Bianca, double toit souple",HdV Pau-Pyrénées (Gestas-Carrère),2 090 €,OR,V,,,12163,
,,,,,,,,,,11565,
FIAT,05/07/2014,Le Mans,Panda 45 Coupe du Monde découvrable,Artcurial Motorcars,10 132 €,OR+,V,,,11565,
,,,,,,,,,,9145,
FIAT,10/11/2016,Fayence,127 Sport 70 HP coach,Jean-Pierre Osenat,1 250 €,SEP,V,,,9145,
,,,,,,,,,,12259,
FIAT,30/10/2018,Cenon,127 2 portes,Briscadieu,1 850 €,OR,V,,,12259,
,,,,,,,,,,8544,
FIAT,14/10/2017,Toffen,Ritmo 125 TC Abarth,Oldtimer Galerie Toffen,5 830 €,OR+,V,,,8544,
FIAT,20/07/2008,Uzerche,Ritmo 130 TC Abarth,Me Arnaud-Lacroze / M. Saint Gal,3 000 €,OR,V,,,8544,
,,,,,,,,,,9142,
FIAT,20/01/2019,Tarbes,132-2000 berline,SVV Henri Adam / M. Bonoron,510 €,SEP,V,,,9142,
,,,,,,,,,,8359,
FIAT,01/05/2007,Sury aux Bois,131 Panorama L 1300 break,Montargis Enchères,210 €,OR,V,,,8359,
,,,,,,,,,,11773,
FIAT,20/01/2019,Tarbes,131 Mirafiori 2500 D berline (sans CG),SVV Henri Adam / M. Bonoron,60 €,EP/INC,V,,,11773,
FIAT,20/01/2019,Tarbes,131 Supermirafiori 2500 D berline,SVV Henri Adam / M. Bonoron,80 €,SEP,V,,,11773,
,,,,,,,,,,11772,
FIAT,19/09/2009,Kaufdorf,131 L Panorama 1300 break,Oldtimer Galerie Toffen,200 €,OR-,V,,,11772,
,,,,,,,,,,2437,
FIAT,23/06/2019,Paris,130 berline 3200 autom.,Claude Aguttes,5 020 €,OR+,V,,,2437,
FIAT,07/06/2017,Fléville devant Nancy,130 Berlina 3200 mécan.,Alcopa Auction Nancy,10 660 €,OR+,V,,,2437,
,,,,,,,,,,9566,
FIAT,02/07/2006,Guilly,128 SL 1100 coupé,Montargis Enchères,700 €,OR,V,,,9566,
FIAT,02/07/2006,Guilly,"128 SL 1100 coupé, plus lot de pièces",Montargis Enchères,420 €,OR-,V,,,9566,
,,,,,,,,,,8356,
FIAT,15/09/2007,Toffen,128 CL 1300 berline,Oldtimer Galerie Toffen,2 280 €,OR+,V,,,8356,
FIAT,17/04/2006,Saint James,128-1100 CL berline,SVV Toutain-Vente / M. Vaudouër,900 €,OR+,V,,,8356,
,,,,,,,,,,11778,
FIAT,13/05/2017,Echarcon,128 berline 4 portes (sans CG),AuctionArt (Rémy Le Fur) / M. Bonoron,60 €,SEP,V,,,11778,
FIAT,20/07/2014,Uzerche,128 berline 4 portes (sans CG),Brivenchères (Me Gillardeau),122 €,OR-,V,,,11778,
FIAT,02/05/2010,Montbazon,128 berline 1100,Five Auctions Tours,450 €,OR,V,,,11778,
,,,,,,,,,,8358,
FIAT,28/04/2012,Toffen,125 S berline,Oldtimer Galerie Toffen,3 730 €,OR+,V,,,8358,
,,,,,,,,,,7603,
FIAT,16/09/2006,Toffen,Pininfarina Spider Europa,Oldtimer Galerie Toffen,5 850 €,OR,V,,,7603,
,,,,,,,,,,7601,
FIAT,21/03/2018,Duxford,124 Sport 1800 Spider USA,H and H Classics,11 600 €,REST-,V,,,7601,
FIAT,09/03/2013,Brooklands,124 Sport 1800 Spider,Historics at Brooklands,7 171 €,OR+,V,,,7601,
FIAT,22/06/2007,Goodwood,"124 Sport 1800 Spider, conversion RHD",Bonhams,7 500 €,REST/TR,V,,,7601,
,,,,,,,,,,2433,
FIAT,10/04/2019,Buxton,124 Sport 1600 Spider LHD,H and H,15 020 €,REST,V,,,2433,
FIAT,21/10/2018,Paris,124 Sport 1600 Spider,Leclère MDV,16 800 €,RAR,V,,,2433,
FIAT,02/09/2018,Auburn,124 Sport 1600 Spider,RM Sotheby's,4 260 €,OR,V,,,2433,
