auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
MG,20/03/2019,Duxford,MGA 1600 coupé RHD,H and H,22 090 €,REST,V,,,4412,
MG,17/06/2018,Fontainebleau,"MGA 1600 coupé LHD, roues fil",Osenat,25 200 €,REST,V,,,4412,
MG,08/11/2014,Lyon (Brotteaux),"MGA 1600 coupé LHD, roues fil",Claude Aguttes,26 400 €,REST,V,,,4412,
MG,22/06/2007,Goodwood,MGA 1600 coupé Monza préparé,Bonhams,20 250 €,TR,V,,,4412,
MG,04/12/2006,Londres,"MGA 1600 coupé conversion RD, roues fil",Bonhams,11 250 €,REST/TR,V,,,4412,
MG,20/02/2006,Blackbushe,"MGA 1600 coupé RHD, roues fil",BCA Classic & Historic,7 910 €,REST,V,,,4412,
,,,,,,,,,,4411,
MG,15/06/2019,Fontainebleau,"MGA 1600 roadster LHD, roues fil",Jean-Pierre Osenat,23 400 €,REST,V,,,4411,
MG,02/03/2019,Ascott,MGA 1600 roadster RHD,Historics at Brooklands,18 220 €,OR-,V,,,4411,
MG,17/01/2019,Scottsdale,MGA 1600 roadster,Bonhams,28 480 €,REST,V,,,4411,
MG,30/09/2018,Linas,MGA 1600 roadster,Aguttes,30 440 €,REST,V,,,4411,
MG,22/09/2018,Brooklands,MGA 1600 roadster RHD,Historics at Brooklands,22 100 €,REST,V,,,4411,
MG,01/09/2018,Beaulieu,"MGA 1600 roadster, moteur Riley, calandre Mk II",Bonhams,20 520 €,REST/TR,V,,,4411,
MG,24/08/2018,Quail Lodge,MGA 1600 roadster,Bonhams,37 550 €,OR+,V,,,4411,
MG,02/09/2017,Blenheim Palace,MGA 1600 roadster,Silverstone Auctions,56 980 €,REST,V,,,4411,
MG,31/05/2017,Ascot,MGA 1600 roadster,Historics at Brooklands,36 450 €,REST,V,,,4411,
MG,04/06/2017,Greenwich,MGA 1600 roadster hard-top,Bonhams,20 570 €,REST,V,,,4411,
MG,22/04/2017,Neuilly sur Seine,"MGA 1600 roadster LHD, roues fil",Claude Aguttes,27 600 €,REST,V,,,4411,
