auction_url,quote_id,quote_max_price,quote_model,quote_year
cote.encheres.php?idCote=12136,12136,5 500 €,323 ti Compact (E 36) 3 portes,1997
cote.encheres.php?idCote=12449,12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
cote.encheres.php?idCote=12135,12135,19 500 €,M 3 3.0 (E 36),1992
,,45 000 €,M 3 GT 3.0 (E 36) 2 portes,1995
cote.encheres.php?idCote=11763,11763,22 000 €,M 3 3.2 (E 36),1995
,,"(None,)","(None,)","(None,)"
cote.encheres.php?idCote=12335,12335,40 000 €,M 3 Cabriolet (E 36),1994
cote.encheres.php?idCote=12527,12527,25 000 €,M3 E46 Coupé / Cabriolet,2001
cote.encheres.php?idCote=12134,12134,27 000 €,Alpina B 3 3.2 (E 36),1996
cote.encheres.php?idCote=12451,12451,90 000 €,M 3 CSL (E 46) Coupé,2003
,,7 000 €,518 (E 12) berline,1975
cote.encheres.php?idCote=12337,12337,9 000 €,520 (E 12) berline,1973
cote.encheres.php?idCote=10975,10975,9 500 €,520 i (E 12) berline,1973
cote.encheres.php?idCote=10976,10976,8 500 €,520/6 berline,1977
cote.encheres.php?idCote=10977,10977,12 000 €,525 berline,1974
cote.encheres.php?idCote=12338,12338,16 000 €,528 berline,1976
,,20 000 €,528 i (E 12) berline 176/184 ch,1978
cote.encheres.php?idCote=9059,9059,34 000 €,M 535 i (E 12) berline 218 ch,1980
,,55 000 €,Alpina B 7 S turbo (E 12) berline,1979
cote.encheres.php?idCote=12339,12339,4 000 €,518 / 518 i (E 28) berline,1981
cote.encheres.php?idCote=12340,12340,6 000 €,520 i (E 28) berline,1981
cote.encheres.php?idCote=12341,12341,8 000 €,525 i (E 28) berline,1981
,,"(None,)","(None,)","(None,)"
cote.encheres.php?idCote=12342,12342,7 000 €,525 e (E 28) berlne,1984
cote.encheres.php?idCote=12132,12132,9 500 €,528 i (E 28) berline,1981
,,9 000 €,528 i Sport (E 28) berline,1981
cote.encheres.php?idCote=9060,9060,15 000 €,535 i (E 28) berline 218 ch,1984
cote.encheres.php?idCote=9061,9061,19 000 €,M 535 i (E 28) berline 218 ch,1985
cote.encheres.php?idCote=9062,9062,48 000 €,M 5 (E 28) berline 286 ch,1985
cote.encheres.php?idCote=12130,12130,33 000 €,Alpina B 7 turbo (E 28) berline,1984
cote.encheres.php?idCote=10979,10979,22 000 €,Alpina B 9 3.5 (E 28) berline 245 ch,1983
,,24 000 €,Alpina B 10 3.5 (E 28) berline,1985
cote.encheres.php?idCote=12126,12126,27 000 €,M 5 3.6 (E 34) berline,1988
cote.encheres.php?idCote=12125,12125,32 000 €,M 5 3.8 (E 34) berline,1992
cote.encheres.php?idCote=12129,12129,38 000 €,Alpina B 10 bi-turbo (E 34) berline,1989
cote.encheres.php?idCote=801,801,19 000 €,2500 berline,1969
cote.encheres.php?idCote=802,802,21 000 €,2800 berline,1969
cote.encheres.php?idCote=803,803,22 000 €,3.0 S berline,1972
cote.encheres.php?idCote=804,804,28 000 €,3.0 Si berline,1972
,,"(None,)","(None,)","(None,)"
,,22 000 €,2.8 L berline,1975
,,23 000 €,3.0 L berline,1975
,,33 000 €,3.3 L berline,1975
,,37 000 €,3.3 Li berline,1976
cote.encheres.php?idCote=816,816,25 000 €,2.5 CS coupé,1974
cote.encheres.php?idCote=812,812,29 500 €,2800 CS coupé,1969
cote.encheres.php?idCote=813,813,35 000 €,3.0 CS coupé,1971
cote.encheres.php?idCote=814,814,48 000 €,3.0 CSi coupé,1973
cote.encheres.php?idCote=815,815,175 000 €,3.0 CSL coupé 2985 cm3 (allégé),1971
cote.encheres.php?idCote=8554,8554,190 000 €,3.0 CSL coupé 3003 cm3 pack ville,1972
cote.encheres.php?idCote=8555,8555,210 000 €,3.0 CSL coupé 3153 cm3 (Batmobile),1973
cote.encheres.php?idCote=9063,9063,10 000 €,628 CSi coupé,1980
cote.encheres.php?idCote=9064,9064,14 000 €,630 CS coupé,1976
cote.encheres.php?idCote=9065,9065,26 000 €,633 CSi coupé,1976
cote.encheres.php?idCote=9066,9066,16 000 €,635 CSi coupé (218 ch),1979
cote.encheres.php?idCote=9067,9067,42 000 €,M 635 CSi coupé (286 ch),1984
,,"(None,)","(None,)","(None,)"
cote.encheres.php?idCote=10980,10980,65 000 €,Alpina B 7 S turbo coupé (330 ch),1985
cote.encheres.php?idCote=12009,12009,10 000 €,728 i / 730 / 732 i / 733 i (E 23) berlines,1977
cote.encheres.php?idCote=12343,12343,12 000 €,735 i (E 23) berline,1979
cote.encheres.php?idCote=9068,9068,16 000 €,745 i turbo (E 23) berline 252 ch,1980
cote.encheres.php?idCote=12010,12010,9 000 €,750 i / 750 iL V12 (E 32) berline,1987
,,22 000 €,Alpina B 11 3.5 (E 32) berline,1987
cote.encheres.php?idCote=12128,12128,29 000 €,Alpina B 12 5.0 (E 32) berline,1988
cote.encheres.php?idCote=12124,12124,7 500 €,750 i / 750 i L V12 (E 38) berline,1994
cote.encheres.php?idCote=11548,11548,27 000 €,840 i / 840 Ci coupé V8 4.0 (286 ch),1993
cote.encheres.php?idCote=11509,11509,22 000 €,850 i coupé V12 5.0 (300 ch),1990
cote.encheres.php?idCote=11549,11549,24 000 €,850 Ci coupé V12 5.4 (326 ch),1993
cote.encheres.php?idCote=11550,11550,65 000 €,850 CSi coupé V12 5.6 (380 ch),1993
cote.encheres.php?idCote=12345,12345,65 000 €,Alpina B 12 5.0 (E 31) coupé,1992
cote.encheres.php?idCote=12127,12127,95 000 €,Alpina B 12 5.7 (E 31) coupé,1992
cote.encheres.php?idCote=817,817,600 000 €,M 1 berlinette ,1978
cote.encheres.php?idCote=8340,8340,85 000 €,Z 1 roadster,1990
,,"(None,)","(None,)","(None,)"
cote.encheres.php?idCote=12123,12123,8 000 €,Z 3 1.8 / 1.9 roadster,1996
,,10 000 €,Z 3 2.0 / 2.2 roadster,1999
cote.encheres.php?idCote=11950,11950,14 000 €,Z 3 2.8 roadster,1995
,,17 000 €,Z 3 3.0 roadster,2000
cote.encheres.php?idCote=11951,11951,17 000 €,Z 3 2.8 Coupé,1998
cote.encheres.php?idCote=12453,12453,23 000 €,Z 3 3.0 Coupé,2000
cote.encheres.php?idCote=11952,11952,42 000 €,Z 3 M Coupé,1998
cote.encheres.php?idCote=12526,12526,35 000 €,Z 3 M Roadster,1997
cote.encheres.php?idCote=11838,11838,240 000 €,Z 8 roadster,2000
