auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
TRIUMPH,15/01/2015,Scottsdale,TR 4 cabriolet,Bonhams,18 990 €,REST,V,,6742&index=2,
TRIUMPH,15/01/2015,Scottsdale,TR 4 A cabriolet,Bonhams,21 610 €,OR+,V,,6742&index=2,
TRIUMPH,06/09/2014,Beaulieu,TR 4 A cabriolet RHD,Bonhams,23 650 €,REST,V,,6742&index=2,
TRIUMPH,11/10/2010,Sainte-Geneviève,"TR 4 A (CT) cabriolet ex-USA, roues fil",SVV Australe,16 000 €,REST,V,,6742&index=2,
TRIUMPH,11/10/2010,Sainte-Geneviève,"TR 4 A (CT) cabriolet hard-top ex-USA, roues fil",SVV Australe,15 000 €,REST-,V,,6742&index=2,
TRIUMPH,14/06/2010,Sainte-Geneviève,"TR 4 A (CT) cabriolet ""USA""",Australe,10 500 €,REST-,V,,6742&index=2,
TRIUMPH,13/04/2008,Marseille,"TR 4 A (CT) cabriolet ex-USA, imm. belge",Motion / Damien Leclère,15 000 €,REST,V,,6742&index=2,
TRIUMPH,10/12/2007,Paris,TR 4 A (CT) cabriolet ex-USA,"Artcurial Briest, Le Fur, Poulai",22 000 €,REST+,V,,6742&index=2,
TRIUMPH,13/01/2007,Maastricht,"TR 4 A (CT) cabriolet ex-USA, roues fil",Coys Europe,15 000 €,REST,V,,6742&index=2,
,,,,,,,,,8247,
TRIUMPH,17/10/2010,Puymirol,Herald 1200 cabriolet,SVV Miserey / Lions Club / M. Sa,3 000 €,OR,V,,8247,
,,,,,,,,,6764,
TRIUMPH,03/07/2010,Caen,"Spitfire Mark 3 cabriolet LHD, roues fil",Brioult Enchères / M. Pagneux,5 000 €,OR,V,,6764,
TRIUMPH,26/04/2008,Toffen,"Spitfire Mark 3 cabriolet LHD, roues disque",Oldtimer Galerie Toffen,5 850 €,OR+,V,,6764,
TRIUMPH,29/03/2008,Avignon,"Spitfire Mark 3 cabriolet LHD, roues fil",Besch Cannes Auction / M. Cornu,9 000 €,OR+,V,,6764,
TRIUMPH,01/12/2007,Toffen,"Spitfire Mark 3 cabriolet LHD, hard-top, roues fil",Oldtimer Galerie Toffen,5 690 €,OR,V,,6764,
TRIUMPH,10/11/2007,Vimoutiers,Spitfire Mark 3 cabriolet + hard-top,Demade Enchères,3 600 €,OR-,V,,6764,
TRIUMPH,11/07/2007,Leominster,Spitfire Mark 3 cabriolet RHD,Brightwells,2 030 €,OR,V,,6764,
TRIUMPH,15/11/2006,Harrogate,Spitfire Mark 3 cabriolet RHD,Bonhams,1 050 €,OR,V,,6764,
TRIUMPH,12/04/2006,Buxton,Spitfire Mark 3 cabriolet RHD,H & H Classic Auctions,3 750 €,REST,V,,6764,
,,,,,,,,,6763,
TRIUMPH,18/05/2019,Brooklands,Spitfire Mark 2 Le Mans recreation coupé 2 litres,Historics at Brooklands,23 580 €,TR,V,,6763,
TRIUMPH,26/11/2016,Brooklands,"Spitfire Mark 2 cabriolet hard-top, roues fil",Historics at Brooklands,25 514 €,REST,V,,6763,
TRIUMPH,16/03/2014,Fontainebleau,"Spitfire Mark 2 cabriolet, roues disque",Jean-Pierre Osenat,11 920 €,REST,V,,6763,
TRIUMPH,15/06/2013,Chinon,Spitfire Mark 2 cabriolet LHD (sans plaques ni CG),SVV Herbelin / M. Souchaud,1 179 €,REC/INC,V,,6763,
TRIUMPH,15/09/2007,Toffen,Spitfire Mark 2 cabriolet,Oldtimer Galerie Toffen,9 100 €,REST,V,,6763,
,,,,,,,,,6762,
TRIUMPH,02/09/2017,Beaulieu,Spitfire 4 (FC) cabriolet,Bonhams,3 500 €,OR,V,,6762,
TRIUMPH,26/07/2008,Silverstone,Spitfire 4 cabriolet hard-top RHD ex-usine (X 692),Bonhams,28 600 €,EX,V,,6762,
,,,,,,,,,6761,
TRIUMPH,07/09/2013,Beaulieu,Vitesse 2 Litre Mark 2 cabriolet RHD,Bonhams,6 833 €,OR+,V,,6761,
TRIUMPH,10/05/2006,Leominster,"Vitesse 2 Litre Mark 2 cabriolet RHD, roues fil",Brightwells,6 000 €,REST+,V,,6761,
,,,,,,,,,6760,
TRIUMPH,10/04/2019,Buxton,Vitesse 2 Litre cabriolet overdrive RHD,H and H,5 750 €,REST,V,,6760,
TRIUMPH,02/09/2017,Beaulieu,Vitesse 2 Litre cabriolet (conversion),Bonhams,7 490 €,REST/TR,V,,6760,
,,,,,,,,,6759,
TRIUMPH,12/03/2015,Amelia Island,Vitesse 6 cabriolet,Bonhams,24 210 €,REST,V,,6759,
,,,,,,,,,6758,
TRIUMPH,29/11/2014,Toffen,Vitesse 2 Litre Mk 2 cabriolet,Oldtimer Galerie Toffen,12 550 €,REST,V,,6758,
,,,,,,,,,6749&index=2,
TRIUMPH,29/11/2014,Toffen,Vitesse 2 Litre Mk 2 cabriolet,Oldtimer Galerie Toffen,12 550 €,REST,V,,6749&index=2,
,,,,,,,,,6748&index=2,
TRIUMPH,29/11/2014,Toffen,Vitesse 2 Litre Mk 2 cabriolet,Oldtimer Galerie Toffen,12 550 €,REST,V,,6748&index=2,
,,,,,,,,,6747&index=2,
TRIUMPH,29/11/2014,Toffen,Vitesse 2 Litre Mk 2 cabriolet,Oldtimer Galerie Toffen,12 550 €,REST,V,,6747&index=2,
,,,,,,,,,6755,
TRIUMPH,17/03/2018,Vic-Fezensac,Herald Britt (13/60) cabriolet,Gascogne Enchères,4 110 €,RAR,V,,6755,
TRIUMPH,26/03/2016,Vannes,Herald Britt 13/60 cabriolet,SVV Ruellan,4 712 €,OR-,V,,6755,
TRIUMPH,03/12/2012,Weybridge,Herald 13/60 cabriolet RHD,Bonhams,10 632 €,OR+,V,,6755,
TRIUMPH,13/04/2011,Buxton,Herald 13/60 cabriolet RHD,H & H Classic Auctions,4 850 €,REST,V,,6755,
TRIUMPH,10/12/2007,Paris,Herald Britt (13/60) cabriolet,"Artcurial Briest, Le Fur, Poulai",8 500 €,REST,V,,6755,
TRIUMPH,24/06/2007,Tours,Herald Britt (13/60) cabriolet LHD,SVV Chinon (M. Herbelin) / M. So,5 600 €,OR,V,,6755,
,,,,,,,,,6754,
TRIUMPH,10/05/2006,Leominster,Herald 13/60 break RHD,Brightwells,1 320 €,OR+,V,,6754,
,,,,,,,,,6744&index=2,
TRIUMPH,10/05/2006,Leominster,Herald 13/60 break RHD,Brightwells,1 320 €,OR+,V,,6744&index=2,
,,,,,,,,,6771,
TRIUMPH,26/07/2008,Silverstone,2000 Saloon RHD overdrive,Bonhams,5 980 €,REST+,V,,6771,
TRIUMPH,28/05/2006,Gaydon,2000 berline RHD autom.,Bonhams,530 €,OR,V,,6771,
TRIUMPH,12/04/2006,Buxton,2000 berline RHD autom.,H & H Classic Auctions,7 500 €,OR+,V,,6771,
,,,,,,,,,6770,
TRIUMPH,13/07/2019,Brooklands,Stag (LD) cabriolet hard-top V8 Triumph RHD,Historics at Brooklands,17 030 €,REST,V,,6770,
TRIUMPH,10/04/2019,Buxton,Stag (LD) cabriolet hard-top V8 RHD,H and H,16 850 €,OR+,V,,6770,
TRIUMPH,02/03/2019,Ascott,Stag (LD) cabriolet hard-top V8 Triumph RHD,Historics at Brooklands,17 890 €,OR+,V,,6770,
TRIUMPH,22/09/2018,Brooklands,Stag cabriolet hard-top,Historics at Brooklands,19 930 €,OR+,V,,6770,
TRIUMPH,22/09/2018,Brooklands,"Stag cabriolet, V6 Ford 3.0",Historics at Brooklands,7 550 €,REST/TR,V,,6770,
TRIUMPH,07/07/2018,Brooklands,Stag cabriolet hard-top,Historics at Brooklands,15 200 €,REST,V,,6770,
TRIUMPH,19/05/2018,Brooklands,Stag cabriolet hard-top,Historics at Brooklands,14 330 €,OR+,V,,6770,
TRIUMPH,25/11/2017,Brooklands,Stag (LD) cabriolet hard-top V8 Triumph,Historics at Brooklands,10 600 €,REST,V,,6770,
TRIUMPH,31/05/2017,Ascot,"Stag cabriolet hard-top, roues fil",Historics at Brooklands,21 480 €,REST,V,,6770,
TRIUMPH,29/10/2016,Vannes,Stag cabriolet hard-top LHD overdrive,SVV Ruellan,9 300 €,OR,V,,6770,
TRIUMPH,28/11/2015,Toffen,Stag cabriolet V8 RHD,Oldtimer Galerie Toffen,17 449 €,REST,V,,6770,
TRIUMPH,28/11/2015,Brooklands,Stag cabriolet RHD autom.,Historics at Brooklands,15 904 €,REST,V,,6770,
TRIUMPH,06/06/2015,Brooklands,Stag cabriolet + hard-top RHD,Historics at Brooklands,21 555 €,REST,V,,6770,
TRIUMPH,15/03/2015,Fontainebleau,Stag cabriolet hard-top LHD overdrive,Jean-Pierre Osenat,21 000 €,OR+,V,,6770,
TRIUMPH,08/03/2014,Brooklands,Stag cabriolet hard-top RHD,Historics at Brooklands,3 984 €,OR-,V,,6770,
TRIUMPH,08/03/2014,Brooklands,Stag cabriolet hard-top RHD,Historics at Brooklands,7 711 €,REST,V,,6770,
,,,,,,,,,8253,
TRIUMPH,24/08/2018,Quail Lodge,GT 6 Mark F (KC) coupé USA,Bonhams,21 660 €,REST,V,,8253,
,,,,,,,,,6774,
TRIUMPH,14/11/2012,Harrogate,2000 Mark 2 berline RHD overdrive,Bonhams,1 431 €,OR+,V,,6774,
TRIUMPH,13/03/2010,Stoneleigh Park,2000 Mark 2 Saloon RHD,H & H Classic Auctions,1 300 €,OR+,V,,6774,
,,,,,,,,,6772,
TRIUMPH,26/07/2008,Silverstone,2000 Estate RHD,Bonhams,1 690 €,OR,V,,6772,
,,,,,,,,,6769,
TRIUMPH,06/12/2017,Londres,"GT 6 Mark 3 (KE) coupé, ex-série TV Life on Mars",Bonhams,13 470 €,REST,V,,6769,
TRIUMPH,06/06/2015,Brooklands,GT 6 Mk 3 coupé,Historics at Brooklands,7 390 €,OR,V,,6769,
TRIUMPH,13/05/2012,Montastruc,GT 6 Mark 3 coupé LHD (imm. Espagne),FEE Machoïr,10 200 €,REST,V,,6769,
TRIUMPH,06/03/2010,Kidlington,"GT 6 Mark 3 coupé RHD, moteur 2.5 3 carbus",Bonhams,6 600 €,REST/TR,V,,6769,
TRIUMPH,19/11/2007,Harrogate,GT 6 Mark 3 coupé RHD,Bonhams,5 400 €,OR+,V,,6769,
TRIUMPH,05/10/2006,Brooklands,GT 6 Mark 3 coupé RHD,BCA Classic & Historic,6 750 €,REST,V,,6769,
,,,,,,,,,6767,
TRIUMPH,23/02/2019,Birmingham,GT 6 Mark 1 (KC) coupé racing RHD,Silverstone Auctions,20 720 €,REST,V,,6767,
TRIUMPH,14/10/2017,Toffen,GT 6 Mark 1 (KC) coupé,Oldtimer Galerie Toffen,22 340 €,REST,V,,6767,
TRIUMPH,14/06/2015,Fontainebleau,"GT 6 coupé LHD, roues fil",Jean-Pierre Osenat,15 000 €,REST,V,,6767,
,,,,,,,,,6766,
TRIUMPH,30/06/2019,Caen,Spitfire 1500 (FH) cabriolet,Marie Line Balsan / Dominique Pagneux,9 400 €,OR,V,,6766,
TRIUMPH,28/11/2018,Buxton,Spitfire 1500 cabriolet RHD,H and H,12 180 €,REST,V,,6766,
TRIUMPH,29/04/2017,Toffen,Spitfire 1500 cabriolet hard-top,Oldtimer Galerie Toffen,1 330 €,OR-,V,,6766,
TRIUMPH,21/02/2016,Marsac sur l'Isle,Spitfire 1500 cabriolet LHD,Bertrand Miallon,7 200 €,REST,V,,6766,
TRIUMPH,06/12/2015,Montastruc,Spitfire 1500 cabriolet LHD,Stanislas Machoïr,8 880 €,OR,V,,6766,
TRIUMPH,19/07/2015,Uzerche,Spitfire 1500 cabriolet hard-top,Brivenchères (Me Gillardeau),13 420 €,OR+,V,,6766,
TRIUMPH,28/06/2015,Aytré,Spitfire 1500 cabriolet hard-top,SCP MCS / M. Saint-Gal,13 924 €,REST+,V,,6766,
TRIUMPH,22/06/2014,Fontainebleau,"Spitfire 1500 cabriolet hard-top, jantes alu",Jean-Pierre Osenat,7 152 €,OR,V,,6766,
TRIUMPH,22/07/2013,Monaco,Spitfire 1500 cabriolet,Artcurial Motorcars,21 660 €,REST,V,,6766,
TRIUMPH,09/04/2012,Saint-James,Spitfire 1500 cabriolet hard-top LHD,Toutain-Vente / M. Vaudouër,4 657 €,REST,V,,6766,
TRIUMPH,01/10/2010,Buxton,Spitfire 1500 cabriolet RHD,H & H Classic Auctions,5 060 €,REST,V,,6766,
TRIUMPH,25/09/2010,Brooklands,Spitfire 1500 cabriolet RHD,Historic at Brooklands,4 440 €,REST,V,,6766,
TRIUMPH,06/09/2008,Richelieu,Spitfire 1500 cabriolet + hard-top,SdV de Chinon / M. Souchaud,6 000 €,OR,V,,6766,
TRIUMPH,18/05/2008,Fréjus,Spitfire 1500 cabriolet LHD,Besch Cannes Auction / M. Cornu,7 900 €,OR+,V,,6766,
TRIUMPH,31/05/2008,Montluçon,Spitfire 1500 cabriolet LHD,Sylvie Dagot EURL,2 500 €,OR-,V,,6766,
TRIUMPH,16/04/2008,Harrogate,Spitfire 1500 cabriolet hard-top RHD,H & H Classic Auctions,3 980 €,REST,V,,6766,
,,,,,,,,,6765,
TRIUMPH,29/04/2017,Toffen,Spitfire Mark IV (FK) cabriolet USA,Oldtimer Galerie Toffen,1 530 €,OR-,V,,6765,
TRIUMPH,01/09/2012,Brooklands,Spitfire Mk IV mod. évocation monoplace Ferrari,Historics,7 066 €,REST-/TR,V,,6765,
TRIUMPH,01/10/2010,Buxton,Spitfire Mark IV cabriolet RHD,H & H Classic Auctions,1 550 €,OR,V,,6765,
TRIUMPH,26/09/2009,Puymirol,Spitfire Mark IV cabriolet + hard-top,SVV Miserey / M. Saint-Gal,4 900 €,OR+,V,,6765,
,,,,,,,,,6770&index=2,
TRIUMPH,29/04/2017,Toffen,Spitfire Mark IV (FK) cabriolet USA,Oldtimer Galerie Toffen,1 530 €,OR-,V,,6770&index=2,
TRIUMPH,01/09/2012,Brooklands,Spitfire Mk IV mod. évocation monoplace Ferrari,Historics,7 066 €,REST-/TR,V,,6770&index=2,
TRIUMPH,01/10/2010,Buxton,Spitfire Mark IV cabriolet RHD,H & H Classic Auctions,1 550 €,OR,V,,6770&index=2,
TRIUMPH,26/09/2009,Puymirol,Spitfire Mark IV cabriolet + hard-top,SVV Miserey / M. Saint-Gal,4 900 €,OR+,V,,6770&index=2,
,,,,,,,,,6777,
TRIUMPH,21/10/2017,Fontainebleau,TR 7 coupé,Osenat,1 800 €,OR,V,,6777,
TRIUMPH,10/09/2016,Goodwood,TR 7 coupé V8 préparé rallye,Bonhams,49 300 €,TR/REST,V,,6777,
TRIUMPH,02/07/2010,Goodwood,TR 7 coupé RHD conversion V8 Grinnall,Bonhams,2 750 €,TR,V,,6777,
TRIUMPH,20/07/2008,Uzerche,TR 7 coupé,Me Arnaud-Lacroze / M. Saint Gal,1 400 €,RET,V,,6777,
TRIUMPH,16/12/2007,Fontainebleau,TR 7 coupé LHD,Jean-Pierre Osenat,2 000 €,OR+,V,,6777,
TRIUMPH,29/04/2006,Toffen,TR 7 cabriolet LHD,Oldtimer Galerie Toffen,3 900 €,OR+,V,,6777,
,,,,,,,,,6775,
TRIUMPH,17/03/2013,Fontainebleau,2500 Pi Mark 2 berline LHD,Jean-Pierre Osenat,715 €,OR-,V,,6775,
TRIUMPH,14/11/2012,Harrogate,2500 PI Mark 2 berline RHD autom.,Bonhams,2 146 €,OR+,V,,6775,
,,,,,,,,,8532,
TRIUMPH,17/11/2010,Harrogate,Dolomite 1500 HL berline RHD,Bonhams,2 120 €,OR+,V,,8532,
,,,,,,,,,6781,
TRIUMPH,15/05/2019,Leominster,1300 TC (RF) berline traction avant RHD,Brightwells,7 060 €,OR+,V,,6781,
,,,,,,,,,6779,
TRIUMPH,11/07/2008,Goodwood,TR 8 cabriolet RHD,Bonhams,6 500 €,OR+,V,,6779,
TRIUMPH,18/03/2008,Sandown Park,TR 8 cabriolet V8 RHD,Barons,6 890 €,OR,V,,6779,
TRIUMPH,20/10/2007,Ascot,TR 8 cabriolet LHD,Coys Auctions,9 750 €,OR+,V,,6779,
,,,,,,,,,6778,
TRIUMPH,30/03/2019,Toffen,TR 7 cabriolet,Oldtimer Galerie,5 010 €,OR,V,,6778,
TRIUMPH,19/01/2017,Scottsdale,TR 7 cabriolet,Bonhams,22 590 €,OR+,V,,6778,
TRIUMPH,25/04/2015,Toffen,TR 7 coupé,Oldtimer Galerie Toffen,6 617 €,OR+/EX,V,,6778,
TRIUMPH,19/04/2012,Duxford,TR 7 cabriolet RHD,H & H Classic Auctions,3 012 €,OR+,V,,6778,
TRIUMPH,28/11/2009,Toffen,"TR 7 cabriolet LHD, boîte 5",Oldtimer Galerie Toffen,5 360 €,OR+,V,,6778,
TRIUMPH,21/10/2007,Salzbourg,TR 7 cabriolet LHD 5 vitesses,Dorotheum,2 400 €,OR,V,,6778,
TRIUMPH,23/07/2006,Uzerche,TR 7 cabriolet LHD 5 vitesses,Me Arnaud-Lacroze / M. Saint-Gal,3 000 €,OR+,V,,6778,
TRIUMPH,10/05/2006,Leominster,TR 7 cabriolet RHD,Brightwells,1 730 €,OR,V,,6778,
TRIUMPH,25/04/2006,Sandown Park,"TR 7 cabriolet RHD, conversion V8",Barons,3 240 €,REST-/TR,V,,6778,
TRIUMPH,11/04/2006,Bridgwater,TR 7 cabriolet RHD,BCA Classic & Historic,1 160 €,OR,V,,6778,
TRIUMPH,20/02/2006,Blackbushe,TR 7 cabriolet RHD,BCA Classic & Historic,3 900 €,OR+,V,,6778,
TRIUMPH,20/02/2006,Blackbushe,TR 7 cabriolet RHD,BCA Classic & Historic,1 880 €,OR,V,,6778,
,,,,,,,,,6766&index=2,
TRIUMPH,30/03/2019,Toffen,TR 7 cabriolet,Oldtimer Galerie,5 010 €,OR,V,,6766&index=2,
TRIUMPH,19/01/2017,Scottsdale,TR 7 cabriolet,Bonhams,22 590 €,OR+,V,,6766&index=2,
TRIUMPH,25/04/2015,Toffen,TR 7 coupé,Oldtimer Galerie Toffen,6 617 €,OR+/EX,V,,6766&index=2,
TRIUMPH,19/04/2012,Duxford,TR 7 cabriolet RHD,H & H Classic Auctions,3 012 €,OR+,V,,6766&index=2,
TRIUMPH,28/11/2009,Toffen,"TR 7 cabriolet LHD, boîte 5",Oldtimer Galerie Toffen,5 360 €,OR+,V,,6766&index=2,
TRIUMPH,21/10/2007,Salzbourg,TR 7 cabriolet LHD 5 vitesses,Dorotheum,2 400 €,OR,V,,6766&index=2,
TRIUMPH,23/07/2006,Uzerche,TR 7 cabriolet LHD 5 vitesses,Me Arnaud-Lacroze / M. Saint-Gal,3 000 €,OR+,V,,6766&index=2,
TRIUMPH,10/05/2006,Leominster,TR 7 cabriolet RHD,Brightwells,1 730 €,OR,V,,6766&index=2,
TRIUMPH,25/04/2006,Sandown Park,"TR 7 cabriolet RHD, conversion V8",Barons,3 240 €,REST-/TR,V,,6766&index=2,
TRIUMPH,11/04/2006,Bridgwater,TR 7 cabriolet RHD,BCA Classic & Historic,1 160 €,OR,V,,6766&index=2,
TRIUMPH,20/02/2006,Blackbushe,TR 7 cabriolet RHD,BCA Classic & Historic,3 900 €,OR+,V,,6766&index=2,
TRIUMPH,20/02/2006,Blackbushe,TR 7 cabriolet RHD,BCA Classic & Historic,1 880 €,OR,V,,6766&index=2,
,,,,,,,,,6785,
TRIUMPH,28/11/2018,Buxton,"Dolomite Sprint, toit ouvrant",H and H,4 820 €,OR+,V,,6785,
TRIUMPH,15/09/2007,Toffen,Dolomite Sprint berline LHD overdrive,Oldtimer Galerie Toffen,1 950 €,OR,V,,6785,
TRIUMPH,19/02/2007,Blackbushe,Dolomite Sprint 16 V berline RHD overdrive,BCA Classic & Historic,3 370 €,REST,V,,6785,
TRIUMPH,16/09/2006,Toffen,Dolomite Sprint (VA) berline LHD,Oldtimer Galerie Toffen,3 580 €,OR+,V,,6785,
,,,,,,,,,8533,
TRIUMPH,19/07/2009,Uzerche,Dolomite 1850 (WE) berline,Me Arnaud-Lacroze / M. Saint-Gal,600 €,OR-,V,,8533,
TRIUMPH,18/04/2007,Buxton,Dolomite 1850 HL berline RHD autom.,H & H Classic Auctions,1 950 €,OR+,V,,8533,
